version,request,address,name,before,after,changed_bits,volatile
2.71,CW0100,0x00F,TMR1H,0xD2,0xF8,"1,3,5",yes
2.71,CW0100,0x011,TMR2,0xC0,0xA2,"1,5,6",yes
2.71,CW0100,0x020,RAM_0x020,0x08,0x03,"0,1,3",no
2.71,CW0100,0x021,RAM_0x021,0xB3,0xF3,6,no
2.71,CW0100,0x023,RAM_0x023,0x00,0xD4,"2,4,6,7",no
2.71,CW0100,0x024,RAM_0x024,0x30,0x00,"4,5",no
2.71,CW0100,0x031,RAM_0x031,0xD2,0xF8,"1,3,5",no
2.71,CW0100,0x077,RAM_0x077,0x00,0xD4,"2,4,6,7",no
2.71,CW0100,0x07F,RAM_0x07F,0x90,0x00,"4,7",no
2.71,CW0100,0x0CF,RAM_0x0CF,0x30,0x01,"0,4,5",no
2.71,CW0100,0x0D0,RAM_0x0D0,0x30,0x00,"4,5",no
2.71,CW0100,0x10C,EEDATA,0x77,0x07,"4,5,6",no
2.71,CW0100,0x10D,EEADR,0x99,0x02,"0,1,3,4,7",no
2.71,CW0100,0x18D,EECON2,0x00,0xAA,"1,3,5,7",no
2.71,CW0200,0x001,TMR0,0x9A,0x9F,"0,2",yes
2.71,CW0200,0x003,STATUS,0x1A,0x3A,5,no
2.71,CW0200,0x00E,TMR1L,0xE0,0xE5,"0,2",yes
2.71,CW0200,0x011,TMR2,0xC0,0xC5,"0,2",yes
2.71,CW0200,0x051,RAM_0x051,0x00,0x08,3,no
2.71,CW0200,0x0C2,RAM_0x0C2,0x00,0x78,"3,4,5,6",no
2.71,CW0300,0x001,TMR0,0x9A,0x9F,"0,2",yes
2.71,CW0300,0x003,STATUS,0x1A,0x3E,"2,5",no
2.71,CW0300,0x00E,TMR1L,0xE0,0xE5,"0,2",yes
2.71,CW0300,0x011,TMR2,0xC0,0xC5,"0,2",yes
2.71,CW04A5,0x001,TMR0,0x9E,0x65,"0,1,3,4,5,6,7",yes
2.71,CW04A5,0x003,STATUS,0x1A,0x39,"0,1,5",no
2.71,CW04A5,0x007,PORTC,0x24,0x04,5,no
2.71,CW04A5,0x00E,TMR1L,0xE4,0xAB,"0,1,2,3,6",yes
2.71,CW04A5,0x00F,TMR1H,0xD2,0xD3,0,yes
2.71,CW04A5,0x011,TMR2,0xC4,0x8B,"0,1,2,3,6",yes
2.71,CW04A5,0x020,RAM_0x020,0x08,0x03,"0,1,3",no
2.71,CW04A5,0x021,RAM_0x021,0xA3,0x91,"1,4,5",no
2.71,CW04A5,0x024,RAM_0x024,0x35,0xA5,"4,7",no
2.71,CW04A5,0x031,RAM_0x031,0xD2,0xD3,0,no
2.71,CW04A5,0x048,RAM_0x048,0x00,0xA5,"0,2,5,7",no
2.71,CW04A5,0x07F,RAM_0x07F,0x8F,0x0C,"0,1,7",no
2.71,CW0500,0x001,TMR0,0x9A,0xBA,5,yes
2.71,CW0500,0x003,STATUS,0x1A,0x1B,0,no
2.71,CW0500,0x00A,PCLATH,0x13,0x03,4,no
2.71,CW0500,0x00E,TMR1L,0xE0,0x00,"5,6,7",yes
2.71,CW0500,0x00F,TMR1H,0xD2,0x93,"0,6",yes
2.71,CW0500,0x011,TMR2,0xC0,0xE0,5,yes
2.71,CW0500,0x020,RAM_0x020,0x08,0x03,"0,1,3",no
2.71,CW0500,0x021,RAM_0x021,0xB3,0x91,"1,5",no
2.71,CW0500,0x024,RAM_0x024,0x30,0x2C,"2,3,4",no
2.71,CW0500,0x031,RAM_0x031,0xD2,0x92,6,no
2.71,CW0500,0x032,RAM_0x032,0x03,0x04,"0,1,2",no
2.71,CW0500,0x078,RAM_0x078,0x00,0x2C,"2,3,5",no
2.71,CW0500,0x07F,RAM_0x07F,0x90,0x0C,"2,3,4,7",no
2.71,CW0500,0x0D0,RAM_0x0D0,0x30,0x06,"1,2,4,5",no
2.71,CW0500,0x0D1,RAM_0x0D1,0x30,0x06,"1,2,4,5",no
2.71,CW0500,0x0D4,RAM_0x0D4,0x00,0xFF,"0,1,2,3,4,5,6,7",no
2.71,CW0500,0x0DA,RAM_0x0DA,0x99,0x1C,"0,2,7",no
2.71,CW0500,0x0DB,RAM_0x0DB,0x77,0x00,"0,1,2,4,5,6",no
2.71,CW0500,0x10C,EEDATA,0x77,0x30,"0,1,2,6",no
2.71,CW0500,0x10D,EEADR,0x99,0x9E,"0,1,2",no
2.71,CW0600,0x001,TMR0,0x9A,0x86,"2,3,4",yes
2.71,CW0600,0x003,STATUS,0x1A,0x39,"0,1,5",no
2.71,CW0600,0x00E,TMR1L,0xE0,0xCC,"2,3,5",yes
2.71,CW0600,0x00F,TMR1H,0xD2,0xD3,0,yes
2.71,CW0600,0x011,TMR2,0xC0,0xAC,"2,3,5,6",yes
2.71,CW0600,0x020,RAM_0x020,0x08,0x03,"0,1,3",no
2.71,CW0600,0x021,RAM_0x021,0xB3,0x91,"1,5",no
2.71,CW0600,0x024,RAM_0x024,0x30,0x00,"4,5",no
2.71,CW0600,0x031,RAM_0x031,0xD2,0xD3,0,no
2.71,CW0600,0x056,RAM_0x056,0x80,0xA0,5,no
2.71,CW0600,0x07F,RAM_0x07F,0x90,0x0C,"2,3,4,7",no
2.71,CW0700,0x001,TMR0,0x9A,0xA6,"2,3,4,5",yes
2.71,CW0700,0x003,STATUS,0x1A,0x39,"0,1,5",no
2.71,CW0700,0x00E,TMR1L,0xE0,0xEC,"2,3",yes
2.71,CW0700,0x00F,TMR1H,0xD2,0xD3,0,yes
2.71,CW0700,0x011,TMR2,0xC0,0xCC,"2,3",yes
2.71,CW0700,0x020,RAM_0x020,0x08,0x03,"0,1,3",no
2.71,CW0700,0x021,RAM_0x021,0xB3,0x91,"1,5",no
2.71,CW0700,0x024,RAM_0x024,0x30,0x00,"4,5",no
2.71,CW0700,0x031,RAM_0x031,0xD2,0xD3,0,no
2.71,CW0700,0x07F,RAM_0x07F,0x90,0x0C,"2,3,4,7",no
2.71,CW0832,0x001,TMR0,0x9A,0xA0,"1,3,4,5",yes
2.71,CW0832,0x003,STATUS,0x1A,0x3A,5,no
2.71,CW0832,0x00E,TMR1L,0xE0,0xE6,"1,2",yes
2.71,CW0832,0x011,TMR2,0xC0,0xC6,"1,2",yes
2.71,CW0832,0x029,RAM_0x029,0x19,0x32,"0,1,3,5",no
2.71,CW0940,0x001,TMR0,0x9A,0x5E,"2,6,7",yes
2.71,CW0940,0x003,STATUS,0x1A,0x3B,"0,5",no
2.71,CW0940,0x00E,TMR1L,0xE0,0xA4,"2,6",yes
2.71,CW0940,0x00F,TMR1H,0xD2,0xD5,"0,1,2",yes
2.71,CW0940,0x011,TMR2,0xC0,0x84,"2,6",yes
2.71,CW0940,0x020,RAM_0x020,0x08,0x13,"0,1,3,4",no
2.71,CW0940,0x024,RAM_0x024,0x30,0x40,"4,5,6",no
2.71,CW0940,0x025,RAM_0x025,0x24,0x00,"2,5",no
2.71,CW0940,0x031,RAM_0x031,0xD2,0xD5,"0,1,2",no
2.71,CW0940,0x033,RAM_0x033,0x57,0x40,"0,1,2,4",no
2.71,CW0940,0x079,RAM_0x079,0x24,0x00,"2,5",no
2.71,CW0940,0x07F,RAM_0x07F,0x50,0x00,"4,6",no
2.71,CW0940,0x0CC,RAM_0x0CC,0x69,0x40,"0,3,5",no
2.71,CW0940,0x0CE,RAM_0x0CE,0x40,0x00,6,no
2.71,CW0940,0x0CF,RAM_0x0CF,0x34,0x06,"1,4,5",no
2.71,CW0940,0x0D2,RAM_0x0D2,0x00,0x40,6,no
2.71,CW0940,0x0DA,RAM_0x0DA,0x99,0x00,"0,3,4,7",no
2.71,CW0A00,0x001,TMR0,0x9E,0xBA,"2,5",yes
2.71,CW0A00,0x003,STATUS,0x1A,0x1F,"0,2",no
2.71,CW0A00,0x00A,PCLATH,0x13,0x03,4,no
2.71,CW0A00,0x00B,INTCON,0xD4,0x14,"6,7",yes
2.71,CW0A00,0x00E,TMR1L,0xE4,0x00,"2,5,6,7",yes
2.71,CW0A00,0x00F,TMR1H,0xD2,0x93,"0,6",yes
2.71,CW0A00,0x011,TMR2,0xC4,0xE0,"2,5",yes
2.71,CW0A00,0x020,RAM_0x020,0x08,0x03,"0,1,3",no
2.71,CW0A00,0x021,RAM_0x021,0xA3,0x91,"1,4,5",no
2.71,CW0A00,0x024,RAM_0x024,0x30,0x00,"4,5",no
2.71,CW0A00,0x031,RAM_0x031,0xD2,0x92,6,no
2.71,CW0A00,0x032,RAM_0x032,0x03,0x04,"0,1,2",no
2.71,CW0A00,0x056,RAM_0x056,0x80,0xA0,5,no
2.71,CW0A00,0x074,RAM_0x074,0x00,0x01,0,no
2.71,CW0A00,0x07F,RAM_0x07F,0xFF,0x0C,"0,1,4,5,6,7",no
2.71,CW0A00,0x0D0,RAM_0x0D0,0x30,0x12,"1,5",no
2.71,CW0A00,0x0D1,RAM_0x0D1,0x30,0x12,"1,5",no
2.71,CW0B20,0x001,TMR0,0x9E,0xD3,"0,2,3,6",yes
2.71,CW0B20,0x003,STATUS,0x1A,0x38,"1,5",no
2.71,CW0B20,0x00E,TMR1L,0xE4,0x19,"0,2,3,4,5,6,7",yes
2.71,CW0B20,0x00F,TMR1H,0xD2,0xD3,0,yes
2.71,CW0B20,0x011,TMR2,0xC4,0xF9,"0,2,3,4,5",yes
2.71,CW0B20,0x03F,RAM_0x03F,0x2C,0x68,"2,6",no
2.71,CW0B20,0x040,RAM_0x040,0x24,0x01,"0,2,5",no
2.71,CW0B20,0x041,RAM_0x041,0x20,0x68,"3,6",no
2.71,CW0B20,0x042,RAM_0x042,0x1C,0x01,"0,2,3,4",no
2.71,CW0B20,0x043,RAM_0x043,0x21,0x01,5,no
2.71,CW0B20,0x0CE,RAM_0x0CE,0x20,0x00,5,no
2.71,CW0B20,0x0D2,RAM_0x0D2,0x00,0x68,"3,5,6",no
2.71,CW0B20,0x0D3,RAM_0x0D3,0x00,0x01,0,no
2.71,CW0C00,0x001,TMR0,0x9E,0xCE,"4,6",yes
2.71,CW0C00,0x003,STATUS,0x1A,0x38,"1,5",no
2.71,CW0C00,0x00E,TMR1L,0xE4,0x14,"4,5,6,7",yes
2.71,CW0C00,0x00F,TMR1H,0xD2,0xD8,"1,3",yes
2.71,CW0C00,0x011,TMR2,0xC4,0xF4,"4,5",yes
2.71,CW0C00,0x020,RAM_0x020,0x08,0x03,"0,1,3",no
2.71,CW0C00,0x021,RAM_0x021,0xA3,0x83,5,no
2.71,CW0C00,0x024,RAM_0x024,0x30,0x9E,"1,2,3,5,7",no
2.71,CW0C00,0x025,RAM_0x025,0x24,0x10,"2,4,5",no
2.71,CW0C00,0x031,RAM_0x031,0xD2,0xD7,"0,2",no
2.71,CW0C00,0x078,RAM_0x078,0x00,0x2C,"2,3,5",no
2.71,CW0C00,0x07F,RAM_0x07F,0xFF,0x87,"3,4,5,6",no
2.71,CW0C00,0x0D0,RAM_0x0D0,0x30,0x18,"3,5",no
2.71,CW0C00,0x0D1,RAM_0x0D1,0x30,0x1F,"0,1,2,3,5",no
2.71,CW0C00,0x0D2,RAM_0x0D2,0x00,0x2C,"2,3,5",no
2.71,CW0C00,0x0D3,RAM_0x0D3,0x00,0x24,"2,5",no
2.71,CW0C00,0x0D4,RAM_0x0D4,0x00,0xFF,"0,1,2,3,4,5,6,7",no
2.71,CW0C00,0x0DA,RAM_0x0DA,0x99,0x1C,"0,2,7",no
2.71,CW0C00,0x0DB,RAM_0x0DB,0x77,0x00,"0,1,2,4,5,6",no
2.71,CW0C00,0x10C,EEDATA,0x77,0x30,"0,1,2,6",no
2.71,CW0C00,0x10D,EEADR,0x99,0x9E,"0,1,2",no
2.71,CW0D00,0x001,TMR0,0x9E,0xA4,"1,3,4,5",yes
2.71,CW0D00,0x003,STATUS,0x1A,0x39,"0,1,5",no
2.71,CW0D00,0x007,PORTC,0x24,0x27,"0,1",no
2.71,CW0D00,0x00E,TMR1L,0xE4,0xEA,"1,2,3",yes
2.71,CW0D00,0x00F,TMR1H,0xD2,0xD4,"1,2",yes
2.71,CW0D00,0x011,TMR2,0xC4,0xCA,"1,2,3",yes
2.71,CW0D00,0x019,TXREG,0x00,0x0A,"1,3",no
2.71,CW0D00,0x020,RAM_0x020,0x08,0x03,"0,1,3",no
2.71,CW0D00,0x021,RAM_0x021,0xA3,0x91,"1,4,5",no
2.71,CW0D00,0x024,RAM_0x024,0x30,0x00,"4,5",no
2.71,CW0D00,0x02D,RAM_0x02D,0x07,0x87,7,no
2.71,CW0D00,0x031,RAM_0x031,0xD2,0xD4,"1,2",no
2.71,CW0D00,0x056,RAM_0x056,0x80,0xA0,5,no
2.71,CW0D00,0x07F,RAM_0x07F,0xFF,0x0C,"0,1,4,5,6,7",no
2.71,CW0D00,0x0C2,RAM_0x0C2,0x00,0x82,"1,7",no
2.71,CW0D00,0x0D3,RAM_0x0D3,0x00,0x01,0,no
2.71,CW0E14,0x001,TMR0,0x9E,0xA5,"0,1,3,4,5",yes
2.71,CW0E14,0x003,STATUS,0x1A,0x3A,5,no
2.71,CW0E14,0x00E,TMR1L,0xE4,0xEB,"0,1,2,3",yes
2.71,CW0E14,0x011,TMR2,0xC4,0xCB,"0,1,2,3",yes
2.71,CW0E14,0x052,RAM_0x052,0x00,0x14,"2,4",no
2.71,CW0E14,0x05D,RAM_0x05D,0x00,0x80,7,no
2.71,CW0F00,0x001,TMR0,0x9E,0xA4,"1,3,4,5",yes
2.71,CW0F00,0x003,STATUS,0x1A,0x3B,"0,5",no
2.71,CW0F00,0x00E,TMR1L,0xE4,0xEA,"1,2,3",yes
2.71,CW0F00,0x011,TMR2,0xC4,0xCA,"1,2,3",yes
