version,request,address,name,via,count,before_values,after_values,pcs
2.06,CW0940,0x0D7,RAM_0x0D7,direct,17,0x00 0x06 0x0C 0x10 0x18 0x20 0x22 0x30 0x40 0x44 0x48 0x60 0x80 0x88 0x91 0xC0,0x00 0x06 0x0C 0x10 0x18 0x20 0x22 0x30 0x40 0x44 0x48 0x60 0x80 0x88 0x91 0xC0,0x03ED 0x04E0 0x0535
2.06,CW0940,0x0DA,RAM_0x0DA,direct,34,0x00 0x01 0x02 0x03 0x04 0x05 0x06 0x07 0x08 0x09 0x0A 0x0B 0x0C 0x0D 0x0E 0x0F 0x10,0x00 0x01 0x02 0x03 0x04 0x05 0x06 0x07 0x08 0x09 0x0A 0x0B 0x0C 0x0D 0x0E 0x0F 0x10,0x03EA 0x03FB 0x04DD 0x04F4
2.06,CW0A00,0x003,STATUS,alu-flag,8746,0x00 0x04 0x18 0x19 0x1A 0x1B 0x1C 0x1D 0x1E 0x1F 0x38 0x39 0x3A 0x3C 0x3D 0x3F,0x00 0x04 0x18 0x19 0x1A 0x1B 0x1C 0x1D 0x1E 0x1F 0x39 0x3B 0x3C 0x3D 0x3E 0x3F,0x0006 0x0008 0x000A 0x000B 0x000D 0x0011 0x0013 0x0029 0x002B 0x002F 0x0031 0x0035 0x01C2 0x01C3 0x01C7 0x01CF 0x01D1 0x01D4 0x0207 0x020E 0x0218 0x021B 0x021F 0x0800 0x0809 0x0819 0x0830 0x0832 0x0862 0x0864 0x0EE0 0x0EE4 0x0EEC 0x0EF1 0x0EF3
2.06,CW0A00,0x003,STATUS,direct,2450,0x00 0x18 0x19 0x1A 0x1B 0x1C 0x1D 0x1F 0x38 0x39 0x3A 0x3B 0x3C 0x3D 0x3E 0x3F,0x00 0x18 0x19 0x1A 0x1B 0x1C 0x1D 0x1E 0x1F 0x38 0x39 0x3A 0x3B 0x3C 0x3D 0x3F,0x0006 0x0038 0x01D0 0x0205 0x020A 0x020D 0x0211 0x0213 0x0214 0x0219 0x021A 0x021E 0x0801 0x0803 0x0863 0x0875 0x0EDD 0x0EDF 0x0EE1 0x0EE3 0x0EE5 0x0EE9 0x0EEB 0x0EF2 0x0EF8 0x0EF9 0x0EFB 0x0FA5 0x0FA7
2.06,CW0A00,0x004,FSR,direct,384,0x8C 0xA8,0x8C 0xA8,0x001E 0x002A
2.06,CW0A00,0x007,PORTC,direct,2936,0x04 0x20 0x24,0x04 0x20 0x24,0x01CC 0x01CD 0x020B 0x0212
2.06,CW0A00,0x008,PORTD,direct,1489,0x00 0x04 0x20 0x24 0x40 0x44 0x60 0x64 0x80 0x84 0xA0 0xA4 0xC0 0xC4 0xE0 0xE4,0x00 0x04 0x20 0x24 0x40 0x44 0x60 0x64 0x80 0x84 0xA0 0xA4 0xC0 0xC4 0xE0 0xE4,0x01CF 0x0215 0x0216 0x0218
2.06,CW0A00,0x00A,PCLATH,direct,755,0x00 0x02 0x0A 0x12,0x00 0x02 0x0A,0x000A 0x0036 0x085F 0x0861 0x0FA1 0x0FA3 0x10C5 0x10C6
2.06,CW0A00,0x00B,INTCON,direct,554,0x14 0x94 0xD4,0x14 0x94 0xD4,0x01BD 0x01BE 0x01D4 0x01FE 0x01FF 0x021F
2.06,CW0A00,0x00C,PIR1,direct,192,0x5B,0x59,0x01B6
2.06,CW0A00,0x020,RAM_0x020,direct,16,0x02 0x08 0x0A,0x02 0x0A,0x0009
2.06,CW0A00,0x021,RAM_0x021,direct,60,0x81 0x83 0x91 0xB1 0xB3 0xC1 0xC3 0xD3 0xF1 0xF3,0x81 0x91 0xB1 0xB3 0xC1 0xC3 0xD3 0xF1 0xF3,0x0007
2.06,CW0A00,0x024,RAM_0x024,direct,1,0x30,0x00,0x0010
2.06,CW0A00,0x031,RAM_0x031,direct,192,0x00 0x01 0x02 0x03 0x04 0x05 0x06 0x07 0x08 0x09 0x0A 0x0B 0x0C 0x0D 0x0E 0x0F 0x10 0x11 0x12 0x13 0x14 0x15 0x16 0x17 0x18 0x19 0x1A 0x1B 0x1C 0x1D 0x1E 0x1F 0x20 0x21 0x22 0x23 0x24 0x25 0x26 0x27 0x28 0x29 0x2A 0x2B 0x2C 0x2D 0x2E 0x2F 0x30 0x31 0x32 0x33 0x34 0x35 0x36 0x37 0x38 0x39 0x3A 0x3B 0x3C 0x3D 0x3E 0x3F 0x40 0x41 0x42 0x43 0x44 0x45 0x46 0x47 0x48 0x49 0x4A 0x4B 0x4C 0x4D 0x4E 0x4F 0x50 0x51 0x52 0x53 0x54 0x55 0x56 0x57 0x58 0x59 0x5A 0x5B 0x5C 0x5D 0x5E 0x5F 0x60 0x61 0x62 0x63 0x64 0x65 0x66 0x67 0x68 0x69 0x6A 0x6B 0x6C 0x6D 0x6E 0x6F 0x70 0x71 0x72 0x73 0x74 0x75 0x76 0x77 0x78 0x79 0x7A 0x7B 0x7C 0x7D 0x7E 0x7F 0x80 0x81 0x82 0x83 0x84 0x85 0x86 0x87 0x88 0x89 0x8A 0x8B 0x8C 0x8D 0x8E 0x8F 0x90 0x91 0xD2 0xD3 0xD4 0xD5 0xD6 0xD7 0xD8 0xD9 0xDA 0xDB 0xDC 0xDD 0xDE 0xDF 0xE0 0xE1 0xE2 0xE3 0xE4 0xE5 0xE6 0xE7 0xE8 0xE9 0xEA 0xEB 0xEC 0xED 0xEE 0xEF 0xF0 0xF1 0xF2 0xF3 0xF4 0xF5 0xF6 0xF7 0xF8 0xF9 0xFA 0xFB 0xFC 0xFD 0xFE 0xFF,0x00 0x01 0x02 0x03 0x04 0x05 0x06 0x07 0x08 0x09 0x0A 0x0B 0x0C 0x0D 0x0E 0x0F 0x10 0x11 0x12 0x13 0x14 0x15 0x16 0x17 0x18 0x19 0x1A 0x1B 0x1C 0x1D 0x1E 0x1F 0x20 0x21 0x22 0x23 0x24 0x25 0x26 0x27 0x28 0x29 0x2A 0x2B 0x2C 0x2D 0x2E 0x2F 0x30 0x31 0x32 0x33 0x34 0x35 0x36 0x37 0x38 0x39 0x3A 0x3B 0x3C 0x3D 0x3E 0x3F 0x40 0x41 0x42 0x43 0x44 0x45 0x46 0x47 0x48 0x49 0x4A 0x4B 0x4C 0x4D 0x4E 0x4F 0x50 0x51 0x52 0x53 0x54 0x55 0x56 0x57 0x58 0x59 0x5A 0x5B 0x5C 0x5D 0x5E 0x5F 0x60 0x61 0x62 0x63 0x64 0x65 0x66 0x67 0x68 0x69 0x6A 0x6B 0x6C 0x6D 0x6E 0x6F 0x70 0x71 0x72 0x73 0x74 0x75 0x76 0x77 0x78 0x79 0x7A 0x7B 0x7C 0x7D 0x7E 0x7F 0x80 0x81 0x82 0x83 0x84 0x85 0x86 0x87 0x88 0x89 0x8A 0x8B 0x8C 0x8D 0x8E 0x8F 0x90 0x91 0x92 0xD3 0xD4 0xD5 0xD6 0xD7 0xD8 0xD9 0xDA 0xDB 0xDC 0xDD 0xDE 0xDF 0xE0 0xE1 0xE2 0xE3 0xE4 0xE5 0xE6 0xE7 0xE8 0xE9 0xEA 0xEB 0xEC 0xED 0xEE 0xEF 0xF0 0xF1 0xF2 0xF3 0xF4 0xF5 0xF6 0xF7 0xF8 0xF9 0xFA 0xFB 0xFC 0xFD 0xFE 0xFF,0x01A7
2.06,CW0A00,0x032,RAM_0x032,direct,1,0x03,0x04,0x01AA
2.06,CW0A00,0x056,RAM_0x056,direct,1,0x80,0xA0,0x028F
2.06,CW0A00,0x075,RAM_0x075,direct,1649,0x00 0x01 0x02 0x04 0x08 0x10 0x20 0x40 0x80,0x00 0x01 0x02 0x04 0x08 0x10 0x20 0x40 0x80,0x01BC 0x01D1
2.06,CW0A00,0x07F,RAM_0x07F,direct,312,0x00 0x01 0x03 0x0C 0x10 0x12 0x21 0x2F 0xC0 0xEE 0xF2,0x00 0x01 0x0C 0x10 0x12 0x21 0x2F 0xC0 0xEE 0xF2,0x0004 0x0039
2.06,CW0A00,0x0D2,RAM_0x0D2,direct,1,0x30,0x12,0x0FA6
2.06,CW0A00,0x0D3,RAM_0x0D3,direct,1,0x30,0x12,0x0EE2
2.06,CW0A00,0x0D7,RAM_0x0D7,direct,9,0x00 0x01 0x02 0x04 0x08 0x10 0x20 0x40 0x80,0x00 0x01 0x02 0x04 0x08 0x10 0x20 0x40 0x80,0x0206 0x021B
2.06,CW0B20,0x003,STATUS,alu-flag,11,0x18 0x19 0x1A 0x1B 0x1E 0x38 0x3A 0x3C 0x3D 0x3F,0x18 0x19 0x1A 0x1B 0x3B 0x3C 0x3D 0x3E 0x3F,0x063B 0x063D 0x0641 0x0642 0x0653 0x066E 0x10D5
2.06,CW0B20,0x003,STATUS,direct,15,0x18 0x1A 0x1B 0x38 0x3B 0x3E,0x18 0x1B 0x1E 0x38 0x3A 0x3B,0x0640 0x064F 0x0650 0x0652 0x065C 0x065E 0x0660 0x0662 0x0664 0x0666 0x0668 0x066A 0x10D1 0x10DA 0x10DD
2.06,CW0B20,0x00A,PCLATH,direct,2,0x02 0x12,0x02 0x12,0x10D9 0x10DC
2.06,CW0B20,0x03F,RAM_0x03F,direct,1,0x2C,0x68,0x0663
2.06,CW0B20,0x040,RAM_0x040,direct,1,0x24,0x01,0x065F
2.06,CW0B20,0x041,RAM_0x041,direct,1,0x20,0x68,0x066B
2.06,CW0B20,0x042,RAM_0x042,direct,1,0x1C,0x01,0x0667
2.06,CW0B20,0x043,RAM_0x043,direct,1,0x21,0x01,0x066C
2.06,CW0B20,0x0D0,RAM_0x0D0,direct,2,0x02 0x20,0x00 0x02,0x10D3 0x10D5
2.06,CW0B20,0x0D4,RAM_0x0D4,direct,1,0x00,0x68,0x064E
2.06,CW0B20,0x0D5,RAM_0x0D5,direct,1,0x00,0x01,0x064C
2.06,CW0C00,0x003,STATUS,alu-flag,312,0x00 0x04 0x18 0x19 0x1B 0x1C 0x1D 0x1F 0x38 0x39 0x3A 0x3B 0x3C 0x3D 0x3E 0x3F,0x00 0x04 0x18 0x19 0x1B 0x1C 0x1D 0x1F 0x38 0x39 0x3A 0x3B 0x3C 0x3D 0x3E 0x3F,0x0006 0x0008 0x000A 0x000B 0x000D 0x000F 0x0011 0x0013 0x0029 0x002B 0x002D 0x002F 0x0031 0x0035 0x0417 0x041E 0x0421 0x0422 0x0424 0x0425 0x042A 0x042B 0x042E 0x042F 0x0430 0x0432 0x0433 0x0438 0x043A 0x043C 0x043D 0x043E 0x043F 0x0448 0x067B 0x0686 0x0687 0x068E 0x068F 0x069C 0x06A3 0x06A7 0x06BF 0x06C9 0x06D0 0x06D7
2.06,CW0C00,0x003,STATUS,direct,70,0x00 0x18 0x1A 0x1B 0x1C 0x1E 0x38 0x39 0x3A 0x3B 0x3C 0x3D 0x3E 0x3F,0x00 0x18 0x1A 0x1B 0x1C 0x1E 0x38 0x3A 0x3B 0x3C 0x3E 0x3F,0x0006 0x0038 0x0416 0x043B 0x0447 0x044F 0x0676 0x067E 0x0681 0x0685 0x0688 0x0691 0x0694 0x069F 0x06A2 0x06AC 0x06B2 0x06B4 0x06B6 0x06B8 0x06E9 0x06EB 0x06ED 0x06EF 0x06F4 0x06FA 0x10EB
2.06,CW0C00,0x004,FSR,direct,10,0x8C 0xA8,0x8C 0xA8,0x001E 0x002A
2.06,CW0C00,0x00A,PCLATH,direct,14,0x00 0x02 0x12,0x00 0x02 0x12,0x000A 0x0036 0x10DF 0x10E1 0x10E8 0x10EA
2.06,CW0C00,0x00B,INTCON,direct,3,0x14 0x94 0xD4,0x14 0x94 0xD4,0x06F0 0x06F1 0x06FB
2.06,CW0C00,0x00C,PIR1,direct,5,0x5B,0x59,0x01B6
2.06,CW0C00,0x020,RAM_0x020,direct,1,0x08,0x02,0x0009
2.06,CW0C00,0x021,RAM_0x021,direct,5,0x83 0xA3 0xB3 0xF3,0xA3 0xB3 0xC3 0xF3,0x0007
2.06,CW0C00,0x023,RAM_0x023,direct,2,0x00 0x04,0x00 0x04,0x000E
2.06,CW0C00,0x024,RAM_0x024,direct,3,0x00 0x30 0x59,0x00 0x59 0x9E,0x0010
2.06,CW0C00,0x025,RAM_0x025,direct,2,0x08 0x24,0x08 0x10,0x0012
2.06,CW0C00,0x031,RAM_0x031,direct,5,0xD2 0xD3 0xD4 0xD5 0xD6,0xD3 0xD4 0xD5 0xD6 0xD7,0x01A7
2.06,CW0C00,0x03E,RAM_0x03E,direct,2,0x1F 0x24,0x1F 0x24,0x06CC 0x06D0
2.06,CW0C00,0x077,RAM_0x077,direct,31,0x00 0x01 0x02 0x04 0x08 0x10 0x20 0x40 0x80,0x00 0x01 0x02 0x04 0x08 0x10 0x20 0x40 0x80,0x0423 0x0431
2.06,CW0C00,0x078,RAM_0x078,direct,4,0x00 0x59 0x8E 0x9E,0x2C 0x59 0x8E 0x9E,0x044C 0x06A9
2.06,CW0C00,0x079,RAM_0x079,direct,4,0x08 0x10 0x13 0x24,0x08 0x10 0x13 0x24,0x044E 0x06AB
2.06,CW0C00,0x07F,RAM_0x07F,direct,8,0x03 0x04 0x08 0x40 0x80 0xFF,0x00 0x04 0x08 0x40 0x80 0xFF,0x0004 0x0039
2.06,CW0C00,0x0D2,RAM_0x0D2,direct,2,0x20 0x30,0x18 0x20,0x06B7 0x06EE
2.06,CW0C00,0x0D3,RAM_0x0D3,direct,2,0x1C 0x30,0x1C 0x1F,0x06B3 0x06EA
2.06,CW0C00,0x0D4,RAM_0x0D4,direct,3,0x00 0x59 0x9E,0x2C 0x59 0x9E,0x0684 0x0697 0x06A3
2.06,CW0C00,0x0D5,RAM_0x0D5,direct,3,0x00 0x08 0x10,0x08 0x10 0x24,0x0682 0x0695 0x06A7
2.06,CW0C00,0x0D6,RAM_0x0D6,direct,1,0x01,0xFF,0x0689
2.06,CW0C00,0x0DC,RAM_0x0DC,direct,27,0x08 0x0B 0x10 0x16 0x1C 0x20 0x21 0x2C 0x38 0x42 0x59 0x70 0x84 0x85 0xC2 0xE1,0x08 0x0B 0x10 0x16 0x1C 0x20 0x21 0x2C 0x38 0x42 0x59 0x70 0x84 0x85 0xC2 0xE1,0x043D 0x067A 0x068D 0x069B
2.06,CW0C00,0x0DD,RAM_0x0DD,direct,17,0x00 0x01 0x02 0x03 0x04 0x07 0x08 0x0E 0x1C,0x00 0x01 0x02 0x03 0x04 0x07 0x08 0x0E 0x1C,0x043C 0x0678 0x068B 0x0699
2.06,CW0C00,0x0DE,RAM_0x0DE,direct,3,0x26 0x59 0xFF,0x26 0x59 0xFF,0x067D 0x0690 0x069E
2.06,CW0C00,0x0E0,RAM_0x0E0,direct,18,0x00 0x08 0x10 0x2B 0x56 0x59 0x6D 0x85 0x8E 0x94 0x9B 0x9E 0xA6 0xE9,0x00 0x08 0x10 0x2B 0x56 0x59 0x6D 0x85 0x8E 0x94 0x9B 0x9E 0xA6 0xE9,0x0419 0x042A
2.06,CW0C00,0x0E1,RAM_0x0E1,direct,13,0x00 0x07 0x08 0x0C 0x0E 0x0F 0x10 0x11 0x13,0x00 0x07 0x08 0x0C 0x0E 0x0F 0x10 0x11 0x13,0x0418 0x042E
2.06,CW0C00,0x0E2,RAM_0x0E2,direct,27,0x00 0x01 0x02 0x04 0x08 0x10 0x20 0x40 0x80,0x00 0x01 0x02 0x04 0x08 0x10 0x20 0x40 0x80,0x041B 0x0448
2.06,CW0C00,0x0E3,RAM_0x0E3,direct,15,0x00 0x04 0x08 0x10 0x20 0x28 0x30 0x32 0x34 0x80,0x00 0x04 0x08 0x10 0x20 0x28 0x30 0x32 0x34 0x80,0x0417 0x0438 0x043A
2.06,CW0C00,0x0E4,RAM_0x0E4,direct,27,0x00 0x01 0x02 0x03 0x04 0x05 0x06 0x07 0x08,0x00 0x01 0x02 0x03 0x04 0x05 0x06 0x07 0x08,0x041C 0x0449
2.06,CW0D00,0x003,STATUS,alu-flag,58,0x00 0x04 0x18 0x1C 0x1D 0x1E 0x38 0x39 0x3A,0x00 0x04 0x18 0x19 0x1C 0x39 0x3C 0x3D 0x3E,0x0006 0x0008 0x000A 0x000B 0x000D 0x0011 0x0013 0x0029 0x002B 0x002F 0x0031 0x0035 0x0207 0x020E 0x0218 0x021B 0x021F
2.06,CW0D00,0x003,STATUS,direct,93,0x00 0x18 0x19 0x1A 0x38 0x39 0x3A 0x3C 0x3D 0x3E,0x00 0x18 0x19 0x1A 0x1C 0x1D 0x1E 0x38 0x39 0x3A,0x0006 0x0038 0x0205 0x020A 0x020D 0x0211 0x0213 0x0214 0x0219 0x021A 0x021E 0x0292 0x0296 0x02A2 0x02A6 0x0FE4 0x0FE7 0x0FEB 0x0FEE 0x10F3 0x10F7 0x1102
2.06,CW0D00,0x004,FSR,direct,4,0x8C 0xA8,0x8C 0xA8,0x001E 0x002A
2.06,CW0D00,0x007,PORTC,direct,10,0x04 0x05 0x24 0x25,0x04 0x05 0x24 0x25 0x27,0x020B 0x0212 0x029C 0x02AC
2.06,CW0D00,0x008,PORTD,direct,48,0x00 0x04 0x20 0x24 0x40 0x44 0x60 0x64 0x80 0x84 0xA0 0xA4 0xC0 0xC4 0xE0 0xE4,0x00 0x04 0x20 0x24 0x40 0x44 0x60 0x64 0x80 0x84 0xA0 0xA4 0xC0 0xC4 0xE0 0xE4,0x0215 0x0216 0x0218
2.06,CW0D00,0x00A,PCLATH,direct,12,0x00 0x02 0x0A 0x12 0x1A,0x00 0x02 0x0A 0x12 0x1A,0x000A 0x0036 0x0FE6 0x0FE9 0x0FED 0x0FF0 0x10ED 0x10EE 0x10F0 0x10F1
2.06,CW0D00,0x00B,INTCON,direct,6,0x14 0x94 0xD4,0x14 0x94 0xD4,0x01FE 0x01FF 0x021F
2.06,CW0D00,0x00C,PIR1,direct,2,0x5B,0x59,0x01B6
2.06,CW0D00,0x019,TXREG,direct,2,0x00 0x49,0x0A 0x49,0x10FC 0x1101
2.06,CW0D00,0x020,RAM_0x020,direct,1,0x08,0x02,0x0009
2.06,CW0D00,0x021,RAM_0x021,direct,1,0x83,0x91,0x0007
2.06,CW0D00,0x024,RAM_0x024,direct,1,0x30,0x00,0x0010
2.06,CW0D00,0x02D,RAM_0x02D,direct,1,0x07,0x87,0x0FF7
2.06,CW0D00,0x031,RAM_0x031,direct,2,0xD2 0xD3,0xD3 0xD4,0x01A7
2.06,CW0D00,0x056,RAM_0x056,direct,1,0x80,0xA0,0x028F
2.06,CW0D00,0x07F,RAM_0x07F,direct,4,0x03 0x0C 0xC0,0x0C 0xC0,0x0004 0x0039
2.06,CW0D00,0x0C2,RAM_0x0C2,direct,1,0x00,0x82,0x10F4
2.06,CW0D00,0x0D5,RAM_0x0D5,direct,1,0x00,0x01,0x0FE5
2.06,CW0D00,0x0D7,RAM_0x0D7,direct,18,0x00 0x01 0x02 0x04 0x08 0x10 0x20 0x40 0x80,0x00 0x01 0x02 0x04 0x08 0x10 0x20 0x40 0x80,0x0206 0x021B
2.06,CW0E14,0x003,STATUS,direct,3,0x1A 0x3A,0x1A 0x3A,0x1104 0x1106 0x1109
2.06,CW0E14,0x052,RAM_0x052,direct,1,0x00,0x14,0x1107
2.06,CW0E14,0x05D,RAM_0x05D,direct,1,0x00,0x80,0x1108
2.06,CW0F00,0x003,STATUS,alu-flag,3,0x3A 0x3E 0x3F,0x3B 0x3E 0x3F,0x110C 0x110D
2.06,CW0F00,0x003,STATUS,direct,1,0x1A,0x3A,0x110B
2.70,CW0000,0x003,STATUS,alu-flag,1,0x38,0x3C,0x113B
2.70,CW0000,0x003,STATUS,direct,1,0x18,0x38,0x113A
2.70,CW0100,0x003,STATUS,alu-flag,2748,0x00 0x04 0x38 0x39 0x3A 0x3B 0x3C 0x3D 0x3E 0x3F 0x58 0x5B 0x5C 0x5F,0x00 0x04 0x38 0x39 0x3A 0x3B 0x3C 0x3D 0x3E 0x3F 0x58 0x5B 0x5C 0x5F,0x0006 0x0008 0x000A 0x000B 0x000D 0x000F 0x0011 0x0013 0x0029 0x002B 0x002D 0x002F 0x0031 0x0035 0x06F7 0x06FC 0x06FD 0x0700 0x0708 0x070B 0x070E 0x0710 0x0712 0x0713 0x0715 0x0718 0x071A 0x0723 0x0728 0x072B 0x0738 0x073B 0x0748 0x0749 0x1144 0x1147
2.70,CW0100,0x003,STATUS,direct,1762,0x00 0x18 0x1B 0x1F 0x38 0x39 0x3A 0x3B 0x3C 0x3D 0x3F 0x58 0x5B 0x5C 0x5F 0x78 0x7B 0x7C 0x7F,0x00 0x18 0x1B 0x1F 0x38 0x39 0x3A 0x3B 0x3C 0x3D 0x3E 0x3F 0x58 0x5B 0x5C 0x5F 0x78 0x7B 0x7C 0x7F,0x0006 0x0038 0x06F6 0x0701 0x0702 0x0704 0x0707 0x0709 0x070A 0x0711 0x071C 0x0722 0x0724 0x0727 0x0729 0x072A 0x0731 0x0732 0x0734 0x0737 0x0739 0x073A 0x0741 0x0742 0x0744 0x0747 0x074E 0x1143 0x1145 0x1146 0x1148 0x1149 0x114B 0x114E 0x114F 0x1153 0x1154 0x115E 0x115F 0x1162 0x1164 0x1165 0x1167 0x1168 0x116A 0x116D 0x116E 0x1172 0x1173 0x117D 0x117E 0x1183
2.70,CW0100,0x004,FSR,direct,76,0x8C 0xA8,0x8C 0xA8,0x001E 0x002A
2.70,CW0100,0x00A,PCLATH,direct,80,0x00 0x03 0x13,0x00 0x03 0x13,0x000A 0x0036 0x1140 0x1142 0x1180 0x1182
2.70,CW0100,0x00B,INTCON,direct,4,0x54 0xD4,0x54 0xD4,0x1152 0x1160 0x1171 0x117F
2.70,CW0100,0x00C,PIR1,direct,38,0x5B,0x59,0x019A
2.70,CW0100,0x020,RAM_0x020,direct,1,0x08,0x03,0x0009
2.70,CW0100,0x021,RAM_0x021,direct,34,0x83 0x93 0xA3 0xB1 0xB3 0xB5 0xB7 0xC3 0xD3 0xF3,0x83 0x93 0xA3 0xB1 0xB3 0xB5 0xB7 0xC3 0xD3 0xF3,0x0007
2.70,CW0100,0x023,RAM_0x023,direct,1,0x00,0xD4,0x000E
2.70,CW0100,0x024,RAM_0x024,direct,1,0x30,0x00,0x0010
2.70,CW0100,0x031,RAM_0x031,direct,38,0xD2 0xD3 0xD4 0xD5 0xD6 0xD7 0xD8 0xD9 0xDA 0xDB 0xDC 0xDD 0xDE 0xDF 0xE0 0xE1 0xE2 0xE3 0xE4 0xE5 0xE6 0xE7 0xE8 0xE9 0xEA 0xEB 0xEC 0xED 0xEE 0xEF 0xF0 0xF1 0xF2 0xF3 0xF4 0xF5 0xF6 0xF7,0xD3 0xD4 0xD5 0xD6 0xD7 0xD8 0xD9 0xDA 0xDB 0xDC 0xDD 0xDE 0xDF 0xE0 0xE1 0xE2 0xE3 0xE4 0xE5 0xE6 0xE7 0xE8 0xE9 0xEA 0xEB 0xEC 0xED 0xEE 0xEF 0xF0 0xF1 0xF2 0xF3 0xF4 0xF5 0xF6 0xF7 0xF8,0x018B
2.70,CW0100,0x077,RAM_0x077,direct,1,0x00,0xD4,0x1151
2.70,CW0100,0x07F,RAM_0x07F,direct,64,0x00 0x01 0x03 0x0C 0x10 0x12 0x14 0x15 0x1B 0x21 0x25 0x28 0x2B 0x30 0x3C 0x41 0x44 0x4B 0x51 0x52 0x66 0x6D 0x82 0x88 0x8B 0x8F 0x90 0x9D 0x9E 0xAD 0xB1 0xB2 0xB4 0xB8 0xC0 0xC3 0xCE 0xCF 0xD6 0xD9 0xDA 0xE9 0xEC 0xEF 0xF8 0xFC 0xFE 0xFF,0x00 0x01 0x03 0x0C 0x10 0x12 0x14 0x15 0x1B 0x21 0x25 0x28 0x2B 0x30 0x3C 0x41 0x44 0x4B 0x51 0x52 0x66 0x6D 0x82 0x88 0x8B 0x8F 0x9D 0x9E 0xAD 0xB1 0xB2 0xB4 0xB8 0xC0 0xC3 0xCE 0xCF 0xD6 0xD9 0xDA 0xE9 0xEC 0xEF 0xF8 0xFC 0xFE 0xFF,0x0004 0x0039
