version,request,action,address,name,via,count,values,pcs
2.06,CW0100,read,0x08C,PIE1,indirect,44,0x22,0x001F 0x0025
2.06,CW0100,read,0x0A0,RAM_0x0A0,direct,4,0x0F,0x0723 0x0724 0x0725 0x0726
2.06,CW0100,read,0x0C3,RAM_0x0C3,direct,461,0x00 0x01 0x02 0x03 0x04 0x05 0x06 0x07 0x08 0x09 0x0A 0x0B 0x0C 0x0E 0x0F 0x10 0x12 0x13 0x14 0x15 0x19 0x1C 0x1D 0x1E 0x20 0x21 0x23 0x24 0x25 0x26 0x27 0x29 0x2A 0x2B 0x2C 0x2E 0x31 0x32 0x33 0x34 0x35 0x36 0x3A 0x3B 0x3C 0x3D 0x3E 0x41 0x42 0x43 0x44 0x45 0x46 0x48 0x49 0x4A 0x4B 0x4C 0x4D 0x4F 0x50 0x52 0x53 0x54 0x55 0x56 0x57 0x58 0x5A 0x5B 0x5C 0x5E 0x61 0x62 0x63 0x64 0x65 0x66 0x68 0x69 0x6A 0x6B 0x6C 0x6D 0x6E 0x72 0x73 0x74 0x75 0x76 0x77 0x78 0x79 0x7A 0x7B 0x7C 0x7D 0x7E 0x80 0x81 0x82 0x83 0x84 0x85 0x86 0x87 0x88 0x8A 0x8B 0x8C 0x8D 0x8E 0x90 0x92 0x93 0x95 0x96 0x97 0x9A 0x9C 0x9D 0x9E 0xA0 0xA1 0xA2 0xA3 0xA4 0xA5 0xA6 0xA7 0xA8 0xAA 0xAB 0xAC 0xAD 0xAE 0xAF 0xB0 0xB2 0xB4 0xB5 0xB6 0xB7 0xB8 0xB9 0xBC 0xBD 0xC0 0xC1 0xC2 0xC3 0xC4 0xC6 0xC8 0xCA 0xCB 0xCC 0xCD 0xCE 0xD0 0xD1 0xD2 0xD3 0xD4 0xD6 0xD7 0xD9 0xDA 0xDB 0xDC 0xDD 0xDE 0xE6 0xE7 0xE8 0xE9 0xEA 0xEB 0xEF 0xF2 0xF3 0xF5 0xF6 0xF7 0xF8 0xF9 0xFB 0xFC 0xFD 0xFE 0xFF,0x0711 0x0718 0x071B 0x0741 0x105C
2.06,CW0100,read,0x0C4,RAM_0x0C4,direct,376,0x00 0x01 0x02 0x03 0x04 0x05 0x08 0x09 0x0A 0x0B 0x0C 0x0D 0x10 0x11 0x12 0x14 0x15 0x16 0x18 0x19 0x1A 0x1B 0x1C 0x20 0x21 0x22 0x23 0x24 0x25 0x28 0x29 0x2A 0x2B 0x2C 0x2D 0x2F 0x30 0x31 0x32 0x33 0x34 0x35 0x36 0x37 0x38 0x3A 0x3B 0x41 0x42 0x45 0x47 0x48 0x4A 0x4B 0x4C 0x52 0x56 0x58 0x5A 0x5B 0x5C 0x60 0x61 0x62 0x63 0x64 0x65 0x66 0x67 0x68 0x69 0x6A 0x6B 0x6C 0x6D 0x6E 0x6F 0x70 0x71 0x75 0x76 0x77 0x7B 0x81 0x82 0x84 0x85 0x86 0x89 0x8A 0x8B 0x8C 0x8D 0x8F 0x90 0x91 0x95 0x96 0x97 0x98 0x99 0x9A 0x9C 0x9D 0xA4 0xA5 0xAC 0xAD 0xAE 0xB0 0xB1 0xB2 0xB5 0xB6 0xB7 0xB9 0xBA 0xBD 0xC0 0xC1 0xC2 0xC3 0xC4 0xC5 0xC6 0xC7 0xC8 0xCA 0xCB 0xCC 0xCE 0xD2 0xD6 0xD7 0xD8 0xD9 0xDA 0xDD 0xDE 0xDF 0xE0 0xE1 0xE2 0xE3 0xE4 0xEA 0xEB 0xEE 0xEF 0xF0 0xF7 0xF8,0x0713 0x0715 0x0719 0x0731 0x103D
2.06,CW0100,read,0x0D0,RAM_0x0D0,direct,460,0x02 0x03 0x04 0x05 0x06 0x07 0x08 0x09 0x0A 0x0B 0x0C 0x0D 0x0E 0x0F 0x10 0x11 0x12 0x13 0x14 0x15 0x16 0x17 0x18 0x19 0x1A 0x1B 0x1C 0x1D 0x1E 0x1F 0x20 0x21 0x22 0x23 0x24 0x25 0x26 0x27 0x28 0x29 0x2A 0x2B 0x2C 0x2D 0x2E 0x2F 0x30 0x31 0x32 0x33 0x34 0x35 0x36 0x37 0x38 0x39 0x3A 0x3B 0x3C 0x3D 0x3E 0x3F 0x40 0x41 0x42 0x43 0x44 0x45 0x46 0x47 0x48 0x49 0x4A 0x4B 0x4C 0x4D 0x4E 0x4F 0x50 0x51 0x52 0x53 0x54 0x55 0x56 0x57 0x58 0x59 0x5A 0x5B 0x5C 0x5D 0x5E 0x5F 0x60 0x61 0x62 0x63 0x64 0x65 0x66 0x67 0x68 0x69 0x6A 0x6B 0x6C 0x6D 0x6E 0x6F 0x70 0x71 0x72 0x73 0x74 0x75 0x76 0x77 0x78 0x79 0x7A 0x7B 0x7C 0x7D 0x7E 0x7F 0x80 0x81 0x82 0x83 0x84 0x85 0x86 0x87 0x88 0x89 0x8A 0x8B 0x8C 0x8D 0x8E 0x8F 0x90 0x91 0x92 0x93 0x94 0x95 0x96 0x97 0x98 0x99 0x9A 0x9B,0x0702 0x0706 0x071E
2.06,CW0100,read,0x0D1,RAM_0x0D1,direct,222,0x00 0x01,0x0716 0x071A
2.06,CW0100,read,0x10C,EEDATA,direct,156,0x00 0x02 0x03 0x05 0x06 0x08 0x09 0x0C 0x0F 0x12 0x15 0x18 0x1B 0x1E 0x20 0x21 0x22 0x24 0x25 0x27 0x28 0x2A 0x2B 0x2D 0x2E 0x30 0x31 0x32 0x34 0x37 0x3A 0x3D 0x40 0x41 0x42 0x43 0x45 0x46 0x47 0x49 0x4A 0x4C 0x4D 0x4E 0x4F 0x50 0x52 0x53 0x55 0x56 0x58 0x59 0x5C 0x5F 0x62 0x64 0x65 0x68 0x69 0x6B 0x6C 0x6E 0x6F 0x71 0x72 0x74 0x75 0x77 0x78 0x7B 0x7E 0x81 0x84 0x87 0x8A 0x8D 0x8E 0x90 0x91 0x93 0x94 0x96 0x97 0x99 0x9A 0x9C 0x9D 0xA0 0xA3 0xA6 0xA9 0xAC 0xAF 0xB2 0xB3 0xB5 0xB6 0xB8 0xB9 0xBB 0xBC 0xBE 0xBF 0xC2 0xC5 0xC8 0xCB 0xCE 0xD1 0xD4 0xD7 0xD8 0xDA 0xDB 0xDD 0xDE 0xE0 0xE1 0xE3 0xE4 0xE7 0xEA 0xED 0xF0 0xF3 0xF6 0xF9 0xFC 0xFD 0xFF,0x070E 0x072E 0x073E 0x074E
2.06,CW0100,read,0x18C,EECON1,direct,322,0x00 0x04,0x070B 0x070C 0x072B 0x072C 0x073B 0x073C 0x074B 0x074C 0x1042 0x1043 0x104F 0x1050 0x1052 0x1061 0x1062 0x106E 0x106F 0x1071
2.06,CW0100,write,0x003,STATUS,direct,1204,0x00 0x04 0x18 0x19 0x1B 0x1F 0x38 0x39 0x3A 0x3B 0x3C 0x3D 0x3E 0x3F 0x58 0x59 0x5B 0x5C 0x5F 0x78 0x79 0x7B 0x7C 0x7D 0x7F,0x0006 0x0017 0x0018 0x0038 0x06FD 0x0707 0x0708 0x070A 0x070D 0x070F 0x0710 0x0717 0x0720 0x0722 0x0727 0x0728 0x072A 0x072D 0x072F 0x0730 0x0737 0x0738 0x073A 0x073D 0x073F 0x0740 0x0747 0x0748 0x074A 0x074D 0x0758 0x1039 0x103B 0x103C 0x103E 0x103F 0x1041 0x1044 0x1045 0x1049 0x104A 0x1054 0x1055 0x1058 0x105A 0x105B 0x105D 0x105E 0x1060 0x1063 0x1064 0x1068 0x1069 0x1073 0x1074 0x1079
2.06,CW0100,write,0x004,FSR,direct,66,0x8C 0xA8,0x001E 0x0024 0x002A
2.06,CW0100,write,0x00A,PCLATH,direct,136,0x00 0x02 0x12,0x000A 0x0036 0x0042 0x0043 0x01B7 0x01B8 0x1036 0x1038 0x1076 0x1078
2.06,CW0100,write,0x00B,INTCON,direct,4,0x54 0xD4,0x1048 0x1056 0x1067 0x1075
2.06,CW0100,write,0x00C,PIR1,direct,22,0x59,0x01B6
2.06,CW0100,write,0x020,RAM_0x020,direct,22,0x02 0x12,0x0009
2.06,CW0100,write,0x021,RAM_0x021,direct,22,0x83 0x87 0x91 0x93 0x95 0x97 0xB3 0xB5 0xB7 0xC3,0x0007
2.06,CW0100,write,0x022,RAM_0x022,direct,22,0xA8,0x000C
2.06,CW0100,write,0x023,RAM_0x023,direct,22,0x00,0x000E
2.06,CW0100,write,0x024,RAM_0x024,direct,22,0x00,0x0010
2.06,CW0100,write,0x025,RAM_0x025,direct,22,0x24,0x0012
2.06,CW0100,write,0x026,RAM_0x026,direct,22,0x00,0x0014
2.06,CW0100,write,0x027,RAM_0x027,direct,22,0x00,0x0016
2.06,CW0100,write,0x031,RAM_0x031,direct,22,0xD3 0xD4 0xD5 0xD6 0xD7 0xD8 0xD9 0xDA 0xDB 0xDC 0xDD 0xDE 0xDF 0xE0 0xE1 0xE2 0xE3 0xE4 0xE5 0xE6 0xE7 0xE8,0x01A7
2.06,CW0100,write,0x038,RAM_0x038,direct,22,0x00,0x01B1
2.06,CW0100,write,0x077,RAM_0x077,direct,24,0x00 0xD4,0x002C 0x1047 0x1066
2.06,CW0100,write,0x078,RAM_0x078,direct,22,0x00,0x002E
2.06,CW0100,write,0x079,RAM_0x079,direct,22,0x24,0x0030
2.06,CW0100,write,0x07A,RAM_0x07A,direct,22,0x00,0x0032
2.06,CW0100,write,0x07B,RAM_0x07B,direct,22,0x00,0x0034
2.06,CW0100,write,0x07F,RAM_0x07F,direct,44,0x00 0x01 0x03 0x10 0x15 0x17 0x1C 0x23 0x27 0x30 0x32 0x36 0x3E 0x46 0x51 0x55 0x57 0x63 0x64 0x68 0x6A 0x6C 0x6F 0x71 0x72 0x75 0x78 0x7F 0x86 0x87 0xA6 0xBB 0xBE 0xC1 0xC6 0xE3 0xEB 0xF6 0xF7,0x0004 0x0039
2.06,CW0100,write,0x0A0,RAM_0x0A0,direct,4,0x0F,0x0723 0x0724 0x0725 0x0726
2.06,CW0100,write,0x0C3,RAM_0x0C3,direct,460,0x00 0x01 0x02 0x03 0x04 0x05 0x06 0x07 0x08 0x09 0x0A 0x0B 0x0C 0x0E 0x0F 0x10 0x12 0x13 0x14 0x15 0x19 0x1C 0x1D 0x1E 0x20 0x21 0x23 0x24 0x25 0x26 0x27 0x29 0x2A 0x2B 0x2C 0x2E 0x31 0x32 0x33 0x34 0x35 0x36 0x3A 0x3B 0x3C 0x3D 0x3E 0x41 0x42 0x43 0x44 0x45 0x46 0x48 0x49 0x4A 0x4B 0x4C 0x4D 0x4F 0x50 0x52 0x53 0x54 0x55 0x56 0x57 0x58 0x5A 0x5B 0x5C 0x5E 0x61 0x62 0x63 0x64 0x65 0x66 0x68 0x69 0x6A 0x6B 0x6C 0x6D 0x6E 0x72 0x73 0x74 0x75 0x76 0x77 0x78 0x79 0x7A 0x7B 0x7C 0x7D 0x7E 0x80 0x81 0x82 0x83 0x84 0x85 0x86 0x87 0x88 0x8A 0x8B 0x8C 0x8D 0x8E 0x90 0x92 0x93 0x95 0x96 0x97 0x9A 0x9C 0x9D 0x9E 0xA0 0xA1 0xA2 0xA3 0xA4 0xA5 0xA6 0xA7 0xA8 0xAA 0xAB 0xAC 0xAD 0xAE 0xAF 0xB0 0xB2 0xB4 0xB5 0xB6 0xB7 0xB8 0xB9 0xBC 0xBD 0xC0 0xC1 0xC2 0xC3 0xC4 0xC6 0xC8 0xCA 0xCB 0xCC 0xCD 0xCE 0xD0 0xD1 0xD2 0xD3 0xD4 0xD6 0xD7 0xD9 0xDA 0xDB 0xDC 0xDD 0xDE 0xE6 0xE7 0xE8 0xE9 0xEA 0xEB 0xEF 0xF2 0xF3 0xF5 0xF6 0xF7 0xF8 0xF9 0xFB 0xFC 0xFD 0xFE 0xFF,0x06FF 0x0711 0x0718 0x071B
2.06,CW0100,write,0x0C4,RAM_0x0C4,direct,222,0x00 0x01 0x02 0x03 0x04 0x05 0x08 0x09 0x0A 0x0B 0x0C 0x0D 0x10 0x11 0x12 0x14 0x15 0x16 0x18 0x19 0x1A 0x1B 0x1C 0x20 0x21 0x22 0x23 0x24 0x25 0x28 0x29 0x2A 0x2B 0x2C 0x2D 0x2F 0x30 0x31 0x32 0x33 0x34 0x35 0x36 0x37 0x38 0x3A 0x3B 0x41 0x42 0x45 0x47 0x48 0x4A 0x4B 0x4C 0x52 0x56 0x58 0x5A 0x5B 0x5C 0x60 0x61 0x62 0x63 0x64 0x65 0x66 0x67 0x68 0x69 0x6A 0x6B 0x6C 0x6D 0x6E 0x6F 0x70 0x71 0x75 0x76 0x77 0x7B 0x81 0x82 0x84 0x85 0x86 0x89 0x8A 0x8B 0x8C 0x8D 0x8F 0x90 0x91 0x95 0x96 0x97 0x98 0x99 0x9A 0x9C 0x9D 0xA4 0xA5 0xAC 0xAD 0xAE 0xB0 0xB1 0xB2 0xB5 0xB6 0xB7 0xB9 0xBA 0xBD 0xC0 0xC1 0xC2 0xC3 0xC4 0xC5 0xC6 0xC7 0xC8 0xCA 0xCB 0xCC 0xCE 0xD2 0xD6 0xD7 0xD8 0xD9 0xDA 0xDD 0xDE 0xDF 0xE0 0xE1 0xE2 0xE3 0xE4 0xEA 0xEB 0xEE 0xEF 0xF0 0xF7 0xF8,0x06FE 0x0713 0x0719
2.06,CW0100,write,0x0D0,RAM_0x0D0,direct,154,0x02 0x03 0x04 0x05 0x06 0x07 0x08 0x09 0x0A 0x0B 0x0C 0x0D 0x0E 0x0F 0x10 0x11 0x12 0x13 0x14 0x15 0x16 0x17 0x18 0x19 0x1A 0x1B 0x1C 0x1D 0x1E 0x1F 0x20 0x21 0x22 0x23 0x24 0x25 0x26 0x27 0x28 0x29 0x2A 0x2B 0x2C 0x2D 0x2E 0x2F 0x30 0x31 0x32 0x33 0x34 0x35 0x36 0x37 0x38 0x39 0x3A 0x3B 0x3C 0x3D 0x3E 0x3F 0x40 0x41 0x42 0x43 0x44 0x45 0x46 0x47 0x48 0x49 0x4A 0x4B 0x4C 0x4D 0x4E 0x4F 0x50 0x51 0x52 0x53 0x54 0x55 0x56 0x57 0x58 0x59 0x5A 0x5B 0x5C 0x5D 0x5E 0x5F 0x60 0x61 0x62 0x63 0x64 0x65 0x66 0x67 0x68 0x69 0x6A 0x6B 0x6C 0x6D 0x6E 0x6F 0x70 0x71 0x72 0x73 0x74 0x75 0x76 0x77 0x78 0x79 0x7A 0x7B 0x7C 0x7D 0x7E 0x7F 0x80 0x81 0x82 0x83 0x84 0x85 0x86 0x87 0x88 0x89 0x8A 0x8B 0x8C 0x8D 0x8E 0x8F 0x90 0x91 0x92 0x93 0x94 0x95 0x96 0x97 0x98 0x99 0x9A 0x9B,0x0701 0x071E
2.06,CW0100,write,0x0D1,RAM_0x0D1,direct,222,0x00 0x01,0x0714 0x0716
2.06,CW0100,write,0x10C,EEDATA,direct,2,0x3D 0x64,0x1040 0x105F
2.06,CW0100,write,0x10D,EEADR,direct,158,0x00 0x01 0x02 0x03 0x04 0x05 0x06 0x07 0x08 0x09 0x0A 0x0B 0x0C 0x0D 0x0E 0x0F 0x10 0x11 0x12 0x13 0x14 0x15 0x16 0x17 0x18 0x19 0x1A 0x1B 0x1C 0x1D 0x1E 0x1F 0x20 0x21 0x22 0x23 0x24 0x25 0x26 0x27 0x28 0x29 0x2A 0x2B 0x2C 0x2D 0x2E 0x2F 0x30 0x31 0x32 0x33 0x34 0x35 0x36 0x37 0x38 0x39 0x3A 0x3B 0x3C 0x3D 0x3E 0x3F 0x40 0x41 0x42 0x43 0x44 0x45 0x46 0x47 0x48 0x49 0x4A 0x4B 0x4C 0x4D 0x4E 0x4F 0x50 0x51 0x52 0x53 0x54 0x55 0x56 0x57 0x58 0x59 0x5A 0x5B 0x5C 0x5D 0x5E 0x5F 0x60 0x61 0x62 0x63 0x64 0x65 0x66 0x67 0x68 0x69 0x6A 0x6B 0x6C 0x6D 0x6E 0x6F 0x70 0x71 0x72 0x73 0x74 0x75 0x76 0x77 0x78 0x79 0x7A 0x7B 0x7C 0x7D 0x7E 0x7F 0x80 0x81 0x82 0x83 0x84 0x85 0x86 0x87 0x88 0x89 0x8A 0x8B 0x8C 0x8D 0x8E 0x8F 0x90 0x91 0x92 0x93 0x94 0x95 0x96 0x97 0x98 0x99 0x9A,0x0709 0x0729 0x0739 0x0749 0x103A 0x1059
2.06,CW0100,write,0x18C,EECON1,direct,320,0x00 0x01 0x04 0x06,0x070B 0x070C 0x072B 0x072C 0x073B 0x073C 0x074B 0x074C 0x1042 0x1043 0x104F 0x1052 0x1061 0x1062 0x106E 0x1071
2.06,CW0100,write,0x18D,EECON2,direct,4,0x55 0xAA,0x104C 0x104E 0x106B 0x106D
2.06,CW0200,read,0x003,STATUS,direct,1,0x18,0x107D
2.06,CW0200,read,0x051,RAM_0x051,direct,1,0x00,0x107B
2.06,CW0200,write,0x003,STATUS,direct,1,0x38,0x107D
2.06,CW0200,write,0x051,RAM_0x051,direct,1,0x08,0x107B
2.06,CW0200,write,0x0C2,RAM_0x0C2,direct,1,0x78,0x107E
2.06,CW0300,read,0x003,STATUS,direct,1,0x1C,0x1083
2.06,CW0300,read,0x051,RAM_0x051,direct,1,0x00,0x1080
2.06,CW0300,write,0x003,STATUS,direct,1,0x3C,0x1083
2.06,CW0300,write,0x04A,RAM_0x04A,direct,1,0x00,0x1082
2.06,CW0300,write,0x04B,RAM_0x04B,direct,1,0x00,0x1081
2.06,CW0300,write,0x051,RAM_0x051,direct,1,0x00,0x1080
2.06,CW04A5,read,0x003,STATUS,direct,32,0x04 0x18 0x19 0x1C 0x1D 0x38,0x0005 0x0017 0x0018 0x01B2 0x01C4 0x01C9 0x01D0 0x1085 0x1087 0x108C
2.06,CW04A5,read,0x004,FSR,direct,1,0xA8,0x000B
2.06,CW04A5,read,0x007,PORTC,direct,28,0x00 0x04 0x20 0x24,0x01C6 0x01CB 0x01CC 0x01CD
2.06,CW04A5,read,0x008,PORTD,direct,9,0x04 0x24 0x44 0x64 0x84 0xA4 0xC4 0xE4,0x01C2 0x01CF
2.06,CW04A5,read,0x00A,PCLATH,direct,7,0x00 0x02 0x12,0x0008 0x0042 0x0043 0x01B7 0x01B8 0x1089 0x108B
2.06,CW04A5,read,0x00B,INTCON,direct,6,0x14 0x54 0x94 0xD4,0x0019 0x001B 0x01BD 0x01BE 0x01BF 0x01D4
2.06,CW04A5,read,0x00C,PIR1,direct,3,0x5B,0x0021 0x0027 0x01B6
2.06,CW04A5,read,0x020,RAM_0x020,direct,1,0x02,0x0035
2.06,CW04A5,read,0x021,RAM_0x021,direct,1,0x91,0x0037
2.06,CW04A5,read,0x022,RAM_0x022,direct,1,0xA8,0x0029
2.06,CW04A5,read,0x023,RAM_0x023,direct,1,0x00,0x002B
2.06,CW04A5,read,0x024,RAM_0x024,direct,1,0xA5,0x002D
2.06,CW04A5,read,0x025,RAM_0x025,direct,1,0x24,0x002F
2.06,CW04A5,read,0x026,RAM_0x026,direct,1,0x00,0x0031
2.06,CW04A5,read,0x027,RAM_0x027,direct,1,0x00,0x0033
2.06,CW04A5,read,0x031,RAM_0x031,direct,1,0xD2,0x01A7
2.06,CW04A5,read,0x038,RAM_0x038,direct,1,0x00,0x01B1
2.06,CW04A5,read,0x048,RAM_0x048,direct,8,0xA5,0x01C7
2.06,CW04A5,read,0x04C,RAM_0x04C,direct,1,0x00,0x01AB
2.06,CW04A5,read,0x075,RAM_0x075,direct,25,0x00 0x01 0x02 0x04 0x08 0x10 0x20 0x40 0x80,0x01C3 0x01C8 0x01D1
2.06,CW04A5,read,0x077,RAM_0x077,direct,1,0x00,0x000D
2.06,CW04A5,read,0x078,RAM_0x078,direct,1,0xA5,0x000F
2.06,CW04A5,read,0x079,RAM_0x079,direct,1,0x24,0x0011
2.06,CW04A5,read,0x07A,RAM_0x07A,direct,1,0x00,0x0013
2.06,CW04A5,read,0x07B,RAM_0x07B,direct,1,0x00,0x0015
2.06,CW04A5,read,0x07F,RAM_0x07F,direct,2,0x0C 0xC0,0x0039 0x003A
2.06,CW04A5,read,0x08C,PIE1,indirect,2,0x22,0x001F 0x0025
2.06,CW04A5,read,0x0CD,RAM_0x0CD,direct,1,0xA5,0x1086
2.06,CW04A5,write,0x003,STATUS,direct,15,0x00 0x04 0x18 0x19 0x38 0x39,0x0006 0x0017 0x0018 0x0038 0x01D0 0x1085 0x1087 0x108C
2.06,CW04A5,write,0x004,FSR,direct,3,0x8C 0xA8,0x001E 0x0024 0x002A
2.06,CW04A5,write,0x007,PORTC,direct,28,0x00 0x04 0x20 0x24,0x01C6 0x01CB 0x01CC 0x01CD
2.06,CW04A5,write,0x008,PORTD,direct,9,0x04 0x24 0x44 0x64 0x84 0xA4 0xC4 0xE4,0x01C2 0x01CF
2.06,CW04A5,write,0x00A,PCLATH,direct,8,0x00 0x02 0x12,0x000A 0x0036 0x0042 0x0043 0x01B7 0x01B8 0x1089 0x108B
2.06,CW04A5,write,0x00B,INTCON,direct,3,0x14 0x94 0xD4,0x01BD 0x01BE 0x01D4
2.06,CW04A5,write,0x00C,PIR1,direct,1,0x59,0x01B6
2.06,CW04A5,write,0x020,RAM_0x020,direct,1,0x02,0x0009
2.06,CW04A5,write,0x021,RAM_0x021,direct,1,0x91,0x0007
2.06,CW04A5,write,0x022,RAM_0x022,direct,1,0xA8,0x000C
2.06,CW04A5,write,0x023,RAM_0x023,direct,1,0x00,0x000E
2.06,CW04A5,write,0x024,RAM_0x024,direct,1,0xA5,0x0010
2.06,CW04A5,write,0x025,RAM_0x025,direct,1,0x24,0x0012
2.06,CW04A5,write,0x026,RAM_0x026,direct,1,0x00,0x0014
2.06,CW04A5,write,0x027,RAM_0x027,direct,1,0x00,0x0016
2.06,CW04A5,write,0x031,RAM_0x031,direct,1,0xD3,0x01A7
2.06,CW04A5,write,0x038,RAM_0x038,direct,1,0x00,0x01B1
2.06,CW04A5,write,0x048,RAM_0x048,direct,1,0xA5,0x1088
2.06,CW04A5,write,0x075,RAM_0x075,direct,18,0x00 0x01 0x02 0x04 0x08 0x10 0x20 0x40 0x80,0x01BC 0x01C3 0x01D1
2.06,CW04A5,write,0x077,RAM_0x077,direct,1,0x00,0x002C
2.06,CW04A5,write,0x078,RAM_0x078,direct,1,0xA5,0x002E
2.06,CW04A5,write,0x079,RAM_0x079,direct,1,0x24,0x0030
2.06,CW04A5,write,0x07A,RAM_0x07A,direct,1,0x00,0x0032
2.06,CW04A5,write,0x07B,RAM_0x07B,direct,1,0x00,0x0034
2.06,CW04A5,write,0x07F,RAM_0x07F,direct,2,0x0C 0xC0,0x0004 0x0039
2.06,CW0500,read,0x003,STATUS,direct,8507,0x04 0x18 0x19 0x1B 0x1C 0x1D 0x1F 0x38 0x39 0x3A 0x3B 0x3C 0x3D 0x3E 0x3F,0x0005 0x0017 0x0018 0x01B2 0x01C4 0x01C9 0x01D0 0x0416 0x041F 0x0427 0x042C 0x0435 0x043B 0x0440 0x0447 0x044F 0x0676 0x067E 0x0681 0x0685 0x0688 0x0691 0x0694 0x069F 0x06A2 0x06A5 0x06AC 0x06B2 0x06B4 0x06B6 0x06B8 0x06C0 0x06C2 0x06CE 0x06D8 0x06DC 0x06E9 0x06EB 0x06ED 0x06EF 0x06F4 0x06FA 0x0801 0x0803 0x080A 0x081A 0x0833 0x0863 0x0865 0x0875 0x0EDD 0x0EDF 0x0EE1 0x0EE3 0x0EE5 0x0EE7 0x0EE9 0x0EEB 0x0EED 0x0EEF 0x0EF2 0x0EF4 0x0EF8 0x0EF9 0x0EFB 0x0F1B 0x0F1D
2.06,CW0500,read,0x004,FSR,direct,192,0xA8,0x000B
2.06,CW0500,read,0x006,PORTB,direct,1,0x00,0x06B0
2.06,CW0500,read,0x007,PORTC,direct,4302,0x20 0x24,0x01C6 0x01CC 0x01CD
2.06,CW0500,read,0x008,PORTD,direct,1614,0x04 0x24 0x44 0x64 0x84 0xA4 0xC4 0xE4,0x01C2 0x01CF
2.06,CW0500,read,0x00A,PCLATH,direct,1683,0x00 0x02 0x0A 0x12,0x0008 0x0042 0x0043 0x01B7 0x01B8 0x06AD 0x06AE 0x085F 0x0861 0x0876 0x0877 0x0F17 0x0F19 0x108E 0x108F
2.06,CW0500,read,0x00B,INTCON,direct,1107,0x14 0x54 0x94 0xD4,0x0019 0x001B 0x01BD 0x01BE 0x01BF 0x01D4 0x06F0 0x06F1 0x06F2 0x06FB
2.06,CW0500,read,0x00C,PIR1,direct,756,0x59 0x5B,0x0021 0x0027 0x01B6 0x087A
2.06,CW0500,read,0x020,RAM_0x020,direct,192,0x02 0x0A,0x0035
2.06,CW0500,read,0x021,RAM_0x021,direct,192,0x81 0x83 0x91 0xA3 0xB1 0xB3 0xC1 0xC3 0xD1 0xD3 0xF1 0xF3,0x0037
2.06,CW0500,read,0x022,RAM_0x022,direct,192,0xA8,0x0029
2.06,CW0500,read,0x023,RAM_0x023,direct,192,0x00 0x04,0x002B
2.06,CW0500,read,0x024,RAM_0x024,direct,192,0x00 0x2C 0x59 0x9E,0x002D
2.06,CW0500,read,0x025,RAM_0x025,direct,192,0x08 0x10 0x24,0x002F
2.06,CW0500,read,0x026,RAM_0x026,direct,192,0x00,0x0031
2.06,CW0500,read,0x027,RAM_0x027,direct,192,0x00,0x0033
2.06,CW0500,read,0x02D,RAM_0x02D,direct,360,0x07,0x081F 0x0823
2.06,CW0500,read,0x02F,RAM_0x02F,direct,1,0x00,0x0686
2.06,CW0500,read,0x030,RAM_0x030,direct,180,0x00,0x0827
2.06,CW0500,read,0x031,RAM_0x031,direct,192,0x00 0x01 0x02 0x03 0x04 0x05 0x06 0x07 0x08 0x09 0x0A 0x0B 0x0C 0x0D 0x0E 0x0F 0x10 0x11 0x12 0x13 0x14 0x15 0x16 0x17 0x18 0x19 0x1A 0x1B 0x1C 0x1D 0x1E 0x1F 0x20 0x21 0x22 0x23 0x24 0x25 0x26 0x27 0x28 0x29 0x2A 0x2B 0x2C 0x2D 0x2E 0x2F 0x30 0x31 0x32 0x33 0x34 0x35 0x36 0x37 0x38 0x39 0x3A 0x3B 0x3C 0x3D 0x3E 0x3F 0x40 0x41 0x42 0x43 0x44 0x45 0x46 0x47 0x48 0x49 0x4A 0x4B 0x4C 0x4D 0x4E 0x4F 0x50 0x51 0x52 0x53 0x54 0x55 0x56 0x57 0x58 0x59 0x5A 0x5B 0x5C 0x5D 0x5E 0x5F 0x60 0x61 0x62 0x63 0x64 0x65 0x66 0x67 0x68 0x69 0x6A 0x6B 0x6C 0x6D 0x6E 0x6F 0x70 0x71 0x72 0x73 0x74 0x75 0x76 0x77 0x78 0x79 0x7A 0x7B 0x7C 0x7D 0x7E 0x7F 0x80 0x81 0x82 0x83 0x84 0x85 0x86 0x87 0x88 0x89 0x8A 0x8B 0x8C 0x8D 0x8E 0x8F 0x90 0x91 0xD2 0xD3 0xD4 0xD5 0xD6 0xD7 0xD8 0xD9 0xDA 0xDB 0xDC 0xDD 0xDE 0xDF 0xE0 0xE1 0xE2 0xE3 0xE4 0xE5 0xE6 0xE7 0xE8 0xE9 0xEA 0xEB 0xEC 0xED 0xEE 0xEF 0xF0 0xF1 0xF2 0xF3 0xF4 0xF5 0xF6 0xF7 0xF8 0xF9 0xFA 0xFB 0xFC 0xFD 0xFE 0xFF,0x01A7
2.06,CW0500,read,0x032,RAM_0x032,direct,1,0x03,0x01A9
2.06,CW0500,read,0x038,RAM_0x038,direct,192,0x00,0x01B1
2.06,CW0500,read,0x03D,RAM_0x03D,direct,1,0x18,0x06EC
2.06,CW0500,read,0x03E,RAM_0x03E,direct,3,0x1F 0x24,0x06D0 0x06DA 0x06E8
2.06,CW0500,read,0x03F,RAM_0x03F,direct,1,0x2C,0x06C9
2.06,CW0500,read,0x040,RAM_0x040,direct,2,0x24,0x06BF 0x06CB
