version,request,action,address,name,via,count,values,pcs
2.70,CW0100,read,0x078,RAM_0x078,direct,38,0x00,0x000F
2.70,CW0100,read,0x079,RAM_0x079,direct,38,0x24,0x0011
2.70,CW0100,read,0x07A,RAM_0x07A,direct,38,0x00,0x0013
2.70,CW0100,read,0x07B,RAM_0x07B,direct,38,0x00,0x0015
2.70,CW0100,read,0x07E,RAM_0x07E,direct,4,0x0F,0x071E 0x071F 0x0720 0x0721
2.70,CW0100,read,0x07F,RAM_0x07F,direct,76,0x00 0x01 0x03 0x0C 0x10 0x12 0x14 0x15 0x1B 0x21 0x25 0x28 0x2B 0x30 0x3C 0x41 0x44 0x4B 0x51 0x52 0x66 0x6D 0x82 0x88 0x8B 0x8F 0x9D 0x9E 0xAD 0xB1 0xB2 0xB4 0xB8 0xC0 0xC3 0xCE 0xCF 0xD6 0xD9 0xDA 0xE9 0xEC 0xEF 0xF8 0xFC 0xFE 0xFF,0x0039 0x003A
2.70,CW0100,read,0x08C,PIE1,indirect,76,0x22,0x001F 0x0025
2.70,CW0100,read,0x0C3,RAM_0x0C3,direct,764,0x00 0x01 0x02 0x03 0x04 0x05 0x06 0x07 0x08 0x09 0x0A 0x0B 0x0C 0x0D 0x0E 0x10 0x11 0x12 0x13 0x14 0x15 0x16 0x17 0x18 0x19 0x1C 0x1D 0x1E 0x1F 0x20 0x21 0x22 0x23 0x24 0x25 0x26 0x27 0x28 0x29 0x2A 0x2B 0x2C 0x2D 0x2E 0x2F 0x31 0x32 0x33 0x34 0x36 0x37 0x38 0x39 0x3A 0x3B 0x3C 0x3D 0x3E 0x40 0x41 0x42 0x43 0x44 0x45 0x46 0x49 0x4A 0x4B 0x4C 0x4D 0x4E 0x4F 0x50 0x51 0x52 0x53 0x54 0x55 0x56 0x58 0x5A 0x5B 0x5C 0x5D 0x5E 0x60 0x61 0x62 0x63 0x64 0x65 0x66 0x67 0x68 0x69 0x6A 0x6B 0x6C 0x6D 0x6E 0x6F 0x70 0x71 0x72 0x73 0x74 0x76 0x78 0x79 0x7A 0x7B 0x7C 0x7D 0x7E 0x7F 0x80 0x81 0x82 0x83 0x84 0x85 0x86 0x87 0x88 0x89 0x8A 0x8B 0x8C 0x8D 0x8E 0x8F 0x90 0x92 0x93 0x94 0x95 0x96 0x97 0x98 0x9C 0x9E 0x9F 0xA0 0xA1 0xA2 0xA3 0xA4 0xA5 0xA6 0xA7 0xA8 0xA9 0xAA 0xAB 0xAC 0xAD 0xAE 0xB0 0xB2 0xB3 0xB4 0xB5 0xB6 0xB7 0xB8 0xB9 0xBC 0xBD 0xC0 0xC1 0xC2 0xC3 0xC4 0xC5 0xC6 0xC7 0xC8 0xC9 0xCB 0xCC 0xCD 0xCE 0xCF 0xD0 0xD1 0xD2 0xD3 0xD4 0xD5 0xD6 0xD7 0xD8 0xD9 0xDA 0xDC 0xDD 0xDE 0xE0 0xE1 0xE2 0xE3 0xE4 0xE6 0xE7 0xE8 0xE9 0xEA 0xEB 0xEC 0xED 0xEE 0xEF 0xF0 0xF1 0xF2 0xF3 0xF4 0xF5 0xF6 0xF7 0xF8 0xF9 0xFA 0xFB 0xFC 0xFD 0xFE,0x070B 0x0712 0x0715 0x073B 0x1166
2.70,CW0100,read,0x0C4,RAM_0x0C4,direct,629,0x00 0x01 0x02 0x03 0x04 0x07 0x08 0x09 0x0A 0x0B 0x0C 0x0D 0x0E 0x0F 0x10 0x11 0x12 0x13 0x14 0x15 0x16 0x17 0x18 0x19 0x1A 0x1C 0x1D 0x1E 0x20 0x21 0x22 0x23 0x24 0x25 0x26 0x28 0x29 0x2A 0x2B 0x2C 0x2D 0x2F 0x30 0x31 0x32 0x33 0x34 0x35 0x38 0x39 0x3A 0x3B 0x3D 0x3E 0x40 0x42 0x43 0x44 0x45 0x46 0x47 0x4A 0x4B 0x4C 0x4D 0x4F 0x50 0x51 0x52 0x53 0x56 0x57 0x58 0x59 0x5A 0x5B 0x5C 0x5D 0x5E 0x60 0x61 0x63 0x64 0x65 0x66 0x67 0x68 0x69 0x6A 0x6B 0x6C 0x6D 0x6F 0x70 0x72 0x73 0x75 0x76 0x77 0x78 0x79 0x7C 0x7D 0x81 0x83 0x84 0x85 0x86 0x87 0x88 0x89 0x8A 0x8B 0x8E 0x8F 0x90 0x91 0x93 0x94 0x95 0x96 0x97 0x98 0x99 0x9A 0x9C 0x9D 0xA0 0xA1 0xA3 0xA4 0xA5 0xA6 0xA7 0xA8 0xA9 0xAB 0xAC 0xAD 0xAE 0xB0 0xB1 0xB3 0xB4 0xB5 0xB6 0xB7 0xB9 0xBA 0xBB 0xBC 0xBD 0xBE 0xC1 0xC2 0xC3 0xC7 0xC8 0xC9 0xCA 0xCB 0xCC 0xCE 0xCF 0xD0 0xD1 0xD2 0xD3 0xD4 0xD5 0xD6 0xD7 0xD8 0xD9 0xDA 0xDB 0xDC 0xDD 0xDE 0xDF 0xE0 0xE1 0xE4 0xE5 0xE7 0xE8 0xEB 0xEC 0xEE 0xEF 0xF0 0xF1 0xF2 0xF3 0xF4 0xF5 0xF6 0xF7 0xF8 0xF9 0xFA 0xFB 0xFC,0x070D 0x070F 0x0713 0x072B 0x1147
2.70,CW0100,read,0x0CE,RAM_0x0CE,direct,508,0x02 0x03 0x04 0x05 0x06 0x07 0x08 0x09 0x0A 0x0B 0x0C 0x0D 0x0E 0x0F 0x10 0x11 0x12 0x13 0x14 0x15 0x16 0x17 0x18 0x19 0x1A 0x1B 0x1C 0x1D 0x1E 0x1F 0x20 0x21 0x22 0x23 0x24 0x25 0x26 0x27 0x28 0x29 0x2A 0x2B 0x2C 0x2D 0x2E 0x2F 0x30 0x31 0x32 0x33 0x34 0x35 0x36 0x37 0x38 0x39 0x3A 0x3B 0x3C 0x3D 0x3E 0x3F 0x40 0x41 0x42 0x43 0x44 0x45 0x46 0x47 0x48 0x49 0x4A 0x4B 0x4C 0x4D 0x4E 0x4F 0x50 0x51 0x52 0x53 0x54 0x55 0x56 0x57 0x58 0x59 0x5A 0x5B 0x5C 0x5D 0x5E 0x5F 0x60 0x61 0x62 0x63 0x64 0x65 0x66 0x67 0x68 0x69 0x6A 0x6B 0x6C 0x6D 0x6E 0x6F 0x70 0x71 0x72 0x73 0x74 0x75 0x76 0x77 0x78 0x79 0x7A 0x7B 0x7C 0x7D 0x7E 0x7F 0x80 0x81 0x82 0x83 0x84 0x85 0x86 0x87 0x88 0x89 0x8A 0x8B 0x8C 0x8D 0x8E 0x8F 0x90 0x91 0x92 0x93 0x94 0x95 0x96 0x97 0x98 0x99 0x9A 0x9B 0x9C 0x9D 0x9E 0x9F 0xA0 0xA1 0xA2 0xA3 0xA4 0xA5 0xA6 0xA7 0xA8 0xA9 0xAA 0xAB 0xAC 0xAD 0xAE 0xAF 0xB0 0xB1 0xB2 0xB3 0xB4 0xB5 0xB6 0xB7 0xB8 0xB9 0xBA 0xBB 0xBC 0xBD 0xBE 0xBF 0xC0 0xC1 0xC2 0xC3 0xC4 0xC5 0xC6 0xC7 0xC8 0xC9 0xCA 0xCB 0xCC 0xCD 0xCE 0xCF 0xD0 0xD1 0xD2 0xD3 0xD4 0xD5 0xD6 0xD7 0xD8 0xD9 0xDA 0xDB 0xDC 0xDD 0xDE 0xDF 0xE0 0xE1 0xE2 0xE3 0xE4 0xE5 0xE6 0xE7 0xE8 0xE9 0xEA 0xEB 0xEC 0xED 0xEE 0xEF 0xF0 0xF1 0xF2 0xF3 0xF4 0xF5 0xF6 0xF7 0xF8 0xF9 0xFA 0xFB 0xFC 0xFD 0xFE 0xFF,0x0700 0x0718
2.70,CW0100,read,0x0CF,RAM_0x0CF,direct,256,0x00 0x01,0x06FC 0x071A
2.70,CW0100,read,0x0D0,RAM_0x0D0,direct,381,0x00 0x01,0x0710 0x0714
2.70,CW0100,read,0x10C,EEDATA,direct,257,0x00 0x01 0x02 0x03 0x04 0x05 0x06 0x07 0x08 0x09 0x0A 0x0B 0x0C 0x0D 0x0E 0x0F 0x10 0x11 0x12 0x14 0x15 0x17 0x18 0x1A 0x1B 0x1D 0x1E 0x20 0x21 0x22 0x23 0x24 0x25 0x26 0x27 0x28 0x29 0x2A 0x2B 0x2C 0x2D 0x2E 0x2F 0x30 0x31 0x32 0x33 0x34 0x35 0x36 0x37 0x39 0x3A 0x3C 0x3D 0x3F 0x40 0x41 0x42 0x43 0x45 0x46 0x47 0x48 0x49 0x4A 0x4B 0x4C 0x4D 0x4E 0x4F 0x50 0x51 0x52 0x53 0x54 0x55 0x56 0x57 0x58 0x59 0x5B 0x5C 0x5E 0x5F 0x61 0x62 0x64 0x65 0x67 0x68 0x69 0x6A 0x6B 0x6C 0x6D 0x6E 0x6F 0x70 0x71 0x72 0x73 0x74 0x75 0x76 0x77 0x78 0x79 0x7A 0x7B 0x7C 0x7D 0x7E 0x80 0x81 0x83 0x84 0x86 0x87 0x89 0x8A 0x8C 0x8D 0x8E 0x8F 0x90 0x91 0x92 0x93 0x94 0x95 0x96 0x97 0x98 0x99 0x9A 0x9B 0x9C 0x9D 0x9E 0x9F 0xA0 0xA1 0xA2 0xA3 0xA5 0xA6 0xA8 0xA9 0xAB 0xAC 0xAE 0xAF 0xB1 0xB2 0xB3 0xB4 0xB5 0xB6 0xB7 0xB8 0xB9 0xBA 0xBB 0xBC 0xBD 0xBE 0xBF 0xC0 0xC1 0xC2 0xC3 0xC4 0xC5 0xC6 0xC7 0xC8 0xCA 0xCB 0xCD 0xCE 0xD0 0xD1 0xD3 0xD4 0xD6 0xD7 0xD8 0xD9 0xDA 0xDB 0xDC 0xDD 0xDE 0xDF 0xE0 0xE1 0xE2 0xE3 0xE4 0xE5 0xE6 0xE7 0xE8 0xE9 0xEA 0xEB 0xEC 0xED 0xEF 0xF0 0xF2 0xF3 0xF4 0xF5 0xF6 0xF8 0xF9 0xFB 0xFC 0xFD 0xFE 0xFF,0x0708 0x0728 0x0738 0x0748
2.70,CW0100,read,0x18C,EECON1,direct,524,0x00 0x04,0x0705 0x0706 0x0725 0x0726 0x0735 0x0736 0x0745 0x0746 0x114C 0x114D 0x1159 0x115A 0x115C 0x116B 0x116C 0x1178 0x1179 0x117B
2.70,CW0100,write,0x003,STATUS,direct,1973,0x00 0x04 0x18 0x1B 0x1F 0x38 0x39 0x3A 0x3B 0x3C 0x3D 0x3E 0x3F 0x58 0x5B 0x5C 0x5F 0x78 0x7B 0x7C 0x7F,0x0006 0x0017 0x0018 0x0038 0x06F6 0x0701 0x0702 0x0704 0x0707 0x0709 0x070A 0x0711 0x071C 0x0722 0x0724 0x0727 0x0729 0x072A 0x0731 0x0732 0x0734 0x0737 0x0739 0x073A 0x0741 0x0742 0x0744 0x0747 0x074E 0x1143 0x1145 0x1146 0x1148 0x1149 0x114B 0x114E 0x114F 0x1153 0x1154 0x115E 0x115F 0x1162 0x1164 0x1165 0x1167 0x1168 0x116A 0x116D 0x116E 0x1172 0x1173 0x117D 0x117E 0x1183
2.70,CW0100,write,0x004,FSR,direct,114,0x8C 0xA8,0x001E 0x0024 0x002A
2.70,CW0100,write,0x00A,PCLATH,direct,232,0x00 0x03 0x13,0x000A 0x0036 0x0042 0x0043 0x019B 0x019C 0x1140 0x1142 0x1180 0x1182
2.70,CW0100,write,0x00B,INTCON,direct,4,0x54 0xD4,0x1152 0x1160 0x1171 0x117F
2.70,CW0100,write,0x00C,PIR1,direct,38,0x59,0x019A
2.70,CW0100,write,0x020,RAM_0x020,direct,38,0x03,0x0009
2.70,CW0100,write,0x021,RAM_0x021,direct,38,0x83 0x93 0xA3 0xB1 0xB3 0xB5 0xB7 0xC3 0xD3 0xF3,0x0007
2.70,CW0100,write,0x022,RAM_0x022,direct,38,0xA8,0x000C
2.70,CW0100,write,0x023,RAM_0x023,direct,38,0x00 0xD4,0x000E
2.70,CW0100,write,0x024,RAM_0x024,direct,38,0x00,0x0010
2.70,CW0100,write,0x025,RAM_0x025,direct,38,0x24,0x0012
2.70,CW0100,write,0x026,RAM_0x026,direct,38,0x00,0x0014
2.70,CW0100,write,0x027,RAM_0x027,direct,38,0x00,0x0016
2.70,CW0100,write,0x031,RAM_0x031,direct,38,0xD3 0xD4 0xD5 0xD6 0xD7 0xD8 0xD9 0xDA 0xDB 0xDC 0xDD 0xDE 0xDF 0xE0 0xE1 0xE2 0xE3 0xE4 0xE5 0xE6 0xE7 0xE8 0xE9 0xEA 0xEB 0xEC 0xED 0xEE 0xEF 0xF0 0xF1 0xF2 0xF3 0xF4 0xF5 0xF6 0xF7 0xF8,0x018B
2.70,CW0100,write,0x038,RAM_0x038,direct,38,0x00,0x0195
2.70,CW0100,write,0x077,RAM_0x077,direct,40,0x00 0xD4,0x002C 0x1151 0x1170
2.70,CW0100,write,0x078,RAM_0x078,direct,38,0x00,0x002E
2.70,CW0100,write,0x079,RAM_0x079,direct,38,0x24,0x0030
2.70,CW0100,write,0x07A,RAM_0x07A,direct,38,0x00,0x0032
2.70,CW0100,write,0x07B,RAM_0x07B,direct,38,0x00,0x0034
2.70,CW0100,write,0x07E,RAM_0x07E,direct,4,0x0F,0x071E 0x071F 0x0720 0x0721
2.70,CW0100,write,0x07F,RAM_0x07F,direct,76,0x00 0x01 0x03 0x0C 0x10 0x12 0x14 0x15 0x1B 0x21 0x25 0x28 0x2B 0x30 0x3C 0x41 0x44 0x4B 0x51 0x52 0x66 0x6D 0x82 0x88 0x8B 0x8F 0x9D 0x9E 0xAD 0xB1 0xB2 0xB4 0xB8 0xC0 0xC3 0xCE 0xCF 0xD6 0xD9 0xDA 0xE9 0xEC 0xEF 0xF8 0xFC 0xFE 0xFF,0x0004 0x0039
2.70,CW0100,write,0x0C3,RAM_0x0C3,direct,763,0x00 0x01 0x02 0x03 0x04 0x05 0x06 0x07 0x08 0x09 0x0A 0x0B 0x0C 0x0D 0x0E 0x10 0x11 0x12 0x13 0x14 0x15 0x16 0x17 0x18 0x19 0x1C 0x1D 0x1E 0x1F 0x20 0x21 0x22 0x23 0x24 0x25 0x26 0x27 0x28 0x29 0x2A 0x2B 0x2C 0x2D 0x2E 0x2F 0x31 0x32 0x33 0x34 0x36 0x37 0x38 0x39 0x3A 0x3B 0x3C 0x3D 0x3E 0x40 0x41 0x42 0x43 0x44 0x45 0x46 0x49 0x4A 0x4B 0x4C 0x4D 0x4E 0x4F 0x50 0x51 0x52 0x53 0x54 0x55 0x56 0x58 0x5A 0x5B 0x5C 0x5D 0x5E 0x60 0x61 0x62 0x63 0x64 0x65 0x66 0x67 0x68 0x69 0x6A 0x6B 0x6C 0x6D 0x6E 0x6F 0x70 0x71 0x72 0x73 0x74 0x76 0x78 0x79 0x7A 0x7B 0x7C 0x7D 0x7E 0x7F 0x80 0x81 0x82 0x83 0x84 0x85 0x86 0x87 0x88 0x89 0x8A 0x8B 0x8C 0x8D 0x8E 0x8F 0x90 0x92 0x93 0x94 0x95 0x96 0x97 0x98 0x9C 0x9E 0x9F 0xA0 0xA1 0xA2 0xA3 0xA4 0xA5 0xA6 0xA7 0xA8 0xA9 0xAA 0xAB 0xAC 0xAD 0xAE 0xB0 0xB2 0xB3 0xB4 0xB5 0xB6 0xB7 0xB8 0xB9 0xBC 0xBD 0xC0 0xC1 0xC2 0xC3 0xC4 0xC5 0xC6 0xC7 0xC8 0xC9 0xCB 0xCC 0xCD 0xCE 0xCF 0xD0 0xD1 0xD2 0xD3 0xD4 0xD5 0xD6 0xD7 0xD8 0xD9 0xDA 0xDC 0xDD 0xDE 0xE0 0xE1 0xE2 0xE3 0xE4 0xE6 0xE7 0xE8 0xE9 0xEA 0xEB 0xEC 0xED 0xEE 0xEF 0xF0 0xF1 0xF2 0xF3 0xF4 0xF5 0xF6 0xF7 0xF8 0xF9 0xFA 0xFB 0xFC 0xFD 0xFE,0x06F8 0x070B 0x0712 0x0715
2.70,CW0100,write,0x0C4,RAM_0x0C4,direct,374,0x00 0x01 0x02 0x03 0x04 0x07 0x08 0x09 0x0A 0x0B 0x0C 0x0D 0x0E 0x0F 0x10 0x11 0x12 0x13 0x14 0x15 0x16 0x17 0x18 0x19 0x1A 0x1C 0x1D 0x1E 0x20 0x21 0x22 0x23 0x24 0x25 0x26 0x28 0x29 0x2A 0x2B 0x2C 0x2D 0x2F 0x30 0x31 0x32 0x33 0x34 0x35 0x38 0x39 0x3A 0x3B 0x3D 0x3E 0x40 0x42 0x43 0x44 0x45 0x46 0x47 0x4A 0x4B 0x4C 0x4D 0x4F 0x50 0x51 0x52 0x53 0x56 0x57 0x58 0x59 0x5A 0x5B 0x5C 0x5D 0x5E 0x60 0x61 0x63 0x64 0x65 0x66 0x67 0x68 0x69 0x6A 0x6B 0x6C 0x6D 0x6F 0x70 0x72 0x73 0x75 0x76 0x77 0x78 0x79 0x7C 0x7D 0x81 0x83 0x84 0x85 0x86 0x87 0x88 0x89 0x8A 0x8B 0x8E 0x8F 0x90 0x91 0x93 0x94 0x95 0x96 0x97 0x98 0x99 0x9A 0x9C 0x9D 0xA0 0xA1 0xA3 0xA4 0xA5 0xA6 0xA7 0xA8 0xA9 0xAB 0xAC 0xAD 0xAE 0xB0 0xB1 0xB3 0xB4 0xB5 0xB6 0xB7 0xB9 0xBA 0xBB 0xBC 0xBD 0xBE 0xC1 0xC2 0xC3 0xC7 0xC8 0xC9 0xCA 0xCB 0xCC 0xCE 0xCF 0xD0 0xD1 0xD2 0xD3 0xD4 0xD5 0xD6 0xD7 0xD8 0xD9 0xDA 0xDB 0xDC 0xDD 0xDE 0xDF 0xE0 0xE1 0xE4 0xE5 0xE7 0xE8 0xEB 0xEC 0xEE 0xEF 0xF0 0xF1 0xF2 0xF3 0xF4 0xF5 0xF6 0xF7 0xF8 0xF9 0xFA 0xFB 0xFC,0x06F7 0x070D 0x0713
2.70,CW0100,write,0x0CE,RAM_0x0CE,direct,255,0x00 0x02 0x03 0x04 0x05 0x06 0x07 0x08 0x09 0x0A 0x0B 0x0C 0x0D 0x0E 0x0F 0x10 0x11 0x12 0x13 0x14 0x15 0x16 0x17 0x18 0x19 0x1A 0x1B 0x1C 0x1D 0x1E 0x1F 0x20 0x21 0x22 0x23 0x24 0x25 0x26 0x27 0x28 0x29 0x2A 0x2B 0x2C 0x2D 0x2E 0x2F 0x30 0x31 0x32 0x33 0x34 0x35 0x36 0x37 0x38 0x39 0x3A 0x3B 0x3C 0x3D 0x3E 0x3F 0x40 0x41 0x42 0x43 0x44 0x45 0x46 0x47 0x48 0x49 0x4A 0x4B 0x4C 0x4D 0x4E 0x4F 0x50 0x51 0x52 0x53 0x54 0x55 0x56 0x57 0x58 0x59 0x5A 0x5B 0x5C 0x5D 0x5E 0x5F 0x60 0x61 0x62 0x63 0x64 0x65 0x66 0x67 0x68 0x69 0x6A 0x6B 0x6C 0x6D 0x6E 0x6F 0x70 0x71 0x72 0x73 0x74 0x75 0x76 0x77 0x78 0x79 0x7A 0x7B 0x7C 0x7D 0x7E 0x7F 0x80 0x81 0x82 0x83 0x84 0x85 0x86 0x87 0x88 0x89 0x8A 0x8B 0x8C 0x8D 0x8E 0x8F 0x90 0x91 0x92 0x93 0x94 0x95 0x96 0x97 0x98 0x99 0x9A 0x9B 0x9C 0x9D 0x9E 0x9F 0xA0 0xA1 0xA2 0xA3 0xA4 0xA5 0xA6 0xA7 0xA8 0xA9 0xAA 0xAB 0xAC 0xAD 0xAE 0xAF 0xB0 0xB1 0xB2 0xB3 0xB4 0xB5 0xB6 0xB7 0xB8 0xB9 0xBA 0xBB 0xBC 0xBD 0xBE 0xBF 0xC0 0xC1 0xC2 0xC3 0xC4 0xC5 0xC6 0xC7 0xC8 0xC9 0xCA 0xCB 0xCC 0xCD 0xCE 0xCF 0xD0 0xD1 0xD2 0xD3 0xD4 0xD5 0xD6 0xD7 0xD8 0xD9 0xDA 0xDB 0xDC 0xDD 0xDE 0xDF 0xE0 0xE1 0xE2 0xE3 0xE4 0xE5 0xE6 0xE7 0xE8 0xE9 0xEA 0xEB 0xEC 0xED 0xEE 0xEF 0xF0 0xF1 0xF2 0xF3 0xF4 0xF5 0xF6 0xF7 0xF8 0xF9 0xFA 0xFB 0xFC 0xFD 0xFE 0xFF,0x06FB 0x0718
2.70,CW0100,write,0x0CF,RAM_0x0CF,direct,2,0x00 0x01,0x06F9 0x071A
2.70,CW0100,write,0x0D0,RAM_0x0D0,direct,381,0x00 0x01,0x070E 0x0710
2.70,CW0100,write,0x10C,EEDATA,direct,2,0x9A 0xF4,0x114A 0x1169
2.70,CW0100,write,0x10D,EEADR,direct,259,0x00 0x01 0x02 0x03 0x04 0x05 0x06 0x07 0x08 0x09 0x0A 0x0B 0x0C 0x0D 0x0E 0x0F 0x10 0x11 0x12 0x13 0x14 0x15 0x16 0x17 0x18 0x19 0x1A 0x1B 0x1C 0x1D 0x1E 0x1F 0x20 0x21 0x22 0x23 0x24 0x25 0x26 0x27 0x28 0x29 0x2A 0x2B 0x2C 0x2D 0x2E 0x2F 0x30 0x31 0x32 0x33 0x34 0x35 0x36 0x37 0x38 0x39 0x3A 0x3B 0x3C 0x3D 0x3E 0x3F 0x40 0x41 0x42 0x43 0x44 0x45 0x46 0x47 0x48 0x49 0x4A 0x4B 0x4C 0x4D 0x4E 0x4F 0x50 0x51 0x52 0x53 0x54 0x55 0x56 0x57 0x58 0x59 0x5A 0x5B 0x5C 0x5D 0x5E 0x5F 0x60 0x61 0x62 0x63 0x64 0x65 0x66 0x67 0x68 0x69 0x6A 0x6B 0x6C 0x6D 0x6E 0x6F 0x70 0x71 0x72 0x73 0x74 0x75 0x76 0x77 0x78 0x79 0x7A 0x7B 0x7C 0x7D 0x7E 0x7F 0x80 0x81 0x82 0x83 0x84 0x85 0x86 0x87 0x88 0x89 0x8A 0x8B 0x8C 0x8D 0x8E 0x8F 0x90 0x91 0x92 0x93 0x94 0x95 0x96 0x97 0x98 0x99 0x9A 0x9B 0x9C 0x9D 0x9E 0x9F 0xA0 0xA1 0xA2 0xA3 0xA4 0xA5 0xA6 0xA7 0xA8 0xA9 0xAA 0xAB 0xAC 0xAD 0xAE 0xAF 0xB0 0xB1 0xB2 0xB3 0xB4 0xB5 0xB6 0xB7 0xB8 0xB9 0xBA 0xBB 0xBC 0xBD 0xBE 0xBF 0xC0 0xC1 0xC2 0xC3 0xC4 0xC5 0xC6 0xC7 0xC8 0xC9 0xCA 0xCB 0xCC 0xCD 0xCE 0xCF 0xD0 0xD1 0xD2 0xD3 0xD4 0xD5 0xD6 0xD7 0xD8 0xD9 0xDA 0xDB 0xDC 0xDD 0xDE 0xDF 0xE0 0xE1 0xE2 0xE3 0xE4 0xE5 0xE6 0xE7 0xE8 0xE9 0xEA 0xEB 0xEC 0xED 0xEE 0xEF 0xF0 0xF1 0xF2 0xF3 0xF4 0xF5 0xF6 0xF7 0xF8 0xF9 0xFA 0xFB 0xFC 0xFD 0xFE 0xFF,0x0703 0x0723 0x0733 0x0743 0x1144 0x1163
2.70,CW0100,write,0x18C,EECON1,direct,522,0x00 0x01 0x04 0x06,0x0705 0x0706 0x0725 0x0726 0x0735 0x0736 0x0745 0x0746 0x114C 0x114D 0x1159 0x115C 0x116B 0x116C 0x1178 0x117B
2.70,CW0100,write,0x18D,EECON2,direct,4,0x55 0xAA,0x1156 0x1158 0x1175 0x1177
2.70,CW0200,read,0x003,STATUS,direct,1,0x18,0x1187
2.70,CW0200,read,0x051,RAM_0x051,direct,1,0x00,0x1185
2.70,CW0200,write,0x003,STATUS,direct,1,0x38,0x1187
2.70,CW0200,write,0x051,RAM_0x051,direct,1,0x08,0x1185
2.70,CW0200,write,0x0C2,RAM_0x0C2,direct,1,0x78,0x1188
2.70,CW0300,read,0x003,STATUS,direct,1,0x1C,0x118D
2.70,CW0300,read,0x051,RAM_0x051,direct,1,0x00,0x118A
2.70,CW0300,write,0x003,STATUS,direct,1,0x3C,0x118D
2.70,CW0300,write,0x04A,RAM_0x04A,direct,1,0x00,0x118C
2.70,CW0300,write,0x04B,RAM_0x04B,direct,1,0x00,0x118B
2.70,CW0300,write,0x051,RAM_0x051,direct,1,0x00,0x118A
2.70,CW04A5,read,0x003,STATUS,direct,32,0x04 0x18 0x19 0x1C 0x1D 0x38,0x0005 0x0017 0x0018 0x0196 0x01A7 0x01AC 0x01B3 0x118F 0x1191 0x1196
2.70,CW04A5,read,0x004,FSR,direct,1,0xA8,0x000B
2.70,CW04A5,read,0x007,PORTC,direct,28,0x00 0x04 0x20 0x24,0x01A9 0x01AE 0x01AF 0x01B0
2.70,CW04A5,read,0x008,PORTD,direct,9,0x04 0x24 0x44 0x64 0x84 0xA4 0xC4 0xE4,0x01A5 0x01B2
2.70,CW04A5,read,0x00A,PCLATH,direct,7,0x00 0x03 0x13,0x0008 0x0042 0x0043 0x019B 0x019C 0x1193 0x1195
2.70,CW04A5,read,0x00B,INTCON,direct,6,0x14 0x54 0x94 0xD4,0x0019 0x001B 0x01A0 0x01A1 0x01A2 0x01B7
2.70,CW04A5,read,0x00C,PIR1,direct,3,0x5B,0x0021 0x0027 0x019A
2.70,CW04A5,read,0x020,RAM_0x020,direct,1,0x03,0x0035
2.70,CW04A5,read,0x021,RAM_0x021,direct,1,0x91,0x0037
2.70,CW04A5,read,0x022,RAM_0x022,direct,1,0xA8,0x0029
2.70,CW04A5,read,0x023,RAM_0x023,direct,1,0x00,0x002B
2.70,CW04A5,read,0x024,RAM_0x024,direct,1,0xA5,0x002D
2.70,CW04A5,read,0x025,RAM_0x025,direct,1,0x24,0x002F
2.70,CW04A5,read,0x026,RAM_0x026,direct,1,0x00,0x0031
2.70,CW04A5,read,0x027,RAM_0x027,direct,1,0x00,0x0033
2.70,CW04A5,read,0x031,RAM_0x031,direct,1,0xD2,0x018B
2.70,CW04A5,read,0x038,RAM_0x038,direct,1,0x00,0x0195
2.70,CW04A5,read,0x048,RAM_0x048,direct,8,0xA5,0x01AA
2.70,CW04A5,read,0x04C,RAM_0x04C,direct,1,0x00,0x018F
2.70,CW04A5,read,0x074,RAM_0x074,direct,25,0x00 0x01 0x02 0x04 0x08 0x10 0x20 0x40 0x80,0x01A6 0x01AB 0x01B4
2.70,CW04A5,read,0x077,RAM_0x077,direct,1,0x00,0x000D
2.70,CW04A5,read,0x078,RAM_0x078,direct,1,0xA5,0x000F
2.70,CW04A5,read,0x079,RAM_0x079,direct,1,0x24,0x0011
2.70,CW04A5,read,0x07A,RAM_0x07A,direct,1,0x00,0x0013
2.70,CW04A5,read,0x07B,RAM_0x07B,direct,1,0x00,0x0015
2.70,CW04A5,read,0x07F,RAM_0x07F,direct,2,0x0C 0xC0,0x0039 0x003A
2.70,CW04A5,read,0x08C,PIE1,indirect,2,0x22,0x001F 0x0025
2.70,CW04A5,read,0x0CB,RAM_0x0CB,direct,1,0xA5,0x1190
2.70,CW04A5,write,0x003,STATUS,direct,15,0x00 0x04 0x18 0x19 0x38 0x39,0x0006 0x0017 0x0018 0x0038 0x01B3 0x118F 0x1191 0x1196
2.70,CW04A5,write,0x004,FSR,direct,3,0x8C 0xA8,0x001E 0x0024 0x002A
2.70,CW04A5,write,0x007,PORTC,direct,28,0x00 0x04 0x20 0x24,0x01A9 0x01AE 0x01AF 0x01B0
2.70,CW04A5,write,0x008,PORTD,direct,9,0x04 0x24 0x44 0x64 0x84 0xA4 0xC4 0xE4,0x01A5 0x01B2
2.70,CW04A5,write,0x00A,PCLATH,direct,8,0x00 0x03 0x13,0x000A 0x0036 0x0042 0x0043 0x019B 0x019C 0x1193 0x1195
2.70,CW04A5,write,0x00B,INTCON,direct,3,0x14 0x94 0xD4,0x01A0 0x01A1 0x01B7
2.70,CW04A5,write,0x00C,PIR1,direct,1,0x59,0x019A
2.70,CW04A5,write,0x020,RAM_0x020,direct,1,0x03,0x0009
