version,index,action,address,name,via,count,values,pcs
2.70,0x07,read,0x0D4,RAM_0x0D4,direct,2,0x00 0x07,0x02CC 0x0776
2.70,0x07,read,0x0D5,RAM_0x0D5,direct,1,0x00,0x077B
2.70,0x07,read,0x0D6,RAM_0x0D6,direct,8,0x00 0x07,0x02AE 0x02B7
2.70,0x07,read,0x0D7,RAM_0x0D7,direct,8,0x00 0x70,0x02B1 0x02B2
2.70,0x07,read,0x0D8,RAM_0x0D8,direct,24,0x00 0x07,0x0299 0x029A 0x02A3
2.70,0x07,read,0x0D9,RAM_0x0D9,direct,8,0x30 0x37,0x02A5
2.70,0x07,write,0x003,STATUS,direct,58,0x00 0x04 0x18 0x1B 0x1C 0x1F 0x38 0x3B 0x3C 0x3F,0x0006 0x0017 0x0018 0x0038 0x0298 0x02A6 0x02AD 0x02B4 0x02B6 0x02B9 0x02C6 0x02C9 0x02CB 0x02CE 0x0775 0x0778 0x077A 0x077D 0x0DBD 0x0DC1 0x0DC4 0x0E1B 0x0E1D 0x0E1F 0x0E21 0x0F45 0x0F48 0x0F4E
2.70,0x07,write,0x004,FSR,direct,6,0x8C 0xCE,0x001E 0x0024 0x002A
2.70,0x07,write,0x00A,PCLATH,direct,15,0x00 0x08,0x000A 0x0036 0x0042 0x0043 0x019B 0x019C 0x0F44 0x0F47 0x0F4D
2.70,0x07,write,0x00C,PIR1,direct,2,0x59,0x019A
2.70,0x07,write,0x019,TXREG,direct,13,0x0A 0x30 0x37 0x44 0x54 0x57,0x02AB 0x02C1 0x02C5 0x02D3 0x0774 0x0782
2.70,0x07,write,0x020,RAM_0x020,direct,2,0x00,0x0009
2.70,0x07,write,0x021,RAM_0x021,direct,2,0x81,0x0007
2.70,0x07,write,0x022,RAM_0x022,direct,2,0xCE,0x000C
2.70,0x07,write,0x023,RAM_0x023,direct,2,0x00,0x000E
2.70,0x07,write,0x024,RAM_0x024,direct,2,0x77,0x0010
2.70,0x07,write,0x025,RAM_0x025,direct,2,0x24,0x0012
2.70,0x07,write,0x026,RAM_0x026,direct,2,0x00,0x0014
2.70,0x07,write,0x027,RAM_0x027,direct,2,0x00,0x0016
2.70,0x07,write,0x031,RAM_0x031,direct,2,0xD0 0xD1,0x018B
2.70,0x07,write,0x038,RAM_0x038,direct,2,0x00,0x0195
2.70,0x07,write,0x077,RAM_0x077,direct,2,0x00,0x002C
2.70,0x07,write,0x078,RAM_0x078,direct,2,0x77,0x002E
2.70,0x07,write,0x079,RAM_0x079,direct,2,0x24,0x0030
2.70,0x07,write,0x07A,RAM_0x07A,direct,2,0x00,0x0032
2.70,0x07,write,0x07B,RAM_0x07B,direct,2,0x00,0x0034
2.70,0x07,write,0x07F,RAM_0x07F,direct,4,0x03 0x30,0x0004 0x0039
2.70,0x07,write,0x0A0,RAM_0x0A0,direct,1,0x07,0x0DC5
2.70,0x07,write,0x0C8,RAM_0x0C8,direct,1,0x00,0x0E1E
2.70,0x07,write,0x0C9,RAM_0x0C9,direct,1,0x00,0x0E22
2.70,0x07,write,0x0CA,RAM_0x0CA,direct,1,0x07,0x0DBF
2.70,0x07,write,0x0CB,RAM_0x0CB,direct,1,0x7A,0x0DC0
2.70,0x07,write,0x0D3,RAM_0x0D3,direct,1,0x07,0x0F41
2.70,0x07,write,0x0D4,RAM_0x0D4,direct,2,0x00 0x07,0x0F43 0x0F4A
2.70,0x07,write,0x0D5,RAM_0x0D5,direct,1,0x00,0x0F4C
2.70,0x07,write,0x0D6,RAM_0x0D6,direct,4,0x00 0x07,0x02C8 0x02CD 0x0777 0x077C
2.70,0x07,write,0x0D7,RAM_0x0D7,direct,8,0x00 0x70,0x02AF 0x02B1
2.70,0x07,write,0x0D8,RAM_0x0D8,direct,16,0x00 0x07,0x0299 0x02B3 0x02B8
2.70,0x07,write,0x0D9,RAM_0x0D9,direct,8,0x30 0x37,0x02A4
2.70,0x08,read,0x003,STATUS,direct,96,0x04 0x18 0x1B 0x1C 0x1F 0x38 0x39 0x3B 0x3C 0x3F,0x0005 0x0017 0x0018 0x0196 0x0298 0x029C 0x02A6 0x02AD 0x02B4 0x02B6 0x02B9 0x02C6 0x02C9 0x02CB 0x02CE 0x0775 0x0778 0x077A 0x077D 0x0DBD 0x0DC1 0x0DC4 0x0DC6 0x0DD8 0x0DE8 0x0DF1 0x0E01 0x0E0D 0x0E19 0x0E25 0x0E27 0x0E29 0x0E2B 0x0E2D 0x0E31 0x0E3A 0x0E43 0x0E4C 0x0E5D 0x0E67 0x0E70 0x0E7C 0x0E84 0x0E8C 0x0E92 0x0E9A 0x0EA2 0x0EAA 0x0EB7 0x0EE8 0x0EF2 0x0EFC 0x0F03 0x0F0A 0x0F13 0x0F1C 0x0F45 0x0F48 0x0F4E
2.70,0x08,read,0x004,FSR,direct,2,0xCE,0x000B
2.70,0x08,read,0x00A,PCLATH,direct,13,0x00 0x08,0x0008 0x0042 0x0043 0x019B 0x019C 0x0F44 0x0F47 0x0F4D
2.70,0x08,read,0x00B,INTCON,direct,4,0x54,0x0019 0x001B
2.70,0x08,read,0x00C,PIR1,direct,19,0x59 0x5B,0x0021 0x0027 0x019A 0x02A7 0x02BF 0x02C3 0x02D1 0x0772 0x0780
2.70,0x08,read,0x020,RAM_0x020,direct,2,0x00,0x0035
2.70,0x08,read,0x021,RAM_0x021,direct,2,0x81,0x0037
2.70,0x08,read,0x022,RAM_0x022,direct,2,0xCE,0x0029
2.70,0x08,read,0x023,RAM_0x023,direct,2,0x00,0x002B
2.70,0x08,read,0x024,RAM_0x024,direct,2,0x77,0x002D
2.70,0x08,read,0x025,RAM_0x025,direct,2,0x24,0x002F
2.70,0x08,read,0x026,RAM_0x026,direct,2,0x00,0x0031
2.70,0x08,read,0x027,RAM_0x027,direct,2,0x00,0x0033
2.70,0x08,read,0x02D,RAM_0x02D,direct,1,0x07,0x0E28
2.70,0x08,read,0x031,RAM_0x031,direct,2,0xCF 0xD0,0x018B
2.70,0x08,read,0x038,RAM_0x038,direct,2,0x00,0x0195
2.70,0x08,read,0x04C,RAM_0x04C,direct,2,0x00,0x018F
2.70,0x08,read,0x051,RAM_0x051,direct,2,0x00,0x02BC 0x0DC2
2.70,0x08,read,0x06C,RAM_0x06C,direct,1,0x00,0x0E2C
2.70,0x08,read,0x077,RAM_0x077,direct,2,0x00,0x000D
2.70,0x08,read,0x078,RAM_0x078,direct,2,0x77,0x000F
2.70,0x08,read,0x079,RAM_0x079,direct,2,0x24,0x0011
2.70,0x08,read,0x07A,RAM_0x07A,direct,2,0x00,0x0013
2.70,0x08,read,0x07B,RAM_0x07B,direct,2,0x00,0x0015
2.70,0x08,read,0x07F,RAM_0x07F,direct,4,0x03 0x30 0x37 0x73,0x0039 0x003A
2.70,0x08,read,0x08C,PIE1,indirect,4,0x22,0x001F 0x0025
2.70,0x08,read,0x0A0,RAM_0x0A0,direct,33,0x08,0x0DBE 0x0DC5 0x0DCD 0x0DD6 0x0DE6 0x0DEF 0x0DFF 0x0E0B 0x0E17 0x0E23 0x0E2F 0x0E38 0x0E41 0x0E4A 0x0E5B 0x0E65 0x0E6E 0x0E7A 0x0E82 0x0E8A 0x0E90 0x0E98 0x0EA0 0x0EA8 0x0EB5 0x0EE6 0x0EF0 0x0EFA 0x0F01 0x0F08 0x0F11 0x0F1A 0x0F49
2.70,0x08,read,0x0C8,RAM_0x0C8,direct,1,0x07,0x0F4B
2.70,0x08,read,0x0C9,RAM_0x0C9,direct,1,0x00,0x0F42
2.70,0x08,read,0x0CA,RAM_0x0CA,direct,1,0x08,0x0F40
2.70,0x08,read,0x0CB,RAM_0x0CB,direct,2,0x7A,0x0DC0 0x0F3E
2.70,0x08,read,0x0D3,RAM_0x0D3,direct,1,0x08,0x02C7
2.70,0x08,read,0x0D4,RAM_0x0D4,direct,2,0x00 0x08,0x02CC 0x0776
2.70,0x08,read,0x0D5,RAM_0x0D5,direct,1,0x07,0x077B
2.70,0x08,read,0x0D6,RAM_0x0D6,direct,8,0x00 0x07 0x08,0x02AE 0x02B7
2.70,0x08,read,0x0D7,RAM_0x0D7,direct,8,0x00 0x70 0x80,0x02B1 0x02B2
2.70,0x08,read,0x0D8,RAM_0x0D8,direct,24,0x00 0x07 0x08,0x0299 0x029A 0x02A3
2.70,0x08,read,0x0D9,RAM_0x0D9,direct,8,0x30 0x37 0x38,0x02A5
2.70,0x08,write,0x003,STATUS,direct,58,0x00 0x04 0x18 0x1B 0x1C 0x1F 0x38 0x3B 0x3C 0x3F,0x0006 0x0017 0x0018 0x0038 0x0298 0x02A6 0x02AD 0x02B4 0x02B6 0x02B9 0x02C6 0x02C9 0x02CB 0x02CE 0x0775 0x0778 0x077A 0x077D 0x0DBD 0x0DC1 0x0DC4 0x0E27 0x0E29 0x0E2B 0x0E2D 0x0F45 0x0F48 0x0F4E
2.70,0x08,write,0x004,FSR,direct,6,0x8C 0xCE,0x001E 0x0024 0x002A
2.70,0x08,write,0x00A,PCLATH,direct,15,0x00 0x08,0x000A 0x0036 0x0042 0x0043 0x019B 0x019C 0x0F44 0x0F47 0x0F4D
2.70,0x08,write,0x00C,PIR1,direct,2,0x59,0x019A
2.70,0x08,write,0x019,TXREG,direct,13,0x0A 0x30 0x37 0x38 0x44 0x54 0x57,0x02AB 0x02C1 0x02C5 0x02D3 0x0774 0x0782
2.70,0x08,write,0x020,RAM_0x020,direct,2,0x00,0x0009
2.70,0x08,write,0x021,RAM_0x021,direct,2,0x81,0x0007
2.70,0x08,write,0x022,RAM_0x022,direct,2,0xCE,0x000C
2.70,0x08,write,0x023,RAM_0x023,direct,2,0x00,0x000E
2.70,0x08,write,0x024,RAM_0x024,direct,2,0x77,0x0010
2.70,0x08,write,0x025,RAM_0x025,direct,2,0x24,0x0012
2.70,0x08,write,0x026,RAM_0x026,direct,2,0x00,0x0014
2.70,0x08,write,0x027,RAM_0x027,direct,2,0x00,0x0016
2.70,0x08,write,0x031,RAM_0x031,direct,2,0xD0 0xD1,0x018B
2.70,0x08,write,0x038,RAM_0x038,direct,2,0x00,0x0195
2.70,0x08,write,0x077,RAM_0x077,direct,2,0x00,0x002C
2.70,0x08,write,0x078,RAM_0x078,direct,2,0x77,0x002E
2.70,0x08,write,0x079,RAM_0x079,direct,2,0x24,0x0030
2.70,0x08,write,0x07A,RAM_0x07A,direct,2,0x00,0x0032
2.70,0x08,write,0x07B,RAM_0x07B,direct,2,0x00,0x0034
2.70,0x08,write,0x07F,RAM_0x07F,direct,4,0x03 0x30 0x37 0x73,0x0004 0x0039
2.70,0x08,write,0x0A0,RAM_0x0A0,direct,1,0x08,0x0DC5
2.70,0x08,write,0x0C8,RAM_0x0C8,direct,1,0x07,0x0E2A
2.70,0x08,write,0x0C9,RAM_0x0C9,direct,1,0x00,0x0E2E
2.70,0x08,write,0x0CA,RAM_0x0CA,direct,1,0x08,0x0DBF
2.70,0x08,write,0x0CB,RAM_0x0CB,direct,1,0x7A,0x0DC0
2.70,0x08,write,0x0D3,RAM_0x0D3,direct,1,0x08,0x0F41
2.70,0x08,write,0x0D4,RAM_0x0D4,direct,2,0x00 0x08,0x0F43 0x0F4A
2.70,0x08,write,0x0D5,RAM_0x0D5,direct,1,0x07,0x0F4C
2.70,0x08,write,0x0D6,RAM_0x0D6,direct,4,0x00 0x07 0x08,0x02C8 0x02CD 0x0777 0x077C
2.70,0x08,write,0x0D7,RAM_0x0D7,direct,8,0x00 0x70 0x80,0x02AF 0x02B1
2.70,0x08,write,0x0D8,RAM_0x0D8,direct,16,0x00 0x07 0x08,0x0299 0x02B3 0x02B8
2.70,0x08,write,0x0D9,RAM_0x0D9,direct,8,0x30 0x37 0x38,0x02A4
2.70,0x09,read,0x003,STATUS,direct,64,0x04 0x18 0x1B 0x1C 0x1F 0x38 0x39 0x3B 0x3C 0x3F,0x0005 0x0017 0x0018 0x0196 0x0298 0x029C 0x02A6 0x02AD 0x02B4 0x02B6 0x02B9 0x0775 0x0778 0x077A 0x077D 0x0DBD 0x0DC1 0x0DC4 0x0DC6 0x0DD8 0x0DE8 0x0DF1 0x0E01 0x0E0D 0x0E19 0x0E25 0x0E31 0x0E33 0x0E35 0x0E3A 0x0E43 0x0E4C 0x0E5D 0x0E67 0x0E70 0x0E7C 0x0E84 0x0E8C 0x0E92 0x0E9A 0x0EA2 0x0EAA 0x0EB7 0x0EE8 0x0EF2 0x0EFC 0x0F03 0x0F0A 0x0F13 0x0F1C 0x0F4E
2.70,0x09,read,0x004,FSR,direct,1,0xCE,0x000B
2.70,0x09,read,0x00A,PCLATH,direct,6,0x00 0x08,0x0008 0x0042 0x0043 0x019B 0x019C 0x0F4D
2.70,0x09,read,0x00B,INTCON,direct,2,0x54,0x0019 0x001B
2.70,0x09,read,0x00C,PIR1,direct,9,0x59 0x5B,0x0021 0x0027 0x019A 0x02A7 0x0772 0x0780
2.70,0x09,read,0x020,RAM_0x020,direct,1,0x00,0x0035
2.70,0x09,read,0x021,RAM_0x021,direct,1,0x81,0x0037
2.70,0x09,read,0x022,RAM_0x022,direct,1,0xCE,0x0029
2.70,0x09,read,0x023,RAM_0x023,direct,1,0x00,0x002B
2.70,0x09,read,0x024,RAM_0x024,direct,1,0x77,0x002D
2.70,0x09,read,0x025,RAM_0x025,direct,1,0x24,0x002F
2.70,0x09,read,0x026,RAM_0x026,direct,1,0x00,0x0031
2.70,0x09,read,0x027,RAM_0x027,direct,1,0x00,0x0033
2.70,0x09,read,0x031,RAM_0x031,direct,1,0xCF,0x018B
2.70,0x09,read,0x038,RAM_0x038,direct,1,0x00,0x0195
2.70,0x09,read,0x04C,RAM_0x04C,direct,2,0x00,0x018F 0x0E34
2.70,0x09,read,0x051,RAM_0x051,direct,1,0x00,0x0DC2
2.70,0x09,read,0x077,RAM_0x077,direct,1,0x00,0x000D
2.70,0x09,read,0x078,RAM_0x078,direct,1,0x77,0x000F
2.70,0x09,read,0x079,RAM_0x079,direct,1,0x24,0x0011
2.70,0x09,read,0x07A,RAM_0x07A,direct,1,0x00,0x0013
2.70,0x09,read,0x07B,RAM_0x07B,direct,1,0x00,0x0015
2.70,0x09,read,0x07F,RAM_0x07F,direct,2,0x09 0x90,0x0039 0x003A
2.70,0x09,read,0x08C,PIE1,indirect,2,0x22,0x001F 0x0025
2.70,0x09,read,0x0A0,RAM_0x0A0,direct,33,0x09,0x0DBE 0x0DC5 0x0DCD 0x0DD6 0x0DE6 0x0DEF 0x0DFF 0x0E0B 0x0E17 0x0E23 0x0E2F 0x0E38 0x0E41 0x0E4A 0x0E5B 0x0E65 0x0E6E 0x0E7A 0x0E82 0x0E8A 0x0E90 0x0E98 0x0EA0 0x0EA8 0x0EB5 0x0EE6 0x0EF0 0x0EFA 0x0F01 0x0F08 0x0F11 0x0F1A 0x0F49
2.70,0x09,read,0x0C8,RAM_0x0C8,direct,1,0x00,0x0F4B
2.70,0x09,read,0x0CB,RAM_0x0CB,direct,3,0x7A 0x7B,0x0DC0 0x0E37 0x0F3E
2.70,0x09,read,0x0D4,RAM_0x0D4,direct,1,0x09,0x0776
2.70,0x09,read,0x0D5,RAM_0x0D5,direct,1,0x00,0x077B
2.70,0x09,read,0x0D6,RAM_0x0D6,direct,4,0x00 0x09,0x02AE 0x02B7
2.70,0x09,read,0x0D7,RAM_0x0D7,direct,4,0x00 0x90,0x02B1 0x02B2
2.70,0x09,read,0x0D8,RAM_0x0D8,direct,12,0x00 0x09,0x0299 0x029A 0x02A3
2.70,0x09,read,0x0D9,RAM_0x0D9,direct,4,0x30 0x39,0x02A5
2.70,0x09,write,0x003,STATUS,direct,30,0x00 0x04 0x18 0x1B 0x1C 0x1F 0x38 0x3B 0x3C 0x3F,0x0006 0x0017 0x0018 0x0038 0x0298 0x02A6 0x02AD 0x02B4 0x02B6 0x02B9 0x0775 0x0778 0x077A 0x077D 0x0DBD 0x0DC1 0x0DC4 0x0E33 0x0E35 0x0F4E
2.70,0x09,write,0x004,FSR,direct,3,0x8C 0xCE,0x001E 0x0024 0x002A
2.70,0x09,write,0x00A,PCLATH,direct,7,0x00,0x000A 0x0036 0x0042 0x0043 0x019B 0x019C 0x0F4D
2.70,0x09,write,0x00C,PIR1,direct,1,0x59,0x019A
2.70,0x09,write,0x019,TXREG,direct,6,0x0A 0x30 0x39 0x54,0x02AB 0x0774 0x0782
2.70,0x09,write,0x020,RAM_0x020,direct,1,0x00,0x0009
2.70,0x09,write,0x021,RAM_0x021,direct,1,0x81,0x0007
2.70,0x09,write,0x022,RAM_0x022,direct,1,0xCE,0x000C
2.70,0x09,write,0x023,RAM_0x023,direct,1,0x00,0x000E
2.70,0x09,write,0x024,RAM_0x024,direct,1,0x77,0x0010
2.70,0x09,write,0x025,RAM_0x025,direct,1,0x24,0x0012
2.70,0x09,write,0x026,RAM_0x026,direct,1,0x00,0x0014
2.70,0x09,write,0x027,RAM_0x027,direct,1,0x00,0x0016
2.70,0x09,write,0x031,RAM_0x031,direct,1,0xD0,0x018B
2.70,0x09,write,0x038,RAM_0x038,direct,1,0x00,0x0195
2.70,0x09,write,0x077,RAM_0x077,direct,1,0x00,0x002C
2.70,0x09,write,0x078,RAM_0x078,direct,1,0x77,0x002E
2.70,0x09,write,0x079,RAM_0x079,direct,1,0x24,0x0030
2.70,0x09,write,0x07A,RAM_0x07A,direct,1,0x00,0x0032
2.70,0x09,write,0x07B,RAM_0x07B,direct,1,0x00,0x0034
2.70,0x09,write,0x07F,RAM_0x07F,direct,2,0x09 0x90,0x0004 0x0039
2.70,0x09,write,0x0A0,RAM_0x0A0,direct,1,0x09,0x0DC5
2.70,0x09,write,0x0C8,RAM_0x0C8,direct,1,0x00,0x0E36
2.70,0x09,write,0x0CA,RAM_0x0CA,direct,1,0x09,0x0DBF
2.70,0x09,write,0x0CB,RAM_0x0CB,direct,2,0x7A 0x7B,0x0DC0 0x0E37
2.70,0x09,write,0x0D4,RAM_0x0D4,direct,1,0x09,0x0F4A
2.70,0x09,write,0x0D5,RAM_0x0D5,direct,1,0x00,0x0F4C
2.70,0x09,write,0x0D6,RAM_0x0D6,direct,2,0x00 0x09,0x0777 0x077C
2.70,0x09,write,0x0D7,RAM_0x0D7,direct,4,0x00 0x90,0x02AF 0x02B1
2.70,0x09,write,0x0D8,RAM_0x0D8,direct,8,0x00 0x09,0x0299 0x02B3 0x02B8
2.70,0x09,write,0x0D9,RAM_0x0D9,direct,4,0x30 0x39,0x02A4
2.70,0x0A,read,0x003,STATUS,direct,64,0x04 0x18 0x1A 0x1B 0x1C 0x1E 0x1F 0x38 0x39 0x3A 0x3B 0x3C 0x3E 0x3F,0x0005 0x0017 0x0018 0x0196 0x0298 0x029C 0x02A6 0x02AD 0x02B4 0x02B6 0x02B9 0x0775 0x0778 0x077A 0x077D 0x0DBD 0x0DC1 0x0DC4 0x0DC6 0x0DD8 0x0DE8 0x0DF1 0x0E01 0x0E0D 0x0E19 0x0E25 0x0E31 0x0E3A 0x0E3C 0x0E3E 0x0E43 0x0E4C 0x0E5D 0x0E67 0x0E70 0x0E7C 0x0E84 0x0E8C 0x0E92 0x0E9A 0x0EA2 0x0EAA 0x0EB7 0x0EE8 0x0EF2 0x0EFC 0x0F03 0x0F0A 0x0F13 0x0F1C 0x0F4E
2.70,0x0A,read,0x004,FSR,direct,1,0xCE,0x000B
2.70,0x0A,read,0x00A,PCLATH,direct,6,0x00 0x08,0x0008 0x0042 0x0043 0x019B 0x019C 0x0F4D
2.70,0x0A,read,0x00B,INTCON,direct,2,0x54,0x0019 0x001B
2.70,0x0A,read,0x00C,PIR1,direct,9,0x59 0x5B,0x0021 0x0027 0x019A 0x02A7 0x0772 0x0780
2.70,0x0A,read,0x020,RAM_0x020,direct,1,0x00,0x0035
2.70,0x0A,read,0x021,RAM_0x021,direct,1,0x81,0x0037
2.70,0x0A,read,0x022,RAM_0x022,direct,1,0xCE,0x0029
2.70,0x0A,read,0x023,RAM_0x023,direct,1,0x00,0x002B
2.70,0x0A,read,0x024,RAM_0x024,direct,1,0x77,0x002D
2.70,0x0A,read,0x025,RAM_0x025,direct,1,0x24,0x002F
2.70,0x0A,read,0x026,RAM_0x026,direct,1,0x00,0x0031
2.70,0x0A,read,0x027,RAM_0x027,direct,1,0x00,0x0033
2.70,0x0A,read,0x031,RAM_0x031,direct,1,0xCF,0x018B
2.70,0x0A,read,0x038,RAM_0x038,direct,1,0x00,0x0195
2.70,0x0A,read,0x03A,RAM_0x03A,direct,1,0x00,0x0E3D
2.70,0x0A,read,0x04C,RAM_0x04C,direct,1,0x00,0x018F
2.70,0x0A,read,0x051,RAM_0x051,direct,1,0x00,0x0DC2
2.70,0x0A,read,0x077,RAM_0x077,direct,1,0x00,0x000D
2.70,0x0A,read,0x078,RAM_0x078,direct,1,0x77,0x000F
2.70,0x0A,read,0x079,RAM_0x079,direct,1,0x24,0x0011
2.70,0x0A,read,0x07A,RAM_0x07A,direct,1,0x00,0x0013
2.70,0x0A,read,0x07B,RAM_0x07B,direct,1,0x00,0x0015
2.70,0x0A,read,0x07F,RAM_0x07F,direct,2,0x0A 0xA0,0x0039 0x003A
2.70,0x0A,read,0x08C,PIE1,indirect,2,0x22,0x001F 0x0025
2.70,0x0A,read,0x0A0,RAM_0x0A0,direct,33,0x0A,0x0DBE 0x0DC5 0x0DCD 0x0DD6 0x0DE6 0x0DEF 0x0DFF 0x0E0B 0x0E17 0x0E23 0x0E2F 0x0E38 0x0E41 0x0E4A 0x0E5B 0x0E65 0x0E6E 0x0E7A 0x0E82 0x0E8A 0x0E90 0x0E98 0x0EA0 0x0EA8 0x0EB5 0x0EE6 0x0EF0 0x0EFA 0x0F01 0x0F08 0x0F11 0x0F1A 0x0F49
2.70,0x0A,read,0x0C8,RAM_0x0C8,direct,1,0x00,0x0F4B
2.70,0x0A,read,0x0CB,RAM_0x0CB,direct,3,0x7A 0x7B,0x0DC0 0x0E40 0x0F3E
2.70,0x0A,read,0x0D4,RAM_0x0D4,direct,1,0x0A,0x0776
2.70,0x0A,read,0x0D5,RAM_0x0D5,direct,1,0x00,0x077B
2.70,0x0A,read,0x0D6,RAM_0x0D6,direct,4,0x00 0x0A,0x02AE 0x02B7
2.70,0x0A,read,0x0D7,RAM_0x0D7,direct,4,0x00 0xA0,0x02B1 0x02B2
2.70,0x0A,read,0x0D8,RAM_0x0D8,direct,12,0x00 0x0A,0x0299 0x029A 0x029F 0x02A3
2.70,0x0A,read,0x0D9,RAM_0x0D9,direct,4,0x30 0x61,0x02A5
2.70,0x0A,write,0x003,STATUS,direct,30,0x00 0x04 0x18 0x1A 0x1B 0x1C 0x1E 0x1F 0x38 0x3A 0x3B 0x3C 0x3E 0x3F,0x0006 0x0017 0x0018 0x0038 0x0298 0x02A6 0x02AD 0x02B4 0x02B6 0x02B9 0x0775 0x0778 0x077A 0x077D 0x0DBD 0x0DC1 0x0DC4 0x0E3C 0x0E3E 0x0F4E
2.70,0x0A,write,0x004,FSR,direct,3,0x8C 0xCE,0x001E 0x0024 0x002A
2.70,0x0A,write,0x00A,PCLATH,direct,7,0x00,0x000A 0x0036 0x0042 0x0043 0x019B 0x019C 0x0F4D
2.70,0x0A,write,0x00C,PIR1,direct,1,0x59,0x019A
2.70,0x0A,write,0x019,TXREG,direct,6,0x0A 0x30 0x54 0x61,0x02AB 0x0774 0x0782
2.70,0x0A,write,0x020,RAM_0x020,direct,1,0x00,0x0009
2.70,0x0A,write,0x021,RAM_0x021,direct,1,0x81,0x0007
2.70,0x0A,write,0x022,RAM_0x022,direct,1,0xCE,0x000C
2.70,0x0A,write,0x023,RAM_0x023,direct,1,0x00,0x000E
2.70,0x0A,write,0x024,RAM_0x024,direct,1,0x77,0x0010
2.70,0x0A,write,0x025,RAM_0x025,direct,1,0x24,0x0012
2.70,0x0A,write,0x026,RAM_0x026,direct,1,0x00,0x0014
2.70,0x0A,write,0x027,RAM_0x027,direct,1,0x00,0x0016
2.70,0x0A,write,0x031,RAM_0x031,direct,1,0xD0,0x018B
2.70,0x0A,write,0x038,RAM_0x038,direct,1,0x00,0x0195
2.70,0x0A,write,0x077,RAM_0x077,direct,1,0x00,0x002C
2.70,0x0A,write,0x078,RAM_0x078,direct,1,0x77,0x002E
2.70,0x0A,write,0x079,RAM_0x079,direct,1,0x24,0x0030
2.70,0x0A,write,0x07A,RAM_0x07A,direct,1,0x00,0x0032
2.70,0x0A,write,0x07B,RAM_0x07B,direct,1,0x00,0x0034
2.70,0x0A,write,0x07F,RAM_0x07F,direct,2,0x0A 0xA0,0x0004 0x0039
2.70,0x0A,write,0x0A0,RAM_0x0A0,direct,1,0x0A,0x0DC5
2.70,0x0A,write,0x0C8,RAM_0x0C8,direct,1,0x00,0x0E3F
2.70,0x0A,write,0x0CA,RAM_0x0CA,direct,1,0x0A,0x0DBF
2.70,0x0A,write,0x0CB,RAM_0x0CB,direct,2,0x7A 0x7B,0x0DC0 0x0E40
2.70,0x0A,write,0x0D4,RAM_0x0D4,direct,1,0x0A,0x0F4A
2.70,0x0A,write,0x0D5,RAM_0x0D5,direct,1,0x00,0x0F4C
2.70,0x0A,write,0x0D6,RAM_0x0D6,direct,2,0x00 0x0A,0x0777 0x077C
2.70,0x0A,write,0x0D7,RAM_0x0D7,direct,4,0x00 0xA0,0x02AF 0x02B1
2.70,0x0A,write,0x0D8,RAM_0x0D8,direct,8,0x00 0x0A,0x0299 0x02B3 0x02B8
2.70,0x0A,write,0x0D9,RAM_0x0D9,direct,4,0x30 0x61,0x02A0 0x02A4
2.70,0x0B,read,0x003,STATUS,direct,64,0x04 0x18 0x1A 0x1B 0x1C 0x1E 0x1F 0x38 0x39 0x3A 0x3B 0x3C 0x3E 0x3F,0x0005 0x0017 0x0018 0x0196 0x0298 0x029C 0x02A6 0x02AD 0x02B4 0x02B6 0x02B9 0x0775 0x0778 0x077A 0x077D 0x0DBD 0x0DC1 0x0DC4 0x0DC6 0x0DD8 0x0DE8 0x0DF1 0x0E01 0x0E0D 0x0E19 0x0E25 0x0E31 0x0E3A 0x0E43 0x0E45 0x0E47 0x0E4C 0x0E5D 0x0E67 0x0E70 0x0E7C 0x0E84 0x0E8C 0x0E92 0x0E9A 0x0EA2 0x0EAA 0x0EB7 0x0EE8 0x0EF2 0x0EFC 0x0F03 0x0F0A 0x0F13 0x0F1C 0x0F4E
2.70,0x0B,read,0x004,FSR,direct,1,0xCE,0x000B
2.70,0x0B,read,0x00A,PCLATH,direct,6,0x00 0x08,0x0008 0x0042 0x0043 0x019B 0x019C 0x0F4D
2.70,0x0B,read,0x00B,INTCON,direct,2,0x54,0x0019 0x001B
2.70,0x0B,read,0x00C,PIR1,direct,9,0x59 0x5B,0x0021 0x0027 0x019A 0x02A7 0x0772 0x0780
2.70,0x0B,read,0x020,RAM_0x020,direct,1,0x00,0x0035
2.70,0x0B,read,0x021,RAM_0x021,direct,1,0x81,0x0037
2.70,0x0B,read,0x022,RAM_0x022,direct,1,0xCE,0x0029
2.70,0x0B,read,0x023,RAM_0x023,direct,1,0x00,0x002B
2.70,0x0B,read,0x024,RAM_0x024,direct,1,0x77,0x002D
2.70,0x0B,read,0x025,RAM_0x025,direct,1,0x24,0x002F
2.70,0x0B,read,0x026,RAM_0x026,direct,1,0x00,0x0031
2.70,0x0B,read,0x027,RAM_0x027,direct,1,0x00,0x0033
2.70,0x0B,read,0x031,RAM_0x031,direct,1,0xCF,0x018B
2.70,0x0B,read,0x038,RAM_0x038,direct,1,0x00,0x0195
2.70,0x0B,read,0x039,RAM_0x039,direct,1,0x00,0x0E46
2.70,0x0B,read,0x04C,RAM_0x04C,direct,1,0x00,0x018F
2.70,0x0B,read,0x051,RAM_0x051,direct,1,0x00,0x0DC2
2.70,0x0B,read,0x077,RAM_0x077,direct,1,0x00,0x000D
