comparison,table,index,status,old_type,new_type,old_label,new_label,old_units_or_description,new_units_or_description,old_value_or_default,new_value_or_default,old_unit,new_unit,old_address_hex,new_address_hex,old_maximum,new_maximum,old_minimum,new_minimum,old_length_or_mask,new_length_or_mask,old_display_mode,new_display_mode
5.5.00_to_5.5.01,adjustments,30,same,1,1,Ash dump time %,Ash dump time %,,,0,0,A,A,0x62,0x62,255,255,0,0,1,1,2,2
5.5.00_to_5.5.01,adjustments,31,same,1,1,Ash dump heat level,Ash dump heat level,,,0,0,A,A,0x63,0x63,8,8,0,0,1,1,2,2
5.5.00_to_5.5.01,adjustments,32,same,1,1,Ash dump target %,Ash dump target %,,,0,0,A,A,0x64,0x64,255,255,0,0,1,1,2,2
5.5.00_to_5.5.01,adjustments,33,same,1,1,TC for 25% fan,TC for 25% fan,,,0,0,A,A,0x68,0x68,255,255,0,0,1,1,2,2
5.5.00_to_5.5.01,adjustments,34,same,1,1,TC for 100% fan,TC for 100% fan,,,0,0,A,A,0x69,0x69,255,255,0,0,1,1,2,2
5.5.00_to_5.5.01,adjustments,35,same,1,1,Thermostat heat level,Thermostat heat level,,,0,0,A,A,0x6A,0x6A,8,8,0,0,1,1,2,2
5.5.00_to_5.5.01,adjustments,36,same,1,1,LB threshold %,LB threshold %,,,0,0,A,A,0x6B,0x6B,100,100,0,0,1,1,2,2
5.5.00_to_5.5.01,adjustments,37,same,2,2,LB fan adjustment,LB fan adjustment,,,0,0,A,A,0x6C,0x6C,30,30,-30,-30,1,1,2,2
5.5.00_to_5.5.01,adjustments,38,same,2,2,LB feed adjustment,LB feed adjustment,,,0,0,A,A,0x6D,0x6D,30,30,-30,-30,1,1,2,2
5.5.00_to_5.5.01,adjustments,39,same,10,10,Ratio / Ash trimpot mode,Ratio / Ash trimpot mode,Send,Send,0,0,A,A,0x6E,0x6E,0,0,0,0,1,1,8,8
5.5.00_to_5.5.01,adjustments,40,same,10,10,Disable auto restart,Disable auto restart,Send,Send,0,0,A,A,0x6E,0x6E,0,0,0,0,2,2,8,8
5.5.00_to_5.5.01,adjustments,41,same,1,1,L1,L1,,,0,0,A,A,0x70,0x70,255,255,0,0,1,1,2,2
5.5.00_to_5.5.01,adjustments,42,same,1,1,L2,L2,,,0,0,A,A,0x71,0x71,255,255,0,0,1,1,2,2
5.5.00_to_5.5.01,adjustments,43,same,1,1,L3,L3,,,0,0,A,A,0x72,0x72,255,255,0,0,1,1,2,2
5.5.00_to_5.5.01,adjustments,44,same,1,1,L4,L4,,,0,0,A,A,0x73,0x73,255,255,0,0,1,1,2,2
5.5.00_to_5.5.01,adjustments,45,same,1,1,L5,L5,,,0,0,A,A,0x74,0x74,255,255,0,0,1,1,2,2
5.5.00_to_5.5.01,adjustments,46,same,1,1,L6,L6,,,0,0,A,A,0x75,0x75,255,255,0,0,1,1,2,2
5.5.00_to_5.5.01,adjustments,47,same,1,1,L7,L7,,,0,0,A,A,0x76,0x76,255,255,0,0,1,1,2,2
5.5.00_to_5.5.01,adjustments,48,same,1,1,L8,L8,,,0,0,A,A,0x77,0x77,255,255,0,0,1,1,2,2
5.5.00_to_5.5.01,adjustments,49,same,1,1,L1,L1,,,0,0,A,A,0x78,0x78,255,255,0,0,1,1,2,2
5.5.00_to_5.5.01,adjustments,50,same,1,1,L2,L2,,,0,0,A,A,0x79,0x79,255,255,0,0,1,1,2,2
5.5.00_to_5.5.01,adjustments,51,same,1,1,L3,L3,,,0,0,A,A,0x7A,0x7A,255,255,0,0,1,1,2,2
5.5.00_to_5.5.01,adjustments,52,same,1,1,L4,L4,,,0,0,A,A,0x7B,0x7B,255,255,0,0,1,1,2,2
5.5.00_to_5.5.01,adjustments,53,same,1,1,L5,L5,,,0,0,A,A,0x7C,0x7C,255,255,0,0,1,1,2,2
5.5.00_to_5.5.01,adjustments,54,same,1,1,L6,L6,,,0,0,A,A,0x7D,0x7D,255,255,0,0,1,1,2,2
5.5.00_to_5.5.01,adjustments,55,same,1,1,L7,L7,,,0,0,A,A,0x7E,0x7E,255,255,0,0,1,1,2,2
5.5.00_to_5.5.01,adjustments,56,same,1,1,L8,L8,,,0,0,A,A,0x7F,0x7F,255,255,0,0,1,1,2,2
5.5.00_to_5.5.01,adjustments,57,same,1,1,L1,L1,,,0,0,A,A,0x80,0x80,255,255,0,0,1,1,2,2
5.5.00_to_5.5.01,adjustments,58,same,1,1,L2,L2,,,0,0,A,A,0x81,0x81,255,255,0,0,1,1,2,2
5.5.00_to_5.5.01,adjustments,59,same,1,1,L3,L3,,,0,0,A,A,0x82,0x82,255,255,0,0,1,1,2,2
5.5.00_to_5.5.01,adjustments,60,same,1,1,L4,L4,,,0,0,A,A,0x83,0x83,255,255,0,0,1,1,2,2
5.5.00_to_5.5.01,adjustments,61,same,1,1,L5,L5,,,0,0,A,A,0x84,0x84,255,255,0,0,1,1,2,2
5.5.00_to_5.5.01,adjustments,62,same,1,1,L6,L6,,,0,0,A,A,0x85,0x85,255,255,0,0,1,1,2,2
5.5.00_to_5.5.01,adjustments,63,same,1,1,L7,L7,,,0,0,A,A,0x86,0x86,255,255,0,0,1,1,2,2
5.5.00_to_5.5.01,adjustments,64,same,1,1,L8,L8,,,0,0,A,A,0x87,0x87,255,255,0,0,1,1,2,2
5.5.00_to_5.5.01,adjustments,65,same,1,1,Startup fan,Startup fan,,,0,0,A,A,0x88,0x88,255,255,0,0,1,1,2,2
5.5.00_to_5.5.01,adjustments,66,same,1,1,Startup feed,Startup feed,,,0,0,A,A,0x89,0x89,255,255,0,0,1,1,2,2
5.5.00_to_5.5.01,adjustments,67,same,1,1,Startup time %,Startup time %,,,0,0,A,A,0x8A,0x8A,255,255,0,0,1,1,2,2
5.5.00_to_5.5.01,adjustments,68,same,1,1,Igniter time %,Igniter time %,,,0,0,A,A,0x8B,0x8B,255,255,0,0,1,1,2,2
5.5.00_to_5.5.01,adjustments,69,same,1,1,Ash dump fan,Ash dump fan,,,0,0,A,A,0x90,0x90,255,255,0,0,1,1,2,2
5.5.00_to_5.5.01,adjustments,70,same,1,1,Ash dump feed,Ash dump feed,,,0,0,A,A,0x91,0x91,255,255,0,0,1,1,2,2
5.5.00_to_5.5.01,adjustments,71,same,1,1,Ash dump time %,Ash dump time %,,,0,0,A,A,0x92,0x92,255,255,0,0,1,1,2,2
5.5.00_to_5.5.01,adjustments,72,same,1,1,Ash dump heat level,Ash dump heat level,,,0,0,A,A,0x93,0x93,8,8,0,0,1,1,2,2
5.5.00_to_5.5.01,adjustments,73,same,1,1,Ash dump target %,Ash dump target %,,,0,0,A,A,0x94,0x94,255,255,0,0,1,1,2,2
5.5.00_to_5.5.01,adjustments,74,same,1,1,TC for 25% fan,TC for 25% fan,,,0,0,A,A,0x98,0x98,255,255,0,0,1,1,2,2
5.5.00_to_5.5.01,adjustments,75,same,1,1,TC for 100% fan,TC for 100% fan,,,0,0,A,A,0x99,0x99,255,255,0,0,1,1,2,2
5.5.00_to_5.5.01,adjustments,76,same,1,1,Thermostat heat level,Thermostat heat level,,,0,0,A,A,0x9A,0x9A,8,8,0,0,1,1,2,2
5.5.00_to_5.5.01,adjustments,77,same,1,1,LB threshold %,LB threshold %,,,0,0,A,A,0x9B,0x9B,100,100,0,0,1,1,2,2
5.5.00_to_5.5.01,adjustments,78,same,2,2,LB fan adjustment,LB fan adjustment,,,0,0,A,A,0x9C,0x9C,30,30,-30,-30,1,1,2,2
5.5.00_to_5.5.01,adjustments,79,same,2,2,LB feed adjustment,LB feed adjustment,,,0,0,A,A,0x9D,0x9D,30,30,-30,-30,1,1,2,2
5.5.00_to_5.5.01,adjustments,80,same,10,10,Ratio / Ash trimpot mode,Ratio / Ash trimpot mode,Send,Send,0,0,A,A,0x9E,0x9E,0,0,0,0,1,1,8,8
5.5.00_to_5.5.01,adjustments,81,same,10,10,Disable auto restart,Disable auto restart,Send,Send,0,0,A,A,0x9E,0x9E,0,0,0,0,2,2,8,8
5.5.00_to_5.5.01,altitude_settings,0,same,1,1,Low altitude,Low altitude,,,0,0,,,0x00,0x00,0,0,0,0,1,1,4,4
5.5.00_to_5.5.01,altitude_settings,1,same,1,1,Medium altitude,Medium altitude,,,0,0,,,0x00,0x00,0,0,0,0,1,1,4,4
5.5.00_to_5.5.01,altitude_settings,2,same,1,1,High altitude,High altitude,,,0,0,,,0x00,0x00,0,0,0,0,1,1,4,4
5.5.00_to_5.5.01,fan_curve_settings,0,same,1,1,High output fan,High output fan,,,0,0,,,0x00,0x00,0,0,0,0,1,1,4,4
5.5.00_to_5.5.01,fan_curve_settings,1,same,1,1,Regular fan,Regular fan,,,0,0,,,0x00,0x00,0,0,0,0,1,1,4,4
5.5.00_to_5.5.01,feedwheel_settings,0,same,1,1,Regular wheel; 4.0 ci,Regular wheel; 4.0 ci,,,0,0,,,0x00,0x00,0,0,0,0,1,1,4,4
5.5.00_to_5.5.01,feedwheel_settings,1,same,1,1,Beveled wheel; 5.3 ci,Beveled wheel; 5.3 ci,,,0,0,,,0x00,0x00,0,0,0,0,1,1,4,4
5.5.00_to_5.5.01,fuel_settings,0,same,1,1,Corn,Corn,,,0,0,,,0x00,0x00,0,0,0,0,1,1,4,4
5.5.00_to_5.5.01,fuel_settings,1,same,1,1,5% ash Biomass,5% ash Biomass,,,0,0,,,0x00,0x00,0,0,0,0,1,1,4,4
5.5.00_to_5.5.01,fuel_settings,2,changed,1,1,2% ash Biomass,Wheat,,,0,0,,,0x00,0x00,0,0,0,0,1,1,4,4
5.5.00_to_5.5.01,fuel_settings,3,same,1,1,Wood - Lean,Wood - Lean,,,0,0,,,0x00,0x00,0,0,0,0,1,1,4,4
5.5.00_to_5.5.01,fuel_settings,4,same,1,1,Wood - Rich,Wood - Rich,,,0,0,,,0x00,0x00,0,0,0,0,1,1,4,4
5.5.00_to_5.5.01,fuel_settings,5,same,1,1,Corn,Corn,,,0,0,,,0x00,0x00,0,0,0,0,1,1,4,4
5.5.00_to_5.5.01,fuel_settings,6,same,1,1,5% ash Biomass,5% ash Biomass,,,0,0,,,0x00,0x00,0,0,0,0,1,1,4,4
5.5.00_to_5.5.01,fuel_settings,7,changed,1,1,2% ash Biomass,Wheat,,,0,0,,,0x00,0x00,0,0,0,0,1,1,4,4
5.5.00_to_5.5.01,fuel_settings,8,same,1,1,Wood - Lean,Wood - Lean,,,0,0,,,0x00,0x00,0,0,0,0,1,1,4,4
5.5.00_to_5.5.01,fuel_settings,9,same,1,1,Wood - Rich,Wood - Rich,,,0,0,,,0x00,0x00,0,0,0,0,1,1,4,4
5.5.00_to_5.5.01,individualization,0,same,6,6,Stove software version,Stove software version,,,0,0,C,C,0x0B,0x0B,0,0,0,0,2,2,1,1
5.5.00_to_5.5.01,individualization,1,same,3,3,Stove checksum,Stove checksum,,,0,0,A,A,0x00,0x00,0,0,0,0,2,2,3,3
5.5.00_to_5.5.01,individualization,2,same,3,3,BixCheck checksum,BixCheck checksum,,,0,0,,,0x00,0x00,0,0,0,0,2,2,3,3
5.5.00_to_5.5.01,individualization,3,same,1,1,Stove data format,Stove data format,,,0,0,C,C,0x08,0x08,0,0,0,0,1,1,1,1
5.5.00_to_5.5.01,individualization,4,same,1,1,BixCheck data format,BixCheck data format,,,0,0,A,A,0x02,0x02,0,0,0,0,1,1,1,1
5.5.00_to_5.5.01,individualization,5,same,7,7,Serial number,Serial number,,,0,0,A,A,0x03,0x03,0,0,0,0,8,8,2,2
5.5.00_to_5.5.01,individualization,6,same,7,7,Production date,Production date,,,0,0,A,A,0x0B,0x0B,0,0,0,0,8,8,2,2
5.5.00_to_5.5.01,individualization,7,same,7,7,Model name,Model name,,,0,0,A,A,0x13,0x13,0,0,0,0,16,16,2,2
5.5.00_to_5.5.01,individualization,8,same,1,1,Spare,Spare,,,0,0,A,A,0x23,0x23,0,0,0,0,13,13,1,1
5.5.00_to_5.5.01,model_settings,0,same,1,1,Bixby Model 115,Bixby Model 115,,,0,0,,,0x00,0x00,0,0,0,0,1,1,4,4
5.5.00_to_5.5.01,model_settings,1,same,1,1,Bixby Model 110,Bixby Model 110,,,0,0,,,0x00,0x00,0,0,0,0,1,1,4,4
5.5.00_to_5.5.01,remote_buttons,0,same,1,1,Off,Off,,,17,17,,,0x00,0x00,0,0,0,0,1,1,2,2
5.5.00_to_5.5.01,remote_buttons,1,same,1,1,On,On,,,18,18,,,0x00,0x00,0,0,0,0,1,1,2,2
5.5.00_to_5.5.01,remote_buttons,2,same,1,1,Up,Up,,,20,20,,,0x00,0x00,0,0,0,0,1,1,2,2
5.5.00_to_5.5.01,remote_buttons,3,same,1,1,Down,Down,,,24,24,,,0x00,0x00,0,0,0,0,1,1,2,2
5.5.00_to_5.5.01,telemetry,0,same,2,2,Temperature,Temperature,"Temp C, Temp F","Temp C, Temp F",0,0,T,T,0x00,0x00,0,0,0,0,1,1,1,1
5.5.00_to_5.5.01,telemetry,1,same,1,1,Thermocouple,Thermocouple,TC Points,TC Points,0,0,T,T,0x01,0x01,0,0,0,0,1,1,1,1
5.5.00_to_5.5.01,telemetry,2,same,1,1,Fan potentiometer,Fan potentiometer,"Fan units, Fan %","Fan units, Fan %",0,0,T,T,0x02,0x02,0,0,0,0,1,1,1,1
5.5.00_to_5.5.01,telemetry,3,same,1,1,Feed potentiometer,Feed potentiometer,"Feed units, Feed %","Feed units, Feed %",0,0,T,T,0x03,0x03,0,0,0,0,1,1,1,1
5.5.00_to_5.5.01,telemetry,4,same,1,1,Exhaust fan speed,Exhaust fan speed,"Exh speed cnt, Exh RPM","Exh speed cnt, Exh RPM",0,0,T,T,0x04,0x04,0,0,0,0,1,1,1,1
5.5.00_to_5.5.01,telemetry,5,same,1,1,Exhaust fan phase,Exhaust fan phase,"Exh ph cnt, Exh ph us","Exh ph cnt, Exh ph us",0,0,T,T,0x05,0x05,0,0,0,0,1,1,1,1
5.5.00_to_5.5.01,telemetry,6,same,1,1,Convection fan level,Convection fan level,Convection %,Convection %,0,0,T,T,0x06,0x06,0,0,0,0,1,1,1,1
5.5.00_to_5.5.01,telemetry,7,same,1,1,Display LED,Display LED,LED display,LED display,0,0,T,T,0x07,0x07,0,0,0,0,1,1,1,1
5.5.00_to_5.5.01,telemetry,8,same,5,5,Igniter state,Igniter state,"Igniter code, Igniter state","Igniter code, Igniter state",0,0,T,T,0x08,0x08,0,0,0,0,1,1,1,1
5.5.00_to_5.5.01,telemetry,9,same,1,1,Current heat level,Current heat level,Current level,Current level,0,0,C,C,0x00,0x00,0,0,0,0,1,1,1,1
5.5.00_to_5.5.01,telemetry,10,same,1,1,Target heat level,Target heat level,Target level,Target level,0,0,C,C,0x00,0x00,0,0,0,0,1,1,1,1
5.5.00_to_5.5.01,telemetry,11,same,5,5,State control,State control,"State ctrl, State mode","State ctrl, State mode",0,0,T,T,0x09,0x09,0,0,0,0,1,1,1,1
5.5.00_to_5.5.01,telemetry,12,same,3,3,Ash level,Ash level,Ash level,Ash level,0,0,T,T,0x0A,0x0A,0,0,0,0,2,2,1,1
5.5.00_to_5.5.01,telemetry,13,same,3,3,Ash target,Ash target,Ash target,Ash target,0,0,T,T,0x0C,0x0C,0,0,0,0,2,2,1,1
5.5.00_to_5.5.01,telemetry,14,same,3,3,Feed on time,Feed on time,"Feed on 1/120, Feed on s","Feed on 1/120, Feed on s",0,0,T,T,0x0E,0x0E,0,0,0,0,2,2,1,1
5.5.00_to_5.5.01,telemetry,15,same,3,3,Feed off time,Feed off time,"Feed off 1/120, Feed off s","Feed off 1/120, Feed off s",0,0,T,T,0x10,0x10,0,0,0,0,2,2,1,1
5.5.00_to_5.5.01,telemetry,16,same,3,3,Feed cycle time,Feed cycle time,"Feed cycle 1/120, Feed cycle s","Feed cycle 1/120, Feed cycle s",0,0,C,C,0x00,0x00,0,0,0,0,2,2,1,1
5.5.00_to_5.5.01,telemetry,17,same,5,5,IIC status,IIC status,IIC mode,IIC mode,0,0,T,T,0x12,0x12,0,0,0,0,1,1,1,1
5.5.00_to_5.5.01,telemetry,18,same,5,5,Alarm status,Alarm status,Alarm mode,Alarm mode,0,0,T,T,0x13,0x13,0,0,0,0,1,1,1,1
5.5.00_to_5.5.01,telemetry,19,same,5,5,Flag status,Flag status,Flag mode,Flag mode,0,0,T,T,0x14,0x14,0,0,0,0,1,1,1,1
5.5.00_to_5.5.01,telemetry,20,same,1,1,Igniter current,Igniter current,Igniter current,Igniter current,0,0,T,T,0x15,0x15,0,0,0,0,1,1,1,1
5.5.00_to_5.5.01,telemetry,21,same,1,1,Firedoor timer,Firedoor timer,Firedoor units,Firedoor units,0,0,T,T,0x16,0x16,0,0,0,0,1,1,1,1
5.5.00_to_5.5.01,telemetry,22,same,1,1,Ash drawer timer,Ash drawer timer,Ash drawer units,Ash drawer units,0,0,T,T,0x17,0x17,0,0,0,0,1,1,1,1
5.5.00_to_5.5.01,telemetry,23,same,1,1,Exhaust fan target,Exhaust fan target,"Exh target cnt, Exh tgt RPM","Exh target cnt, Exh tgt RPM",0,0,T,T,0x18,0x18,0,0,0,0,1,1,1,1
5.5.00_to_5.5.01,telemetry,24,changed,1,1,Drop limit,BF drop limit,TC drop limit,BF drop limit,0,0,T,T,0x19,0x19,0,0,0,0,1,1,1,1
5.5.00_to_5.5.01,telemetry,25,same,3,3,Feed cycle table,Feed cycle table,"Feed table 1/120, Feed table s","Feed table 1/120, Feed table s",0,0,T,T,0x1A,0x1A,0,0,0,0,2,2,1,1
5.5.00_to_5.5.01,telemetry,26,same,3,3,Feed cycle cal,Feed cycle cal,"Feed cal 1/120, Feed cal s","Feed cal 1/120, Feed cal s",0,0,T,T,0x1C,0x1C,0,0,0,0,2,2,1,1
5.5.00_to_5.5.01,telemetry,27,changed,3,1,Time to ash dump,LB drop limit,TtAD,LB drop limit,0,0,V,T,0x1B,0x1E,0,0,0,0,2,1,1,1
5.5.00_to_5.5.01,telemetry,28,changed,1,3,Telemetry Mode,Time to ash dump,,TtAD,0,0,C,V,0x00,0x1C,0,0,0,0,1,2,3,1
5.5.00_to_5.5.01,telemetry,29,changed,1,1,LED No Log,Telemetry Mode,,,0,0,C,C,0x20,0x00,0,0,0,0,1,1,3,3
5.5.00_to_5.5.01,telemetry,30,added,,1,,LED No Log,,,,0,,C,,0x20,,0,,0,,1,,3
5.5.00_to_5.5.01,telemetry,31,added,,1,,Low temp count,,Low temp count,,0,,T,,0xFD,,0,,0,,1,,1
5.5.00_to_5.5.01,telemetry,32,added,,1,,Sample maximum,,Sample max,,0,,T,,0xFE,,0,,0,,1,,1
5.5.00_to_5.5.01,telemetry,33,added,,1,,Recent sample,,Recent sample,,0,,T,,0xFF,,0,,0,,1,,1
5.5.00_to_5.5.01,test_settings,0,same,1,1,Data Out,Data Out,,,0,0,,,0x00,0x00,0,0,0,0,1,1,3,3
5.5.00_to_5.5.01,test_settings,1,same,1,1,Data In,Data In,,,0,0,,,0x00,0x00,0,0,0,0,1,1,3,3
5.5.00_to_5.5.01,test_settings,2,same,1,1,Status,Status,,,0,0,,,0x00,0x00,0,0,0,0,1,1,3,3
5.5.00_to_5.5.01,utility,0,same,1,1,Flue Monitor,Flue Monitor,,,0,0,,,0x00,0x00,0,0,0,0,1,1,2,2
5.5.00_to_5.5.01,utility,1,same,1,1,Fuel A Data,Fuel A Data,,,0,0,,,0x00,0x00,0,0,0,0,1,1,2,2
5.5.00_to_5.5.01,utility,2,same,1,1,Fuel B Data,Fuel B Data,,,0,0,,,0x00,0x00,0,0,0,0,1,1,2,2
5.5.00_to_5.5.01,utility,3,same,1,1,Telemetry,Telemetry,,,0,0,,,0x00,0x00,0,0,0,0,1,1,2,2
