comparison,source_old,source_new,name,occurrence,status,old_va,new_va,old_size,new_size,old_normalized_sha256,new_normalized_sha256
5.0.21_to_5.5.00,Bixby110Downloader.cpp,Bixby110Downloader.cpp,bixby110downloader::SendDone(),0,same_normalized,0x0041BF80,0x0041ECD0,160,160,5f4c0b22ebde7b1defd9ea351f440199194c31d610e4c8672121f1816b7eb535,5f4c0b22ebde7b1defd9ea351f440199194c31d610e4c8672121f1816b7eb535
5.0.21_to_5.5.00,Bixby110Downloader.cpp,Bixby110Downloader.cpp,bixby110downloader::StatusMessage(char*),0,same_normalized,0x0041C0C0,0x0041EE10,32,32,3ca3637ced4859f9bfc6f3dc511ed5164e36e2e307de427dcb3cf3dfa9def41c,3ca3637ced4859f9bfc6f3dc511ed5164e36e2e307de427dcb3cf3dfa9def41c
5.0.21_to_5.5.00,Bixby110Downloader.cpp,Bixby110Downloader.cpp,bixby110downloader::bixby110downloader(),0,same_normalized,0x00419AE0,0x0041C830,2272,2272,c03a01cf0a76fd1fbf5bdd577376a5d92f712dffb1c53eac4193298bc1fcf486,c03a01cf0a76fd1fbf5bdd577376a5d92f712dffb1c53eac4193298bc1fcf486
5.0.21_to_5.5.00,Bixby110Downloader.cpp,Bixby110Downloader.cpp,bixby110downloader::bixby110downloader(),1,same_normalized,0x0041A3C0,0x0041D110,2272,2272,c03a01cf0a76fd1fbf5bdd577376a5d92f712dffb1c53eac4193298bc1fcf486,c03a01cf0a76fd1fbf5bdd577376a5d92f712dffb1c53eac4193298bc1fcf486
5.0.21_to_5.5.00,Bixby110Downloader.cpp,Bixby110Downloader.cpp,bixby110downloader::g2x(char*),0,same_normalized,0x0041BA80,0x0041E7D0,144,144,22979bb2702e54311a59e69f168e4cf282b2a30dd40fd5978c1145164ae80447,22979bb2702e54311a59e69f168e4cf282b2a30dd40fd5978c1145164ae80447
5.0.21_to_5.5.00,Bixby110Downloader.cpp,Bixby110Downloader.cpp,bixby110downloader::g4x(char*),0,same_normalized,0x0041BB10,0x0041E860,320,320,dc7c1249900394eb58b90941c1dff8cd013f63a143ca88e516702bf00c83ed15,dc7c1249900394eb58b90941c1dff8cd013f63a143ca88e516702bf00c83ed15
5.0.21_to_5.5.00,Bixby110Downloader.cpp,Bixby110Downloader.cpp,bixby110downloader::getbyte(unsigned char*),0,same_normalized,0x0041BCA0,0x0041E9F0,80,80,2c21401f197131846a1571e11cf64133fe06f8d674ed0fbcdb3161c8145c82f5,2c21401f197131846a1571e11cf64133fe06f8d674ed0fbcdb3161c8145c82f5
5.0.21_to_5.5.00,Bixby110Downloader.cpp,Bixby110Downloader.cpp,"bixby110downloader::getbyte(unsigned char, unsigned char*)",0,same_normalized,0x0041BC50,0x0041E9A0,80,80,6f6463e2823deb44614cd268dc49dd77e34b13fd04fbaea708d30a3653bc1f04,6f6463e2823deb44614cd268dc49dd77e34b13fd04fbaea708d30a3653bc1f04
5.0.21_to_5.5.00,Bixby110Downloader.cpp,Bixby110Downloader.cpp,bixby110downloader::gx(char),0,same_normalized,0x0041BA40,0x0041E790,64,64,80372ed0b720abc18885fdbea898ea6a25555ef534d03326ddfdff4376f6cc24,80372ed0b720abc18885fdbea898ea6a25555ef534d03326ddfdff4376f6cc24
5.0.21_to_5.5.00,Bixby110Downloader.cpp,Bixby110Downloader.cpp,bixby110downloader::sendbyte(char),0,same_normalized,0x0041BCF0,0x0041EA40,48,48,9330dd5c6b79d1871a78cd0466bcb2cd0ff5001096937d4302d91c10bea5dc89,9330dd5c6b79d1871a78cd0466bcb2cd0ff5001096937d4302d91c10bea5dc89
5.0.21_to_5.5.00,Bixby110Downloader.cpp,Bixby110Downloader.cpp,bixby110downloader::~bixby110downloader(),0,same_normalized,0x0041ACA0,0x0041D9F0,1744,1744,04866ccb1226323cd3999fda9ea4ca289bf4c6958015d21a645561cb958d35ee,04866ccb1226323cd3999fda9ea4ca289bf4c6958015d21a645561cb958d35ee
5.0.21_to_5.5.00,Bixby110Downloader.cpp,Bixby110Downloader.cpp,bixby110downloader::~bixby110downloader(),1,same_normalized,0x0041B370,0x0041E0C0,1744,1744,04866ccb1226323cd3999fda9ea4ca289bf4c6958015d21a645561cb958d35ee,04866ccb1226323cd3999fda9ea4ca289bf4c6958015d21a645561cb958d35ee
5.0.21_to_5.5.00,Bixby110DataElements.cpp,Bixby110DataElements.cpp,bixby110io::CalculateChecksum(unsigned char),0,changed,0x004098E0,0x0040A010,128,432,16e9af4e9d1ca3f5ad3dedb10efa0179bf2db3c71cf80015ae9532239d945fc4,4c648c9c46c895edbd88b14dd61b254c4ff6dfcabeff7c1198407f3822469fc4
5.0.21_to_5.5.00,Bixby110DataElements.cpp,Bixby110DataElements.cpp,bixby110io::CollectResponse(),0,changed,0x00408FA0,0x00409690,80,96,e6a508e0fb89b38ec67aece668dadd5dae2f9aa72af7634f9f75974e06404420,fd6e9eba4e5591cd191a83928ff483e0acfd1b80f8952a951588bd6f5cc6b608
5.0.21_to_5.5.00,,Bixby110DataElements.cpp,bixby110io::CollectResponse(unsigned char*),0,added,,0x00409640,,80,,b448c1fa9746c13eec89b3bd5c99649171c384cbd6da282ed5cf6f89b39664e3
5.0.21_to_5.5.00,Bixby110DataElements.cpp,Bixby110DataElements.cpp,"bixby110io::GetEEPROMContents(HWND__*, char)",0,changed,0x00408FF0,0x004096F0,1424,1472,d366221453f0e3a96f7c8cdc5352c9ef52e2c1f7d35104f87d10aa83799508e4,a767806fd3aaa577ac8d40d1f32df0500d5beb81ed570fa94da4366f7c902583
5.0.21_to_5.5.00,Bixby110DataElements.cpp,Bixby110DataElements.cpp,bixby110io::bixby110io(),0,changed,0x004083F0,0x00408730,16,48,cc8a85c95ad6254df2d124300dda6c15cbac59bcce0b9cbaa80ee39911cd127e,6acc95737244cf4a919c9f2b7b7691148a78113c956aca66191ef7ba299d4c0f
5.0.21_to_5.5.00,Bixby110DataElements.cpp,Bixby110DataElements.cpp,bixby110io::bixby110io(),1,changed,0x00408400,0x00408760,16,48,cc8a85c95ad6254df2d124300dda6c15cbac59bcce0b9cbaa80ee39911cd127e,6acc95737244cf4a919c9f2b7b7691148a78113c956aca66191ef7ba299d4c0f
5.0.21_to_5.5.00,Bixby110DataElements.cpp,Bixby110DataElements.cpp,bixby110io::flush_buffer(),0,same_normalized,0x004085A0,0x004089C0,32,32,629500ec78a2ed5d781d0a52109064d72431985190215ce7e90bfaee7306ccee,629500ec78a2ed5d781d0a52109064d72431985190215ce7e90bfaee7306ccee
5.0.21_to_5.5.00,Bixby110DataElements.cpp,Bixby110DataElements.cpp,bixby110io::freers232port(),0,same_normalized,0x00408520,0x00408940,32,32,6724ecdd66cc74f8b68633cd5ae2601162cab324ca420cca4bc8705ea5062a2f,6724ecdd66cc74f8b68633cd5ae2601162cab324ca420cca4bc8705ea5062a2f
5.0.21_to_5.5.00,Bixby110DataElements.cpp,Bixby110DataElements.cpp,bixby110io::getCMDbuf(unsigned char),0,same_normalized,0x00408F40,0x004095E0,32,32,26e8a66b692486ffd9d93c322b7c2407e4dc7c8afeb8f96d1008d9f88b515fec,26e8a66b692486ffd9d93c322b7c2407e4dc7c8afeb8f96d1008d9f88b515fec
5.0.21_to_5.5.00,Bixby110DataElements.cpp,Bixby110DataElements.cpp,"bixby110io::getCmdData(unsigned char, char*)",0,changed,0x00409730,0x00409E60,272,272,29cec252196f749b88e18d6b1d2378fa60ca196b4cb5c3bee8c56002189beb62,3590a9ff8727aab96ada42da1f811ae809df006660364f28850716f83849e0ea
5.0.21_to_5.5.00,Bixby110DataElements.cpp,Bixby110DataElements.cpp,bixby110io::getTelBuf(unsigned char),0,same_normalized,0x00408F80,0x00409620,32,32,e15b8ae36b7c50b07d7e08a73f4a76a7b8085867d6e2e8cf79682131124f47cc,e15b8ae36b7c50b07d7e08a73f4a76a7b8085867d6e2e8cf79682131124f47cc
5.0.21_to_5.5.00,Bixby110DataElements.cpp,Bixby110DataElements.cpp,"bixby110io::getUnit0Data(unsigned char, char*)",0,changed,0x00409580,0x00409CB0,432,432,17bcb5c98cdf09d88733f1ff08337f4f531f0c32351e4eb0c98a88fc31358573,b41b5de58aeb829a93cfd52d6cebc6c4d15199b3745a7270dca35ea4fc21af1f
5.0.21_to_5.5.00,Bixby110DataElements.cpp,,bixby110io::getrs232port(unsigned char),0,removed,0x00408430,,240,,570f24024364e03617217044413716b76c5845c9f543b1b567bc7e6c6c1a299b,
5.0.21_to_5.5.00,,Bixby110DataElements.cpp,"bixby110io::getrs232port(unsigned char, unsigned char)",0,added,,0x004087B0,,400,,91b270d577e2034b7bd130be286e8fe3142bca965a69fa18b1cbf170d676274a
5.0.21_to_5.5.00,Bixby110DataElements.cpp,Bixby110DataElements.cpp,bixby110io::getrs232portstatus(),0,same_normalized,0x00408540,0x00408960,32,32,6091cd814b90ad8d17faf872abc44d3c88cada67ff75b6bf9031cf6f74913974,6091cd814b90ad8d17faf872abc44d3c88cada67ff75b6bf9031cf6f74913974
5.0.21_to_5.5.00,Bixby110DataElements.cpp,Bixby110DataElements.cpp,bixby110io::read_char(),0,same_normalized,0x00409880,0x00409FB0,48,48,be77f7a2784f8bad2bfb0443fde907b17caf180bbcf33c8a8ae85046fc85901b,be77f7a2784f8bad2bfb0443fde907b17caf180bbcf33c8a8ae85046fc85901b
5.0.21_to_5.5.00,Bixby110DataElements.cpp,Bixby110DataElements.cpp,"bixby110io::readreg(unsigned char, unsigned char)",0,changed,0x00408ED0,0x00409570,112,112,fb8b62182e9a48029bd8562a699cf4fd133a330a4d91726639b3b4395f061912,a0990113fcc804663d513701891879f4bece2fffe7c5da3d8d72bd555472f59f
5.0.21_to_5.5.00,Bixby110DataElements.cpp,Bixby110DataElements.cpp,"bixby110io::regio(unsigned char, unsigned char, unsigned char, unsigned char)",0,same_normalized,0x00408D50,0x004093F0,320,320,ff4f2fc77295ce3059aa47359ceea4cd6f0f8bfea1f78c942900b76eed9fc13c,ff4f2fc77295ce3059aa47359ceea4cd6f0f8bfea1f78c942900b76eed9fc13c
5.0.21_to_5.5.00,Bixby110DataElements.cpp,Bixby110DataElements.cpp,bixby110io::scanio(unsigned char*),0,changed,0x004085C0,0x004089E0,1936,2576,334574b85ad5e92a4696276fb8fbaf00ede51d65acb3edcd2079e3219d83da23,c7de688c984439e589afa8b6be6cdbc09ced6270b0f154f93ad95869b1f0cc07
5.0.21_to_5.5.00,Bixby110DataElements.cpp,Bixby110DataElements.cpp,bixby110io::sendcommand(char*),0,same_normalized,0x00408560,0x00408980,64,64,03cc99747e7cc41bdeb8d73b336ee7e78ea4388d8bc145a5cf0e80b386e228b1,03cc99747e7cc41bdeb8d73b336ee7e78ea4388d8bc145a5cf0e80b386e228b1
5.0.21_to_5.5.00,Bixby110DataElements.cpp,Bixby110DataElements.cpp,"bixby110io::setCMDbuf(unsigned char, unsigned char)",0,same_normalized,0x00408F60,0x00409600,32,32,4099cb6a5aa4bc2e6b705b53a86e1990846b63b60aa5184f66a223b2915b8ebe,4099cb6a5aa4bc2e6b705b53a86e1990846b63b60aa5184f66a223b2915b8ebe
5.0.21_to_5.5.00,Bixby110DataElements.cpp,Bixby110DataElements.cpp,bixby110io::status_read_char(unsigned char*),0,same_normalized,0x004098B0,0x00409FE0,48,48,dfd0d2c95ce801424fb5b4e2381aea4ba5deb46ca347a77b28b7b261b0cd508c,dfd0d2c95ce801424fb5b4e2381aea4ba5deb46ca347a77b28b7b261b0cd508c
5.0.21_to_5.5.00,Bixby110DataElements.cpp,Bixby110DataElements.cpp,bixby110io::write_char(char),0,same_normalized,0x00409840,0x00409F70,64,64,e2871aa65be4d5a0234f143123cd4bd3a7b3a6cae86497512b1d1a63c465e08a,e2871aa65be4d5a0234f143123cd4bd3a7b3a6cae86497512b1d1a63c465e08a
5.0.21_to_5.5.00,Bixby110DataElements.cpp,Bixby110DataElements.cpp,"bixby110io::writereg(unsigned char, unsigned char, unsigned char)",0,same_normalized,0x00408E90,0x00409530,64,64,19fe0bc46a3efba625ed65cb67e2899200c5e7afe56863cff05c548c951c63a5,19fe0bc46a3efba625ed65cb67e2899200c5e7afe56863cff05c548c951c63a5
5.0.21_to_5.5.00,Bixby110DataElements.cpp,Bixby110DataElements.cpp,bixby110io::~bixby110io(),0,same_normalized,0x00408410,0x00408790,16,16,1958fcd7cbfcc214f3ced41de9f36b355dbc5bd71b16a50b007d398d5a987f0e,1958fcd7cbfcc214f3ced41de9f36b355dbc5bd71b16a50b007d398d5a987f0e
5.0.21_to_5.5.00,Bixby110DataElements.cpp,Bixby110DataElements.cpp,bixby110io::~bixby110io(),1,same_normalized,0x00408420,0x004087A0,16,16,1958fcd7cbfcc214f3ced41de9f36b355dbc5bd71b16a50b007d398d5a987f0e,1958fcd7cbfcc214f3ced41de9f36b355dbc5bd71b16a50b007d398d5a987f0e
5.0.21_to_5.5.00,Bixby110DataElements.cpp,Bixby110DataElements.cpp,global constructors keyed to Bixby110TelemetryData,0,same_normalized,0x00409AA0,0x0040A300,32,32,fb6380c3769fe354f2d3a491b33dae6014618747c2e1206e75e5e3ebffd0db08,fb6380c3769fe354f2d3a491b33dae6014618747c2e1206e75e5e3ebffd0db08
5.0.21_to_5.5.00,main.cpp,main.cpp,global constructors keyed to szClassName,0,changed,0x00427420,0x0042A400,1168,1680,30ed796b2eefc1abb7abb1474e79062b3d782d18b9e8e2c120b3bdadc7a19807,3676ae140f6cd478c7d70dba604427929dad6ed29c6a8d261f60c14b4c3186c7
5.0.21_to_5.5.00,Bixby110DataElements.cpp,Bixby110DataElements.cpp,global destructors keyed to Bixby110TelemetryData,0,same_normalized,0x00409AC0,0x0040A320,16,16,6f5b5a16f6da5c61d28a0531ffdbf0eaac9ec8624913b7ecfde657edddd98e2e,6f5b5a16f6da5c61d28a0531ffdbf0eaac9ec8624913b7ecfde657edddd98e2e
5.0.21_to_5.5.00,Bixby110DataElements.cpp,Bixby110DataElements.cpp,hexnibtoval(char),0,same_normalized,0x00407BD0,0x00407DD0,64,64,6c568b247840d9a1e8b3b80cf7fcd775dcd92124ece6cab81b1855aba5c740f9,6c568b247840d9a1e8b3b80cf7fcd775dcd92124ece6cab81b1855aba5c740f9
5.0.21_to_5.5.00,Bixby110DataElements.cpp,Bixby110DataElements.cpp,"hextoval(char, char)",0,same_normalized,0x00407C10,0x00407E10,112,112,6dbac5a70de5bec6bdba7fde2d87d5a007f58a9666e7e509b2a66a7364be8b66,6dbac5a70de5bec6bdba7fde2d87d5a007f58a9666e7e509b2a66a7364be8b66
5.0.21_to_5.5.00,Bixby110DataElements.cpp,Bixby110DataElements.cpp,highhexnib(unsigned char),0,same_normalized,0x00407C80,0x00407E80,32,32,fa7c8a41e85d0cf26daf92965531b26da0260031047522eff774c5b00b198497,fa7c8a41e85d0cf26daf92965531b26da0260031047522eff774c5b00b198497
5.0.21_to_5.5.00,Bixby110DataElements.cpp,Bixby110DataElements.cpp,lowhexnib(unsigned char),0,same_normalized,0x00407CA0,0x00407EA0,32,32,0279473eacb523f67742930696c3652d1d04020318256594c43bce8d532c1dc9,0279473eacb523f67742930696c3652d1d04020318256594c43bce8d532c1dc9
5.0.21_to_5.5.00,Bixby110DataElements.cpp,Bixby110DataElements.cpp,"strchrsearch(char*, char*)",0,same_normalized,0x00407DD0,0x00407FD0,112,112,52bd715c80e1d8ff7e3b6ec880cf5be83b5f99e425efd8c7aeb7cf3fb0d603b3,52bd715c80e1d8ff7e3b6ec880cf5be83b5f99e425efd8c7aeb7cf3fb0d603b3
5.0.21_to_5.5.00,Bixby110DataElements.cpp,Bixby110DataElements.cpp,"strsearch(char*, char*)",0,same_normalized,0x00407CC0,0x00407EC0,128,128,59ff38accedb2c3fdd460938604d059a5595589bfdffd088915ed7a9a861c13a,59ff38accedb2c3fdd460938604d059a5595589bfdffd088915ed7a9a861c13a
5.0.21_to_5.5.00,Bixby110DataElements.cpp,Bixby110DataElements.cpp,"strsearchtail(char*, char*)",0,same_normalized,0x00407D40,0x00407F40,144,144,7587cd960560d65d9aa79cb416d18b1296c355e70859ac1f593bda3d83356fe6,7587cd960560d65d9aa79cb416d18b1296c355e70859ac1f593bda3d83356fe6
5.5.00_to_5.5.01,Bixby110DataElements.cpp,Bixby110DataElements.cpp,CalibrateMicrosecondTimer(HWND__*),0,same_normalized,0x00408140,0x00408140,160,160,95b08e77d22c35453257f9734fa4973967b6913896412100d77d8c4b5653b6c9,95b08e77d22c35453257f9734fa4973967b6913896412100d77d8c4b5653b6c9
5.5.00_to_5.5.01,Bixby110DataElements.cpp,Bixby110DataElements.cpp,CalibrateMicrosecondTimer_6E030(HWND__*),0,same_normalized,0x00408230,0x00408230,160,160,788fbbec485a41353982f756760cde7d6baab4ac6f01083b8bd8a24f671b3068,788fbbec485a41353982f756760cde7d6baab4ac6f01083b8bd8a24f671b3068
5.5.00_to_5.5.01,Bixby110DataElements.cpp,Bixby110DataElements.cpp,CloseDebugWindow(),0,same_normalized,0x00407D10,0x00407D10,96,96,8275fed5474b3066ddb785d16572c165198e261caae1b69cefabe39fa5ce18fb,8275fed5474b3066ddb785d16572c165198e261caae1b69cefabe39fa5ce18fb
5.5.00_to_5.5.01,Bixby110DataElements.cpp,Bixby110DataElements.cpp,DelayMicrosecond(unsigned int),0,same_normalized,0x00408100,0x00408100,64,64,54bac773aeadb030f4a059dda23acf443e63f2378384631b75052749e7b46b69,54bac773aeadb030f4a059dda23acf443e63f2378384631b75052749e7b46b69
5.5.00_to_5.5.01,Bixby110DataElements.cpp,Bixby110DataElements.cpp,DelayMicrosecond_6E030(unsigned int),0,same_normalized,0x004081E0,0x004081E0,80,80,c67a17a7fcaacd32afa3577883f580f9374d66f680b91f1a409e5fe614677e65,c67a17a7fcaacd32afa3577883f580f9374d66f680b91f1a409e5fe614677e65
5.5.00_to_5.5.01,Bixby110DataElements.cpp,Bixby110DataElements.cpp,"FormatTime(_SYSTEMTIME*, char*)",0,same_normalized,0x004082D0,0x004082D0,496,496,b1b5f214bb29a3e3ef4a43d001070aefe0c9a8afdde8291678122b3cffe258e2,b1b5f214bb29a3e3ef4a43d001070aefe0c9a8afdde8291678122b3cffe258e2
5.5.00_to_5.5.01,main.cpp,main.cpp,GetComPort(),0,same_normalized,0x004292A0,0x00429660,64,64,92e145e74687f40e5b55e1a64626e906f89859e9445abadf64c59f115b60e4a0,92e145e74687f40e5b55e1a64626e906f89859e9445abadf64c59f115b60e4a0
5.5.00_to_5.5.01,Bixby110DataElements.cpp,Bixby110DataElements.cpp,"GetCompressedDate(_SYSTEMTIME*, char*)",0,same_normalized,0x004084C0,0x004084C0,64,64,8829aae014a695dff084aeee8c02c1c354c66e2d7332592e91da2ed097d550ae,8829aae014a695dff084aeee8c02c1c354c66e2d7332592e91da2ed097d550ae
5.5.00_to_5.5.01,main.cpp,main.cpp,"GetTextExtentCharSum(HDC__*, char const*, int, tagSIZE*)",0,same_normalized,0x004292E0,0x004296A0,112,112,4a6dd3aebe0acf58cdeab70cb18b4d87cf4adc708fcfe03a54931bd28b5ab53c,4a6dd3aebe0acf58cdeab70cb18b4d87cf4adc708fcfe03a54931bd28b5ab53c
5.5.00_to_5.5.01,Bixby110DataElements.cpp,Bixby110DataElements.cpp,"ISBeep(unsigned long, unsigned long)",0,same_normalized,0x00407AE0,0x00407AE0,48,48,56bc1371428508752121109c9743a53d3d7d7a4fb7ba50b94fb1b00a33582f0e,56bc1371428508752121109c9743a53d3d7d7a4fb7ba50b94fb1b00a33582f0e
5.5.00_to_5.5.01,Bixby110DataElements.cpp,Bixby110DataElements.cpp,"PercentageToStoveMultiplyParameter(unsigned char, unsigned char)",0,same_normalized,0x00407A20,0x00407A20,192,192,6af9d8d40b0b261c0e79230642fdc75c5a7b60c7b5b6ee8ad3fd870fb151c464,6af9d8d40b0b261c0e79230642fdc75c5a7b60c7b5b6ee8ad3fd870fb151c464
5.5.00_to_5.5.01,Bixby110DataElements.cpp,Bixby110DataElements.cpp,"RangeCheckAssumingValidEntry(_BXDataElement_*, char*)",0,same_normalized,0x004086E0,0x004086E0,80,80,af8c378d7ae244eec30f4b686af284b772a903b50cce3943b3a13ecb1b81e861,af8c378d7ae244eec30f4b686af284b772a903b50cce3943b3a13ecb1b81e861
5.5.00_to_5.5.01,Bixby110Downloader.cpp,Bixby110Downloader.cpp,"ReadFile_fgets(char*, int, void*)",0,same_normalized,0x0041ED70,0x0041F130,160,160,756bd78445db9a9f62737474720935dbf79143abd5aba2039c353443ea17a03d,756bd78445db9a9f62737474720935dbf79143abd5aba2039c353443ea17a03d
5.5.00_to_5.5.01,main.cpp,main.cpp,Redraw(),0,same_normalized,0x00429290,0x00429650,16,16,e45140c1c067de5bd3d61622fb5ed7a4654f3163693b3ee22bd153b085a2ab3b,e45140c1c067de5bd3d61622fb5ed7a4654f3163693b3ee22bd153b085a2ab3b
5.5.00_to_5.5.01,Bixby110DataElements.cpp,Bixby110DataElements.cpp,"SetupDebugWindow(HWND__*, HINSTANCE__*)",0,same_normalized,0x00407B10,0x00407B10,512,512,fe55a61f1d251a0587b5fce16c833639984e38919217d6b71d20eaee1824bee9,fe55a61f1d251a0587b5fce16c833639984e38919217d6b71d20eaee1824bee9
5.5.00_to_5.5.01,Bixby110DataElements.cpp,Bixby110DataElements.cpp,ShowDebugWindow(),0,same_normalized,0x00407D70,0x00407D70,96,96,69671cf8e55557760fe1a1f20f7bbafad2927ea463d954d7b74eb325a8a6e680,69671cf8e55557760fe1a1f20f7bbafad2927ea463d954d7b74eb325a8a6e680
5.5.00_to_5.5.01,Bixby110DataElements.cpp,Bixby110DataElements.cpp,"StoveMultiplyParameterToPercentage(unsigned char, unsigned char)",0,same_normalized,0x00407970,0x00407970,176,176,bd28a1d470b85dfe9756145a133f11d5e5d0e646c5240790a6a9e378c1360786,bd28a1d470b85dfe9756145a133f11d5e5d0e646c5240790a6a9e378c1360786
5.5.00_to_5.5.01,Bixby110DataElements.cpp,Bixby110DataElements.cpp,TextBased_0_255_RangeCheck(char*),0,same_normalized,0x00408500,0x00408500,240,240,2c2deda2e667e9080ac7d9aed2f652782596fdda2be5edd5d740c0ea4869ba2b,2c2deda2e667e9080ac7d9aed2f652782596fdda2be5edd5d740c0ea4869ba2b
5.5.00_to_5.5.01,Bixby110DataElements.cpp,Bixby110DataElements.cpp,TextBased_m128_p127_RangeCheck(char*),0,same_normalized,0x004085F0,0x004085F0,240,240,1b956b8e391d07a00b4b9cbd517ea83d7b0f5a82a0770a292fc7b83f0980fe5c,1b956b8e391d07a00b4b9cbd517ea83d7b0f5a82a0770a292fc7b83f0980fe5c
5.5.00_to_5.5.01,Bixby110DataElements.cpp,Bixby110DataElements.cpp,"TimeDelay(HWND__*, unsigned int)",0,same_normalized,0x00408040,0x00408040,192,192,5a609ca9e410381282693a7b1905d11ece29833f83cf2ee8bf130ff17a93c5f9,5a609ca9e410381282693a7b1905d11ece29833f83cf2ee8bf130ff17a93c5f9
5.5.00_to_5.5.01,main.cpp,main.cpp,WinMain@16,0,changed,0x00429350,0x00429710,4016,4016,977ec7c2111f322fbad8f6b38cd2df0fe9dd7c5a0905994cd16fbcdf1258323a,f2f70184f6f0b2cbaa2bd000be80ca80e01e37ef43c38a743bca0de59e7200fa
5.5.00_to_5.5.01,main.cpp,main.cpp,"WindowProcedure(HWND__*, unsigned int, unsigned int, long)@16",0,same_normalized,0x0042A300,0x0042A6C0,256,256,4e5ac75cef3fe2ac1ed788bda0db9ea6703ea1d0b327759d5e78defc0c72e303,4e5ac75cef3fe2ac1ed788bda0db9ea6703ea1d0b327759d5e78defc0c72e303
5.5.00_to_5.5.01,Bixby110DataElements.cpp,Bixby110DataElements.cpp,"__static_initialization_and_destruction_0(int, int)",0,same_normalized,0x0040A1C0,0x0040A1C0,320,320,d6076843e488e0c152a505710049e2018909c675083e5d153e396c06cc9a6aee,d6076843e488e0c152a505710049e2018909c675083e5d153e396c06cc9a6aee
5.5.00_to_5.5.01,async.cpp,async.cpp,"async::async(int, long, long, int, int)",0,same_normalized,0x00401330,0x00401330,496,496,a9f5b7386459727f37f3b1020ae2218441baa6c289ad317cd221a858aa8faf98,a9f5b7386459727f37f3b1020ae2218441baa6c289ad317cd221a858aa8faf98
5.5.00_to_5.5.01,async.cpp,async.cpp,"async::async(int, long, long, int, int)",1,same_normalized,0x00401520,0x00401520,496,496,a9f5b7386459727f37f3b1020ae2218441baa6c289ad317cd221a858aa8faf98,a9f5b7386459727f37f3b1020ae2218441baa6c289ad317cd221a858aa8faf98
5.5.00_to_5.5.01,async.cpp,async.cpp,async::close(),0,same_normalized,0x00401790,0x00401790,48,48,71fe8d1732a08d5a649749868bc8ef5f61c6c46b11776b2118972de03da8c97d,71fe8d1732a08d5a649749868bc8ef5f61c6c46b11776b2118972de03da8c97d
5.5.00_to_5.5.01,async.cpp,async.cpp,async::flush_buffer(),0,same_normalized,0x004017C0,0x004017C0,48,48,9d61d2942724d27f6f2054ab69322b24a090b7b81428cd514b59145481011b38,9d61d2942724d27f6f2054ab69322b24a090b7b81428cd514b59145481011b38
5.5.00_to_5.5.01,async.cpp,async.cpp,async::get_read_string_buf_count(),0,same_normalized,0x00401A50,0x00401A50,16,16,86087ce727d4133db282c7ea05a1cda8ae26c5db349bc56ae75ce6b4785f1d99,86087ce727d4133db282c7ea05a1cda8ae26c5db349bc56ae75ce6b4785f1d99
5.5.00_to_5.5.01,async.cpp,async.cpp,async::read_char(char*),0,same_normalized,0x00401860,0x00401860,160,160,af0044713948b2e97b3456ed909d82906cb070d66c9f06cc8a3fd627859dc0c9,af0044713948b2e97b3456ed909d82906cb070d66c9f06cc8a3fd627859dc0c9
5.5.00_to_5.5.01,async.cpp,async.cpp,async::read_string(char*),0,same_normalized,0x00401900,0x00401900,336,336,f2620add75cbaa7c431457dcb25fb5b322ad20b7a5b1b1641e5e96b2c8ebb3c0,f2620add75cbaa7c431457dcb25fb5b322ad20b7a5b1b1641e5e96b2c8ebb3c0
5.5.00_to_5.5.01,async.cpp,async.cpp,async::set_timeout(long),0,same_normalized,0x004012E0,0x004012E0,80,80,6bf3f5e535c98f072530faf01588becf48c852f9a9305c119809d586586f5b10,6bf3f5e535c98f072530faf01588becf48c852f9a9305c119809d586586f5b10
5.5.00_to_5.5.01,async.cpp,async.cpp,"async::write(char*, int)",0,same_normalized,0x004017F0,0x004017F0,112,112,5a85f3ab347b7eece7d40650538a29da9454d713986b6d757aa12ade3363ba76,5a85f3ab347b7eece7d40650538a29da9454d713986b6d757aa12ade3363ba76
5.5.00_to_5.5.01,async.cpp,async.cpp,async::~async(),0,same_normalized,0x00401710,0x00401710,64,64,d1f3615b1ac1b8698b60280e314b60811c053a1c69ffeac4e4d4a8be77ac1be7,d1f3615b1ac1b8698b60280e314b60811c053a1c69ffeac4e4d4a8be77ac1be7
5.5.00_to_5.5.01,async.cpp,async.cpp,async::~async(),1,same_normalized,0x00401750,0x00401750,64,64,d1f3615b1ac1b8698b60280e314b60811c053a1c69ffeac4e4d4a8be77ac1be7,d1f3615b1ac1b8698b60280e314b60811c053a1c69ffeac4e4d4a8be77ac1be7
5.5.00_to_5.5.01,Bixby110chkdlg.cpp,Bixby110chkdlg.cpp,bixby110checkout::AnalyzeAutomaticResult(int),0,same_normalized,0x00403B50,0x00403B50,528,528,3261d8b0989ad7f5b064fc881eaf9b0302f50591308a4c369822e82aeef8df6d,3261d8b0989ad7f5b064fc881eaf9b0302f50591308a4c369822e82aeef8df6d
