word_address,word,mnemonic,operands,decode_status
0x0D96,0x3C0D,sublw,0x0D,instruction
0x0D97,0x1D03,btfss,"0x03, 2",instruction
0x0D98,0x2DA1,goto,0x5A1,instruction
0x0D99,0x118A,bcf,"0x0A, 3",instruction
0x0D9A,0x1283,bcf,"0x03, 5",instruction
0x0D9B,0x27BE,call,0x7BE,instruction
0x0D9C,0x158A,bsf,"0x0A, 3",instruction
0x0D9D,0x0878,movf,"0x78, W",instruction
0x0D9E,0x1683,bsf,"0x03, 5",instruction
0x0D9F,0x00CA,movwf,0x4A,instruction
0x0DA0,0x144D,bsf,"0x4D, 0",instruction
0x0DA1,0x0821,movf,"0x21, W",instruction
0x0DA2,0x3C0E,sublw,0x0E,instruction
0x0DA3,0x1D03,btfss,"0x03, 2",instruction
0x0DA4,0x2DAA,goto,0x5AA,instruction
0x0DA5,0x1283,bcf,"0x03, 5",instruction
0x0DA6,0x0845,movf,"0x45, W",instruction
0x0DA7,0x1683,bsf,"0x03, 5",instruction
0x0DA8,0x00CA,movwf,0x4A,instruction
0x0DA9,0x144D,bsf,"0x4D, 0",instruction
0x0DAA,0x0821,movf,"0x21, W",instruction
0x0DAB,0x3C0F,sublw,0x0F,instruction
0x0DAC,0x1D03,btfss,"0x03, 2",instruction
0x0DAD,0x2DB6,goto,0x5B6,instruction
0x0DAE,0x1283,bcf,"0x03, 5",instruction
0x0DAF,0x0844,movf,"0x44, W",instruction
0x0DB0,0x1683,bsf,"0x03, 5",instruction
0x0DB1,0x00CA,movwf,0x4A,instruction
0x0DB2,0x1283,bcf,"0x03, 5",instruction
0x0DB3,0x0860,movf,"0x60, W",instruction
0x0DB4,0x1683,bsf,"0x03, 5",instruction
0x0DB5,0x00CB,movwf,0x4B,instruction
0x0DB6,0x0821,movf,"0x21, W",instruction
0x0DB7,0x3C0F,sublw,0x0F,instruction
0x0DB8,0x1803,btfsc,"0x03, 0",instruction
0x0DB9,0x2DBE,goto,0x5BE,instruction
0x0DBA,0x1283,bcf,"0x03, 5",instruction
0x0DBB,0x083E,movf,"0x3E, W",instruction
0x0DBC,0x1683,bsf,"0x03, 5",instruction
0x0DBD,0x00CA,movwf,0x4A,instruction
0x0DBE,0x0821,movf,"0x21, W",instruction
0x0DBF,0x3C11,sublw,0x11,instruction
0x0DC0,0x1D03,btfss,"0x03, 2",instruction
0x0DC1,0x2DC6,goto,0x5C6,instruction
0x0DC2,0x1283,bcf,"0x03, 5",instruction
0x0DC3,0x083D,movf,"0x3D, W",instruction
0x0DC4,0x1683,bsf,"0x03, 5",instruction
0x0DC5,0x00CA,movwf,0x4A,instruction
0x0DC6,0x0821,movf,"0x21, W",instruction
0x0DC7,0x3C12,sublw,0x12,instruction
0x0DC8,0x1D03,btfss,"0x03, 2",instruction
0x0DC9,0x2DCC,goto,0x5CC,instruction
0x0DCA,0x0820,movf,"0x20, W",instruction
0x0DCB,0x00CA,movwf,0x4A,instruction
0x0DCC,0x0821,movf,"0x21, W",instruction
0x0DCD,0x3C13,sublw,0x13,instruction
0x0DCE,0x1D03,btfss,"0x03, 2",instruction
0x0DCF,0x2DD4,goto,0x5D4,instruction
0x0DD0,0x1283,bcf,"0x03, 5",instruction
0x0DD1,0x084F,movf,"0x4F, W",instruction
0x0DD2,0x1683,bsf,"0x03, 5",instruction
0x0DD3,0x00CA,movwf,0x4A,instruction
0x0DD4,0x0821,movf,"0x21, W",instruction
0x0DD5,0x3C14,sublw,0x14,instruction
0x0DD6,0x1D03,btfss,"0x03, 2",instruction
0x0DD7,0x2DDC,goto,0x5DC,instruction
0x0DD8,0x1283,bcf,"0x03, 5",instruction
0x0DD9,0x085D,movf,"0x5D, W",instruction
0x0DDA,0x1683,bsf,"0x03, 5",instruction
0x0DDB,0x00CA,movwf,0x4A,instruction
0x0DDC,0x0821,movf,"0x21, W",instruction
0x0DDD,0x3C15,sublw,0x15,instruction
0x0DDE,0x1D03,btfss,"0x03, 2",instruction
0x0DDF,0x2DE4,goto,0x5E4,instruction
0x0DE0,0x1283,bcf,"0x03, 5",instruction
0x0DE1,0x0858,movf,"0x58, W",instruction
0x0DE2,0x1683,bsf,"0x03, 5",instruction
0x0DE3,0x00CA,movwf,0x4A,instruction
0x0DE4,0x0821,movf,"0x21, W",instruction
0x0DE5,0x3C16,sublw,0x16,instruction
0x0DE6,0x1D03,btfss,"0x03, 2",instruction
0x0DE7,0x2DEC,goto,0x5EC,instruction
0x0DE8,0x1283,bcf,"0x03, 5",instruction
0x0DE9,0x085F,movf,"0x5F, W",instruction
0x0DEA,0x1683,bsf,"0x03, 5",instruction
0x0DEB,0x00CA,movwf,0x4A,instruction
0x0DEC,0x0821,movf,"0x21, W",instruction
0x0DED,0x3C17,sublw,0x17,instruction
0x0DEE,0x1D03,btfss,"0x03, 2",instruction
0x0DEF,0x2DF4,goto,0x5F4,instruction
0x0DF0,0x1283,bcf,"0x03, 5",instruction
0x0DF1,0x085E,movf,"0x5E, W",instruction
0x0DF2,0x1683,bsf,"0x03, 5",instruction
0x0DF3,0x00CA,movwf,0x4A,instruction
0x0DF4,0x0821,movf,"0x21, W",instruction
0x0DF5,0x3C18,sublw,0x18,instruction
0x0DF6,0x1D03,btfss,"0x03, 2",instruction
0x0DF7,0x2DFD,goto,0x5FD,instruction
0x0DF8,0x1283,bcf,"0x03, 5",instruction
0x0DF9,0x0833,movf,"0x33, W",instruction
0x0DFA,0x1683,bsf,"0x03, 5",instruction
0x0DFB,0x00CA,movwf,0x4A,instruction
0x0DFC,0x144D,bsf,"0x4D, 0",instruction
0x0DFD,0x0821,movf,"0x21, W",instruction
0x0DFE,0x3C19,sublw,0x19,instruction
0x0DFF,0x1D03,btfss,"0x03, 2",instruction
0x0E00,0x2E07,goto,0x607,instruction
0x0E01,0x1283,bcf,"0x03, 5",instruction
0x0E02,0x2141,call,0x141,instruction
0x0E03,0x0878,movf,"0x78, W",instruction
0x0E04,0x1683,bsf,"0x03, 5",instruction
0x0E05,0x00CA,movwf,0x4A,instruction
0x0E06,0x144D,bsf,"0x4D, 0",instruction
0x0E07,0x0821,movf,"0x21, W",instruction
0x0E08,0x3C1A,sublw,0x1A,instruction
0x0E09,0x1D03,btfss,"0x03, 2",instruction
0x0E0A,0x2E0E,goto,0x60E,instruction
0x0E0B,0x0849,movf,"0x49, W",instruction
0x0E0C,0x00CA,movwf,0x4A,instruction
0x0E0D,0x144D,bsf,"0x4D, 0",instruction
0x0E0E,0x0821,movf,"0x21, W",instruction
0x0E0F,0x3C1B,sublw,0x1B,instruction
0x0E10,0x1D03,btfss,"0x03, 2",instruction
0x0E11,0x2E15,goto,0x615,instruction
0x0E12,0x0848,movf,"0x48, W",instruction
0x0E13,0x00CA,movwf,0x4A,instruction
0x0E14,0x144D,bsf,"0x4D, 0",instruction
0x0E15,0x0821,movf,"0x21, W",instruction
0x0E16,0x3C1C,sublw,0x1C,instruction
0x0E17,0x1D03,btfss,"0x03, 2",instruction
0x0E18,0x2E1E,goto,0x61E,instruction
0x0E19,0x1283,bcf,"0x03, 5",instruction
0x0E1A,0x0840,movf,"0x40, W",instruction
0x0E1B,0x1683,bsf,"0x03, 5",instruction
0x0E1C,0x00CA,movwf,0x4A,instruction
0x0E1D,0x144D,bsf,"0x4D, 0",instruction
0x0E1E,0x0821,movf,"0x21, W",instruction
0x0E1F,0x3C1D,sublw,0x1D,instruction
0x0E20,0x1D03,btfss,"0x03, 2",instruction
0x0E21,0x2E27,goto,0x627,instruction
0x0E22,0x1283,bcf,"0x03, 5",instruction
0x0E23,0x083F,movf,"0x3F, W",instruction
0x0E24,0x1683,bsf,"0x03, 5",instruction
0x0E25,0x00CA,movwf,0x4A,instruction
0x0E26,0x144D,bsf,"0x4D, 0",instruction
0x0E27,0x0821,movf,"0x21, W",instruction
0x0E28,0x3C0F,sublw,0x0F,instruction
0x0E29,0x1803,btfsc,"0x03, 0",instruction
0x0E2A,0x2E4B,goto,0x64B,instruction
0x0E2B,0x0821,movf,"0x21, W",instruction
0x0E2C,0x3C17,sublw,0x17,instruction
0x0E2D,0x1C03,btfss,"0x03, 0",instruction
0x0E2E,0x2E4B,goto,0x64B,instruction
0x0E2F,0x1BA0,btfsc,"0x20, 7",instruction
0x0E30,0x2E39,goto,0x639,instruction
0x0E31,0x1283,bcf,"0x03, 5",instruction
0x0E32,0x1F30,btfss,"0x30, 6",instruction
0x0E33,0x2E36,goto,0x636,instruction
0x0E34,0x1683,bsf,"0x03, 5",instruction
0x0E35,0x2E39,goto,0x639,instruction
0x0E36,0x3008,movlw,0x08,instruction
0x0E37,0x1683,bsf,"0x03, 5",instruction
0x0E38,0x07CC,addwf,"0x4C, F",instruction
0x0E39,0x0821,movf,"0x21, W",instruction
0x0E3A,0x1283,bcf,"0x03, 5",instruction
0x0E3B,0x0762,addwf,"0x62, W",instruction
0x0E3C,0x3EF0,addlw,0xF0,instruction
0x0E3D,0x3907,andlw,0x07,instruction
0x0E3E,0x3E63,addlw,0x63,instruction
0x0E3F,0x0084,movwf,0x04,instruction
0x0E40,0x0800,movf,"0x00, W",instruction
0x0E41,0x1683,bsf,"0x03, 5",instruction
0x0E42,0x00CB,movwf,0x4B,instruction
0x0E43,0x0821,movf,"0x21, W",instruction
0x0E44,0x1283,bcf,"0x03, 5",instruction
0x0E45,0x0762,addwf,"0x62, W",instruction
0x0E46,0x3EF0,addlw,0xF0,instruction
0x0E47,0x3907,andlw,0x07,instruction
0x0E48,0x3E10,addlw,0x10,instruction
0x0E49,0x1683,bsf,"0x03, 5",instruction
0x0E4A,0x07CC,addwf,"0x4C, F",instruction
0x0E4B,0x0064,clrwdt,,instruction
0x0E4C,0x184D,btfsc,"0x4D, 0",instruction
0x0E4D,0x2E57,goto,0x657,instruction
0x0E4E,0x084C,movf,"0x4C, W",instruction
0x0E4F,0x00D5,movwf,0x55,instruction
0x0E50,0x084B,movf,"0x4B, W",instruction
0x0E51,0x00D6,movwf,0x56,instruction
0x0E52,0x118A,bcf,"0x0A, 3",instruction
0x0E53,0x1283,bcf,"0x03, 5",instruction
0x0E54,0x22E2,call,0x2E2,instruction
0x0E55,0x158A,bsf,"0x0A, 3",instruction
0x0E56,0x1683,bsf,"0x03, 5",instruction
0x0E57,0x0821,movf,"0x21, W",instruction
0x0E58,0x00D6,movwf,0x56,instruction
0x0E59,0x084A,movf,"0x4A, W",instruction
0x0E5A,0x00D7,movwf,0x57,instruction
0x0E5B,0x118A,bcf,"0x0A, 3",instruction
0x0E5C,0x1283,bcf,"0x03, 5",instruction
0x0E5D,0x2783,call,0x783,instruction
0x0E5E,0x158A,bsf,"0x0A, 3",instruction
0x0E5F,0x1683,bsf,"0x03, 5",instruction
0x0E60,0x0AA1,incf,"0x21, F",instruction
0x0E61,0x0821,movf,"0x21, W",instruction
0x0E62,0x3C1D,sublw,0x1D,instruction
0x0E63,0x1803,btfsc,"0x03, 0",instruction
0x0E64,0x2E66,goto,0x666,instruction
0x0E65,0x01A1,clrf,0x21,instruction
0x0E66,0x1283,bcf,"0x03, 5",instruction
0x0E67,0x158A,bsf,"0x0A, 3",instruction
0x0E68,0x160A,bsf,"0x0A, 4",instruction
0x0E69,0x289D,goto,0x09D,instruction
0x0E6A,0x1683,bsf,"0x03, 5",instruction
0x0E6B,0x0840,movf,"0x40, W",instruction
0x0E6C,0x00F8,movwf,0x78,instruction
0x0E6D,0x1283,bcf,"0x03, 5",instruction
0x0E6E,0x158A,bsf,"0x0A, 3",instruction
0x0E6F,0x160A,bsf,"0x0A, 4",instruction
0x0E70,0x28A4,goto,0x0A4,instruction
0x0E71,0x1683,bsf,"0x03, 5",instruction
0x0E72,0x01D3,clrf,0x53,instruction
0x0E73,0x08C0,movf,"0x40, F",instruction
0x0E74,0x1D03,btfss,"0x03, 2",instruction
0x0E75,0x2E7D,goto,0x67D,instruction
0x0E76,0x0FD3,incfsz,"0x53, F",instruction
0x0E77,0x2E7C,goto,0x67C,instruction
0x0E78,0x0064,clrwdt,,instruction
0x0E79,0x3000,movlw,0x00,instruction
0x0E7A,0x00F8,movwf,0x78,instruction
0x0E7B,0x2EA2,goto,0x6A2,instruction
0x0E7C,0x2E73,goto,0x673,instruction
0x0E7D,0x08C0,movf,"0x40, F",instruction
0x0E7E,0x1903,btfsc,"0x03, 2",instruction
0x0E7F,0x2E9F,goto,0x69F,instruction
0x0E80,0x0840,movf,"0x40, W",instruction
0x0E81,0x0241,subwf,"0x41, W",instruction
0x0E82,0x1C03,btfss,"0x03, 0",instruction
0x0E83,0x2E87,goto,0x687,instruction
0x0E84,0x0840,movf,"0x40, W",instruction
0x0E85,0x0241,subwf,"0x41, W",instruction
0x0E86,0x00D4,movwf,0x54,instruction
0x0E87,0x0841,movf,"0x41, W",instruction
0x0E88,0x0240,subwf,"0x40, W",instruction
0x0E89,0x1D03,btfss,"0x03, 2",instruction
0x0E8A,0x2E8B,goto,0x68B,instruction
0x0E8B,0x0840,movf,"0x40, W",instruction
0x0E8C,0x0241,subwf,"0x41, W",instruction
0x0E8D,0x1803,btfsc,"0x03, 0",instruction
0x0E8E,0x2E93,goto,0x693,instruction
0x0E8F,0x0840,movf,"0x40, W",instruction
0x0E90,0x3C1D,sublw,0x1D,instruction
0x0E91,0x0741,addwf,"0x41, W",instruction
0x0E92,0x00D4,movwf,0x54,instruction
0x0E93,0x0854,movf,"0x54, W",instruction
0x0E94,0x00F8,movwf,0x78,instruction
0x0E95,0x30A3,movlw,0xA3,instruction
0x0E96,0x0778,addwf,"0x78, W",instruction
0x0E97,0x0084,movwf,0x04,instruction
0x0E98,0x0800,movf,"0x00, W",instruction
0x0E99,0x00D3,movwf,0x53,instruction
0x0E9A,0x03C0,decf,"0x40, F",instruction
0x0E9B,0x0853,movf,"0x53, W",instruction
0x0E9C,0x00F8,movwf,0x78,instruction
0x0E9D,0x2EA2,goto,0x6A2,instruction
0x0E9E,0x2EA2,goto,0x6A2,instruction
0x0E9F,0x3000,movlw,0x00,instruction
0x0EA0,0x00F8,movwf,0x78,instruction
0x0EA1,0x2EA2,goto,0x6A2,instruction
0x0EA2,0x1283,bcf,"0x03, 5",instruction
0x0EA3,0x3400,retlw,0x00,instruction
0x0EA4,0x1683,bsf,"0x03, 5",instruction
0x0EA5,0x0853,movf,"0x53, W",instruction
0x0EA6,0x3C2F,sublw,0x2F,instruction
0x0EA7,0x1803,btfsc,"0x03, 0",instruction
0x0EA8,0x2EB0,goto,0x6B0,instruction
0x0EA9,0x0853,movf,"0x53, W",instruction
0x0EAA,0x3C39,sublw,0x39,instruction
0x0EAB,0x1C03,btfss,"0x03, 0",instruction
0x0EAC,0x2EB0,goto,0x6B0,instruction
0x0EAD,0x3030,movlw,0x30,instruction
0x0EAE,0x0253,subwf,"0x53, W",instruction
0x0EAF,0x00D4,movwf,0x54,instruction
0x0EB0,0x0853,movf,"0x53, W",instruction
0x0EB1,0x3C40,sublw,0x40,instruction
0x0EB2,0x1803,btfsc,"0x03, 0",instruction
0x0EB3,0x2EBC,goto,0x6BC,instruction
0x0EB4,0x0853,movf,"0x53, W",instruction
0x0EB5,0x3C46,sublw,0x46,instruction
0x0EB6,0x1C03,btfss,"0x03, 0",instruction
0x0EB7,0x2EBC,goto,0x6BC,instruction
0x0EB8,0x3041,movlw,0x41,instruction
0x0EB9,0x0253,subwf,"0x53, W",instruction
0x0EBA,0x3E0A,addlw,0x0A,instruction
0x0EBB,0x00D4,movwf,0x54,instruction
0x0EBC,0x0854,movf,"0x54, W",instruction
0x0EBD,0x00F8,movwf,0x78,instruction
0x0EBE,0x1283,bcf,"0x03, 5",instruction
0x0EBF,0x3400,retlw,0x00,instruction
0x0EC0,0x2671,call,0x671,instruction
0x0EC1,0x0878,movf,"0x78, W",instruction
0x0EC2,0x1683,bsf,"0x03, 5",instruction
0x0EC3,0x00D1,movwf,0x51,instruction
0x0EC4,0x1283,bcf,"0x03, 5",instruction
0x0EC5,0x2671,call,0x671,instruction
0x0EC6,0x0878,movf,"0x78, W",instruction
0x0EC7,0x1683,bsf,"0x03, 5",instruction
0x0EC8,0x00D2,movwf,0x52,instruction
0x0EC9,0x0851,movf,"0x51, W",instruction
0x0ECA,0x00D3,movwf,0x53,instruction
0x0ECB,0x1283,bcf,"0x03, 5",instruction
0x0ECC,0x26A4,call,0x6A4,instruction
0x0ECD,0x0E78,swapf,"0x78, W",instruction
0x0ECE,0x1683,bsf,"0x03, 5",instruction
0x0ECF,0x00D0,movwf,0x50,instruction
0x0ED0,0x30F0,movlw,0xF0,instruction
0x0ED1,0x05D0,andwf,"0x50, F",instruction
0x0ED2,0x0852,movf,"0x52, W",instruction
0x0ED3,0x00D3,movwf,0x53,instruction
0x0ED4,0x1283,bcf,"0x03, 5",instruction
0x0ED5,0x26A4,call,0x6A4,instruction
0x0ED6,0x0878,movf,"0x78, W",instruction
0x0ED7,0x1683,bsf,"0x03, 5",instruction
0x0ED8,0x07D0,addwf,"0x50, F",instruction
0x0ED9,0x0850,movf,"0x50, W",instruction
0x0EDA,0x00F8,movwf,0x78,instruction
0x0EDB,0x1283,bcf,"0x03, 5",instruction
0x0EDC,0x3400,retlw,0x00,instruction
0x0EDD,0x1683,bsf,"0x03, 5",instruction
0x0EDE,0x0852,movf,"0x52, W",instruction
0x0EDF,0x1283,bcf,"0x03, 5",instruction
0x0EE0,0x074A,addwf,"0x4A, W",instruction
0x0EE1,0x1683,bsf,"0x03, 5",instruction
0x0EE2,0x00D3,movwf,0x53,instruction
0x0EE3,0x1283,bcf,"0x03, 5",instruction
0x0EE4,0x084B,movf,"0x4B, W",instruction
0x0EE5,0x1683,bsf,"0x03, 5",instruction
0x0EE6,0x00D4,movwf,0x54,instruction
0x0EE7,0x1803,btfsc,"0x03, 0",instruction
0x0EE8,0x0AD4,incf,"0x54, F",instruction
0x0EE9,0x1283,bcf,"0x03, 5",instruction
0x0EEA,0x084B,movf,"0x4B, W",instruction
0x0EEB,0x1683,bsf,"0x03, 5",instruction
0x0EEC,0x0254,subwf,"0x54, W",instruction
0x0EED,0x1C03,btfss,"0x03, 0",instruction
0x0EEE,0x2EFD,goto,0x6FD,instruction
0x0EEF,0x1D03,btfss,"0x03, 2",instruction
0x0EF0,0x2EF9,goto,0x6F9,instruction
0x0EF1,0x0853,movf,"0x53, W",instruction
0x0EF2,0x1283,bcf,"0x03, 5",instruction
0x0EF3,0x024A,subwf,"0x4A, W",instruction
0x0EF4,0x1C03,btfss,"0x03, 0",instruction
0x0EF5,0x2EF8,goto,0x6F8,instruction
0x0EF6,0x1683,bsf,"0x03, 5",instruction
0x0EF7,0x2EFD,goto,0x6FD,instruction
0x0EF8,0x1683,bsf,"0x03, 5",instruction
0x0EF9,0x1283,bcf,"0x03, 5",instruction
0x0EFA,0x2079,call,0x079,instruction
0x0EFB,0x1683,bsf,"0x03, 5",instruction
0x0EFC,0x2EE9,goto,0x6E9,instruction
0x0EFD,0x1283,bcf,"0x03, 5",instruction
0x0EFE,0x3400,retlw,0x00,instruction
0x0EFF,0x130B,bcf,"0x0B, 6",instruction
0x0F00,0x138B,bcf,"0x0B, 7",instruction
0x0F01,0x1B8B,btfsc,"0x0B, 7",instruction
0x0F02,0x2F00,goto,0x700,instruction
0x0F03,0x301F,movlw,0x1F,instruction
0x0F04,0x0588,andwf,"0x08, F",instruction
0x0F05,0x3080,movlw,0x80,instruction
0x0F06,0x0788,addwf,"0x08, F",instruction
0x0F07,0x1051,bcf,"0x51, 0",instruction
0x0F08,0x1988,btfsc,"0x08, 3",instruction
0x0F09,0x1451,bsf,"0x51, 0",instruction
0x0F0A,0x3020,movlw,0x20,instruction
0x0F0B,0x0788,addwf,"0x08, F",instruction
0x0F0C,0x10D1,bcf,"0x51, 1",instruction
0x0F0D,0x1988,btfsc,"0x08, 3",instruction
0x0F0E,0x14D1,bsf,"0x51, 1",instruction
0x0F0F,0x3020,movlw,0x20,instruction
0x0F10,0x0788,addwf,"0x08, F",instruction
0x0F11,0x1151,bcf,"0x51, 2",instruction
0x0F12,0x1988,btfsc,"0x08, 3",instruction
0x0F13,0x1551,bsf,"0x51, 2",instruction
0x0F14,0x30C0,movlw,0xC0,instruction
0x0F15,0x048B,iorwf,"0x0B, F",instruction
0x0F16,0x3400,retlw,0x00,instruction
0x0F17,0x118A,bcf,"0x0A, 3",instruction
0x0F18,0x26B0,call,0x6B0,instruction
0x0F19,0x158A,bsf,"0x0A, 3",instruction
0x0F1A,0x3006,movlw,0x06,instruction
0x0F1B,0x1683,bsf,"0x03, 5",instruction
0x0F1C,0x00D2,movwf,0x52,instruction
0x0F1D,0x1283,bcf,"0x03, 5",instruction
0x0F1E,0x26DD,call,0x6DD,instruction
0x0F1F,0x12DD,bcf,"0x5D, 5",instruction
0x0F20,0x13DD,bcf,"0x5D, 7",instruction
0x0F21,0x1F4F,btfss,"0x4F, 6",instruction
0x0F22,0x2F25,goto,0x725,instruction
0x0F23,0x3000,movlw,0x00,instruction
0x0F24,0x2F26,goto,0x726,instruction
0x0F25,0x305A,movlw,0x5A,instruction
0x0F26,0x1683,bsf,"0x03, 5",instruction
0x0F27,0x00D0,movwf,0x50,instruction
0x0F28,0x1283,bcf,"0x03, 5",instruction
0x0F29,0x11D0,bcf,"0x50, 3",instruction
0x0F2A,0x1683,bsf,"0x03, 5",instruction
0x0F2B,0x08D0,movf,"0x50, F",instruction
0x0F2C,0x1903,btfsc,"0x03, 2",instruction
0x0F2D,0x2F81,goto,0x781,instruction
0x0F2E,0x01C0,clrf,0x40,instruction
0x0F2F,0x01C1,clrf,0x41,instruction
0x0F30,0x1283,bcf,"0x03, 5",instruction
0x0F31,0x2402,call,0x402,instruction
0x0F32,0x303C,movlw,0x3C,instruction
0x0F33,0x1683,bsf,"0x03, 5",instruction
0x0F34,0x00D1,movwf,0x51,instruction
0x0F35,0x1283,bcf,"0x03, 5",instruction
0x0F36,0x1888,btfsc,"0x08, 1",instruction
0x0F37,0x2F42,goto,0x742,instruction
0x0F38,0x19CF,btfsc,"0x4F, 3",instruction
0x0F39,0x2F3C,goto,0x73C,instruction
0x0F3A,0x1C30,btfss,"0x30, 0",instruction
0x0F3B,0x2F56,goto,0x756,instruction
0x0F3C,0x1683,bsf,"0x03, 5",instruction
0x0F3D,0x1F20,btfss,"0x20, 6",instruction
0x0F3E,0x2F41,goto,0x741,instruction
0x0F3F,0x1283,bcf,"0x03, 5",instruction
0x0F40,0x2F56,goto,0x756,instruction
0x0F41,0x1283,bcf,"0x03, 5",instruction
0x0F42,0x1683,bsf,"0x03, 5",instruction
0x0F43,0x08D1,movf,"0x51, F",instruction
0x0F44,0x1D03,btfss,"0x03, 2",instruction
0x0F45,0x2F48,goto,0x748,instruction
0x0F46,0x1283,bcf,"0x03, 5",instruction
0x0F47,0x2F56,goto,0x756,instruction
0x0F48,0x01C0,clrf,0x40,instruction
0x0F49,0x01C1,clrf,0x41,instruction
0x0F4A,0x1283,bcf,"0x03, 5",instruction
0x0F4B,0x1286,bcf,"0x06, 5",instruction
0x0F4C,0x2402,call,0x402,instruction
0x0F4D,0x3001,movlw,0x01,instruction
0x0F4E,0x1683,bsf,"0x03, 5",instruction
0x0F4F,0x00D2,movwf,0x52,instruction
0x0F50,0x1283,bcf,"0x03, 5",instruction
0x0F51,0x26DD,call,0x6DD,instruction
0x0F52,0x1683,bsf,"0x03, 5",instruction
0x0F53,0x03D1,decf,"0x51, F",instruction
0x0F54,0x2F35,goto,0x735,instruction
0x0F55,0x1283,bcf,"0x03, 5",instruction
0x0F56,0x1683,bsf,"0x03, 5",instruction
0x0F57,0x08D1,movf,"0x51, F",instruction
0x0F58,0x1D03,btfss,"0x03, 2",instruction
0x0F59,0x2F5F,goto,0x75F,instruction
0x0F5A,0x1283,bcf,"0x03, 5",instruction
0x0F5B,0x15B0,bsf,"0x30, 3",instruction
0x0F5C,0x1683,bsf,"0x03, 5",instruction
0x0F5D,0x2F81,goto,0x781,instruction
0x0F5E,0x2F63,goto,0x763,instruction
0x0F5F,0x1283,bcf,"0x03, 5",instruction
0x0F60,0x1686,bsf,"0x06, 5",instruction
0x0F61,0x134F,bcf,"0x4F, 6",instruction
0x0F62,0x1683,bsf,"0x03, 5",instruction
0x0F63,0x3001,movlw,0x01,instruction
0x0F64,0x00D2,movwf,0x52,instruction
0x0F65,0x1283,bcf,"0x03, 5",instruction
0x0F66,0x26DD,call,0x6DD,instruction
0x0F67,0x26FF,call,0x6FF,instruction
0x0F68,0x3000,movlw,0x00,instruction
0x0F69,0x1C51,btfss,"0x51, 0",instruction
0x0F6A,0x3001,movlw,0x01,instruction
0x0F6B,0x1683,bsf,"0x03, 5",instruction
0x0F6C,0x00D2,movwf,0x52,instruction
0x0F6D,0x3000,movlw,0x00,instruction
0x0F6E,0x1283,bcf,"0x03, 5",instruction
0x0F6F,0x19D0,btfsc,"0x50, 3",instruction
0x0F70,0x3001,movlw,0x01,instruction
0x0F71,0x1683,bsf,"0x03, 5",instruction
0x0F72,0x0652,xorwf,"0x52, W",instruction
0x0F73,0x1903,btfsc,"0x03, 2",instruction
0x0F74,0x2F77,goto,0x777,instruction
0x0F75,0x03D0,decf,"0x50, F",instruction
0x0F76,0x2F7E,goto,0x77E,instruction
0x0F77,0x1283,bcf,"0x03, 5",instruction
0x0F78,0x19D0,btfsc,"0x50, 3",instruction
0x0F79,0x2F7C,goto,0x77C,instruction
0x0F7A,0x15D0,bsf,"0x50, 3",instruction
0x0F7B,0x2F7F,goto,0x77F,instruction
0x0F7C,0x1683,bsf,"0x03, 5",instruction
0x0F7D,0x2F81,goto,0x781,instruction
0x0F7E,0x1283,bcf,"0x03, 5",instruction
0x0F7F,0x2F2A,goto,0x72A,instruction
0x0F80,0x1683,bsf,"0x03, 5",instruction
0x0F81,0x1283,bcf,"0x03, 5",instruction
0x0F82,0x1286,bcf,"0x06, 5",instruction
0x0F83,0x1683,bsf,"0x03, 5",instruction
0x0F84,0x08D0,movf,"0x50, F",instruction
0x0F85,0x1D03,btfss,"0x03, 2",instruction
0x0F86,0x2F8B,goto,0x78B,instruction
0x0F87,0x1283,bcf,"0x03, 5",instruction
0x0F88,0x174F,bsf,"0x4F, 6",instruction
0x0F89,0x15B0,bsf,"0x30, 3",instruction
0x0F8A,0x1683,bsf,"0x03, 5",instruction
0x0F8B,0x0850,movf,"0x50, W",instruction
0x0F8C,0x3C5A,sublw,0x5A,instruction
0x0F8D,0x00F7,movwf,0x77,instruction
0x0F8E,0x1003,bcf,"0x03, 0",instruction
0x0F8F,0x0C77,rrf,"0x77, W",instruction
0x0F90,0x1283,bcf,"0x03, 5",instruction
0x0F91,0x00AB,movwf,0x2B,instruction
0x0F92,0x3400,retlw,0x00,instruction
0x0F93,0x0870,movf,"0x70, W",instruction
0x0F94,0x3C05,sublw,0x05,instruction
0x0F95,0x1C03,btfss,"0x03, 0",instruction
0x0F96,0x2F9E,goto,0x79E,instruction
0x0F97,0x118A,bcf,"0x0A, 3",instruction
0x0F98,0x22B2,call,0x2B2,instruction
0x0F99,0x158A,bsf,"0x0A, 3",instruction
0x0F9A,0x12D6,bcf,"0x56, 5",instruction
0x0F9B,0x118A,bcf,"0x0A, 3",instruction
0x0F9C,0x21FE,call,0x1FE,instruction
0x0F9D,0x158A,bsf,"0x0A, 3",instruction
0x0F9E,0x3400,retlw,0x00,instruction
0x0F9F,0x3007,movlw,0x07,instruction
0x0FA0,0x00AD,movwf,0x2D,instruction
0x0FA1,0x118A,bcf,"0x0A, 3",instruction
0x0FA2,0x228F,call,0x28F,instruction
0x0FA3,0x158A,bsf,"0x0A, 3",instruction
0x0FA4,0x3012,movlw,0x12,instruction
0x0FA5,0x1683,bsf,"0x03, 5",instruction
0x0FA6,0x00D2,movwf,0x52,instruction
