word_address,word,mnemonic,operands,decode_status
0x05CC,0x1283,bcf,"0x03, 5",instruction
0x05CD,0x2592,call,0x592,instruction
0x05CE,0x0857,movf,"0x57, W",instruction
0x05CF,0x3C13,sublw,0x13,instruction
0x05D0,0x1C03,btfss,"0x03, 0",instruction
0x05D1,0x2DD7,goto,0x5D7,instruction
0x05D2,0x1683,bsf,"0x03, 5",instruction
0x05D3,0x08CA,movf,"0x4A, F",instruction
0x05D4,0x1903,btfsc,"0x03, 2",instruction
0x05D5,0x2DE0,goto,0x5E0,instruction
0x05D6,0x1283,bcf,"0x03, 5",instruction
0x05D7,0x3008,movlw,0x08,instruction
0x05D8,0x1683,bsf,"0x03, 5",instruction
0x05D9,0x00D5,movwf,0x55,instruction
0x05DA,0x3034,movlw,0x34,instruction
0x05DB,0x00D4,movwf,0x54,instruction
0x05DC,0x1283,bcf,"0x03, 5",instruction
0x05DD,0x24F9,call,0x4F9,instruction
0x05DE,0x2DE2,goto,0x5E2,instruction
0x05DF,0x1683,bsf,"0x03, 5",instruction
0x05E0,0x1283,bcf,"0x03, 5",instruction
0x05E1,0x21F7,call,0x1F7,instruction
0x05E2,0x3400,retlw,0x00,instruction
0x05E3,0x30D0,movlw,0xD0,instruction
0x05E4,0x0084,movwf,0x04,instruction
0x05E5,0x0800,movf,"0x00, W",instruction
0x05E6,0x1903,btfsc,"0x03, 2",instruction
0x05E7,0x2DF7,goto,0x5F7,instruction
0x05E8,0x3003,movlw,0x03,instruction
0x05E9,0x00F8,movwf,0x78,instruction
0x05EA,0x01F7,clrf,0x77,instruction
0x05EB,0x0BF7,decfsz,"0x77, F",instruction
0x05EC,0x2DEB,goto,0x5EB,instruction
0x05ED,0x0BF8,decfsz,"0x78, F",instruction
0x05EE,0x2DEA,goto,0x5EA,instruction
0x05EF,0x303C,movlw,0x3C,instruction
0x05F0,0x00F7,movwf,0x77,instruction
0x05F1,0x0BF7,decfsz,"0x77, F",instruction
0x05F2,0x2DF1,goto,0x5F1,instruction
0x05F3,0x0000,nop,,instruction
0x05F4,0x0000,nop,,instruction
0x05F5,0x0B80,decfsz,"0x00, F",instruction
0x05F6,0x2DE8,goto,0x5E8,instruction
0x05F7,0x3400,retlw,0x00,instruction
0x05F8,0x3001,movlw,0x01,instruction
0x05F9,0x00C8,movwf,0x48,instruction
0x05FA,0x21BA,call,0x1BA,instruction
0x05FB,0x300A,movlw,0x0A,instruction
0x05FC,0x1683,bsf,"0x03, 5",instruction
0x05FD,0x00D0,movwf,0x50,instruction
0x05FE,0x1283,bcf,"0x03, 5",instruction
0x05FF,0x25E3,call,0x5E3,instruction
0x0600,0x1003,bcf,"0x03, 0",instruction
0x0601,0x0DC8,rlf,"0x48, F",instruction
0x0602,0x08C8,movf,"0x48, F",instruction
0x0603,0x1903,btfsc,"0x03, 2",instruction
0x0604,0x2E06,goto,0x606,instruction
0x0605,0x2DFA,goto,0x5FA,instruction
0x0606,0x118A,bcf,"0x0A, 3",instruction
0x0607,0x120A,bcf,"0x0A, 4",instruction
0x0608,0x2E1C,goto,0x61C,instruction
0x0609,0x3080,movlw,0x80,instruction
0x060A,0x00C8,movwf,0x48,instruction
0x060B,0x21BA,call,0x1BA,instruction
0x060C,0x300A,movlw,0x0A,instruction
0x060D,0x1683,bsf,"0x03, 5",instruction
0x060E,0x00D0,movwf,0x50,instruction
0x060F,0x1283,bcf,"0x03, 5",instruction
0x0610,0x25E3,call,0x5E3,instruction
0x0611,0x1003,bcf,"0x03, 0",instruction
0x0612,0x0CC8,rrf,"0x48, F",instruction
0x0613,0x08C8,movf,"0x48, F",instruction
0x0614,0x1903,btfsc,"0x03, 2",instruction
0x0615,0x2E17,goto,0x617,instruction
0x0616,0x2E0B,goto,0x60B,instruction
0x0617,0x21BA,call,0x1BA,instruction
0x0618,0x118A,bcf,"0x0A, 3",instruction
0x0619,0x120A,bcf,"0x0A, 4",instruction
0x061A,0x2E2D,goto,0x62D,instruction
0x061B,0x2DF8,goto,0x5F8,instruction
0x061C,0x1683,bsf,"0x03, 5",instruction
0x061D,0x084A,movf,"0x4A, W",instruction
0x061E,0x1283,bcf,"0x03, 5",instruction
0x061F,0x00C8,movwf,0x48,instruction
0x0620,0x21BA,call,0x1BA,instruction
0x0621,0x3004,movlw,0x04,instruction
0x0622,0x1683,bsf,"0x03, 5",instruction
0x0623,0x00CB,movwf,0x4B,instruction
0x0624,0x30FA,movlw,0xFA,instruction
0x0625,0x00D0,movwf,0x50,instruction
0x0626,0x1283,bcf,"0x03, 5",instruction
0x0627,0x25E3,call,0x5E3,instruction
0x0628,0x1683,bsf,"0x03, 5",instruction
0x0629,0x0BCB,decfsz,"0x4B, F",instruction
0x062A,0x2E24,goto,0x624,instruction
0x062B,0x1283,bcf,"0x03, 5",instruction
0x062C,0x2E09,goto,0x609,instruction
0x062D,0x3400,retlw,0x00,instruction
0x062E,0x3002,movlw,0x02,instruction
0x062F,0x1683,bsf,"0x03, 5",instruction
0x0630,0x00CA,movwf,0x4A,instruction
0x0631,0x1283,bcf,"0x03, 5",instruction
0x0632,0x261B,call,0x61B,instruction
0x0633,0x3006,movlw,0x06,instruction
0x0634,0x1683,bsf,"0x03, 5",instruction
0x0635,0x00CA,movwf,0x4A,instruction
0x0636,0x1283,bcf,"0x03, 5",instruction
0x0637,0x261B,call,0x61B,instruction
0x0638,0x158A,bsf,"0x0A, 3",instruction
0x0639,0x160A,bsf,"0x0A, 4",instruction
0x063A,0x284C,goto,0x04C,instruction
0x063B,0x0843,movf,"0x43, W",instruction
0x063C,0x390F,andlw,0x0F,instruction
0x063D,0x3C00,sublw,0x00,instruction
0x063E,0x1803,btfsc,"0x03, 0",instruction
0x063F,0x2E50,goto,0x650,instruction
0x0640,0x1683,bsf,"0x03, 5",instruction
0x0641,0x0855,movf,"0x55, W",instruction
0x0642,0x3C01,sublw,0x01,instruction
0x0643,0x1C03,btfss,"0x03, 0",instruction
0x0644,0x2E4F,goto,0x64F,instruction
0x0645,0x1D03,btfss,"0x03, 2",instruction
0x0646,0x2E4B,goto,0x64B,instruction
0x0647,0x0854,movf,"0x54, W",instruction
0x0648,0x3C67,sublw,0x67,instruction
0x0649,0x1C03,btfss,"0x03, 0",instruction
0x064A,0x2E4F,goto,0x64F,instruction
0x064B,0x3001,movlw,0x01,instruction
0x064C,0x00D5,movwf,0x55,instruction
0x064D,0x3068,movlw,0x68,instruction
0x064E,0x00D4,movwf,0x54,instruction
0x064F,0x1283,bcf,"0x03, 5",instruction
0x0650,0x1683,bsf,"0x03, 5",instruction
0x0651,0x0854,movf,"0x54, W",instruction
0x0652,0x1283,bcf,"0x03, 5",instruction
0x0653,0x0241,subwf,"0x41, W",instruction
0x0654,0x1D03,btfss,"0x03, 2",instruction
0x0655,0x2E5C,goto,0x65C,instruction
0x0656,0x1683,bsf,"0x03, 5",instruction
0x0657,0x0855,movf,"0x55, W",instruction
0x0658,0x1283,bcf,"0x03, 5",instruction
0x0659,0x0242,subwf,"0x42, W",instruction
0x065A,0x1903,btfsc,"0x03, 2",instruction
0x065B,0x2E64,goto,0x664,instruction
0x065C,0x1683,bsf,"0x03, 5",instruction
0x065D,0x0855,movf,"0x55, W",instruction
0x065E,0x1283,bcf,"0x03, 5",instruction
0x065F,0x00C0,movwf,0x40,instruction
0x0660,0x1683,bsf,"0x03, 5",instruction
0x0661,0x0854,movf,"0x54, W",instruction
0x0662,0x1283,bcf,"0x03, 5",instruction
0x0663,0x00BF,movwf,0x3F,instruction
0x0664,0x1683,bsf,"0x03, 5",instruction
0x0665,0x0855,movf,"0x55, W",instruction
0x0666,0x1283,bcf,"0x03, 5",instruction
0x0667,0x00C2,movwf,0x42,instruction
0x0668,0x1683,bsf,"0x03, 5",instruction
0x0669,0x0854,movf,"0x54, W",instruction
0x066A,0x1283,bcf,"0x03, 5",instruction
0x066B,0x00C1,movwf,0x41,instruction
0x066C,0x12C3,bcf,"0x43, 5",instruction
0x066D,0x083D,movf,"0x3D, W",instruction
0x066E,0x023F,subwf,"0x3F, W",instruction
0x066F,0x1D03,btfss,"0x03, 2",instruction
0x0670,0x2E75,goto,0x675,instruction
0x0671,0x083E,movf,"0x3E, W",instruction
0x0672,0x0240,subwf,"0x40, W",instruction
0x0673,0x1903,btfsc,"0x03, 2",instruction
0x0674,0x2E75,goto,0x675,instruction
0x0675,0x3400,retlw,0x00,instruction
0x0676,0x1683,bsf,"0x03, 5",instruction
0x0677,0x0853,movf,"0x53, W",instruction
0x0678,0x00DD,movwf,0x5D,instruction
0x0679,0x0852,movf,"0x52, W",instruction
0x067A,0x00DC,movwf,0x5C,instruction
0x067B,0x01DF,clrf,0x5F,instruction
0x067C,0x3026,movlw,0x26,instruction
0x067D,0x00DE,movwf,0x5E,instruction
0x067E,0x1283,bcf,"0x03, 5",instruction
0x067F,0x2416,call,0x416,instruction
0x0680,0x0879,movf,"0x79, W",instruction
0x0681,0x1683,bsf,"0x03, 5",instruction
0x0682,0x00D5,movwf,0x55,instruction
0x0683,0x0878,movf,"0x78, W",instruction
0x0684,0x00D4,movwf,0x54,instruction
0x0685,0x1283,bcf,"0x03, 5",instruction
0x0686,0x082F,movf,"0x2F, W",instruction
0x0687,0x3CFF,sublw,0xFF,instruction
0x0688,0x1683,bsf,"0x03, 5",instruction
0x0689,0x00D6,movwf,0x56,instruction
0x068A,0x0855,movf,"0x55, W",instruction
0x068B,0x00DD,movwf,0x5D,instruction
0x068C,0x0854,movf,"0x54, W",instruction
0x068D,0x00DC,movwf,0x5C,instruction
0x068E,0x01DF,clrf,0x5F,instruction
0x068F,0x0856,movf,"0x56, W",instruction
0x0690,0x00DE,movwf,0x5E,instruction
0x0691,0x1283,bcf,"0x03, 5",instruction
0x0692,0x2416,call,0x416,instruction
0x0693,0x0879,movf,"0x79, W",instruction
0x0694,0x1683,bsf,"0x03, 5",instruction
0x0695,0x00D5,movwf,0x55,instruction
0x0696,0x0878,movf,"0x78, W",instruction
0x0697,0x00D4,movwf,0x54,instruction
0x0698,0x0853,movf,"0x53, W",instruction
0x0699,0x00DD,movwf,0x5D,instruction
0x069A,0x0852,movf,"0x52, W",instruction
0x069B,0x00DC,movwf,0x5C,instruction
0x069C,0x01DF,clrf,0x5F,instruction
0x069D,0x3059,movlw,0x59,instruction
0x069E,0x00DE,movwf,0x5E,instruction
0x069F,0x1283,bcf,"0x03, 5",instruction
0x06A0,0x2416,call,0x416,instruction
0x06A1,0x0878,movf,"0x78, W",instruction
0x06A2,0x1683,bsf,"0x03, 5",instruction
0x06A3,0x07D4,addwf,"0x54, F",instruction
0x06A4,0x0879,movf,"0x79, W",instruction
0x06A5,0x1803,btfsc,"0x03, 0",instruction
0x06A6,0x0F79,incfsz,"0x79, W",instruction
0x06A7,0x07D5,addwf,"0x55, F",instruction
0x06A8,0x0854,movf,"0x54, W",instruction
0x06A9,0x00F8,movwf,0x78,instruction
0x06AA,0x0855,movf,"0x55, W",instruction
0x06AB,0x00F9,movwf,0x79,instruction
0x06AC,0x1283,bcf,"0x03, 5",instruction
0x06AD,0x118A,bcf,"0x0A, 3",instruction
0x06AE,0x120A,bcf,"0x0A, 4",instruction
0x06AF,0x2EBA,goto,0x6BA,instruction
0x06B0,0x1086,bcf,"0x06, 1",instruction
0x06B1,0x0842,movf,"0x42, W",instruction
0x06B2,0x1683,bsf,"0x03, 5",instruction
0x06B3,0x00D3,movwf,0x53,instruction
0x06B4,0x1283,bcf,"0x03, 5",instruction
0x06B5,0x0841,movf,"0x41, W",instruction
0x06B6,0x1683,bsf,"0x03, 5",instruction
0x06B7,0x00D2,movwf,0x52,instruction
0x06B8,0x1283,bcf,"0x03, 5",instruction
0x06B9,0x2E76,goto,0x676,instruction
0x06BA,0x0879,movf,"0x79, W",instruction
0x06BB,0x00C0,movwf,0x40,instruction
0x06BC,0x0878,movf,"0x78, W",instruction
0x06BD,0x00BF,movwf,0x3F,instruction
0x06BE,0x0845,movf,"0x45, W",instruction
0x06BF,0x0240,subwf,"0x40, W",instruction
0x06C0,0x1C03,btfss,"0x03, 0",instruction
0x06C1,0x2ED2,goto,0x6D2,instruction
0x06C2,0x1D03,btfss,"0x03, 2",instruction
0x06C3,0x2EC8,goto,0x6C8,instruction
0x06C4,0x083F,movf,"0x3F, W",instruction
0x06C5,0x0244,subwf,"0x44, W",instruction
0x06C6,0x1803,btfsc,"0x03, 0",instruction
0x06C7,0x2ED2,goto,0x6D2,instruction
0x06C8,0x0844,movf,"0x44, W",instruction
0x06C9,0x023F,subwf,"0x3F, W",instruction
0x06CA,0x00BD,movwf,0x3D,instruction
0x06CB,0x0840,movf,"0x40, W",instruction
0x06CC,0x00BE,movwf,0x3E,instruction
0x06CD,0x0845,movf,"0x45, W",instruction
0x06CE,0x1C03,btfss,"0x03, 0",instruction
0x06CF,0x0F45,incfsz,"0x45, W",instruction
0x06D0,0x02BE,subwf,"0x3E, F",instruction
0x06D1,0x2ED5,goto,0x6D5,instruction
0x06D2,0x01BE,clrf,0x3E,instruction
0x06D3,0x3001,movlw,0x01,instruction
0x06D4,0x00BD,movwf,0x3D,instruction
0x06D5,0x0843,movf,"0x43, W",instruction
0x06D6,0x390F,andlw,0x0F,instruction
0x06D7,0x3C00,sublw,0x00,instruction
0x06D8,0x1803,btfsc,"0x03, 0",instruction
0x06D9,0x2EE8,goto,0x6E8,instruction
0x06DA,0x083E,movf,"0x3E, W",instruction
0x06DB,0x3C01,sublw,0x01,instruction
0x06DC,0x1C03,btfss,"0x03, 0",instruction
0x06DD,0x2EE8,goto,0x6E8,instruction
0x06DE,0x1D03,btfss,"0x03, 2",instruction
0x06DF,0x2EE4,goto,0x6E4,instruction
0x06E0,0x083D,movf,"0x3D, W",instruction
0x06E1,0x3C67,sublw,0x67,instruction
0x06E2,0x1C03,btfss,"0x03, 0",instruction
0x06E3,0x2EE8,goto,0x6E8,instruction
0x06E4,0x3001,movlw,0x01,instruction
0x06E5,0x00BE,movwf,0x3E,instruction
0x06E6,0x3068,movlw,0x68,instruction
0x06E7,0x00BD,movwf,0x3D,instruction
0x06E8,0x083E,movf,"0x3E, W",instruction
0x06E9,0x1683,bsf,"0x03, 5",instruction
0x06EA,0x00D3,movwf,0x53,instruction
0x06EB,0x1283,bcf,"0x03, 5",instruction
0x06EC,0x083D,movf,"0x3D, W",instruction
0x06ED,0x1683,bsf,"0x03, 5",instruction
0x06EE,0x00D2,movwf,0x52,instruction
0x06EF,0x1283,bcf,"0x03, 5",instruction
0x06F0,0x130B,bcf,"0x0B, 6",instruction
0x06F1,0x138B,bcf,"0x0B, 7",instruction
0x06F2,0x1B8B,btfsc,"0x0B, 7",instruction
0x06F3,0x2EF1,goto,0x6F1,instruction
0x06F4,0x1683,bsf,"0x03, 5",instruction
0x06F5,0x0853,movf,"0x53, W",instruction
0x06F6,0x00F3,movwf,0x73,instruction
0x06F7,0x0852,movf,"0x52, W",instruction
0x06F8,0x00F2,movwf,0x72,instruction
0x06F9,0x30C0,movlw,0xC0,instruction
0x06FA,0x1283,bcf,"0x03, 5",instruction
0x06FB,0x048B,iorwf,"0x0B, F",instruction
0x06FC,0x3400,retlw,0x00,instruction
0x06FD,0x1683,bsf,"0x03, 5",instruction
0x06FE,0x01C4,clrf,0x44,instruction
0x06FF,0x01C3,clrf,0x43,instruction
0x0700,0x3002,movlw,0x02,instruction
0x0701,0x00D0,movwf,0x50,instruction
0x0702,0x0850,movf,"0x50, W",instruction
0x0703,0x3C9A,sublw,0x9A,instruction
0x0704,0x1C03,btfss,"0x03, 0",instruction
0x0705,0x2F20,goto,0x720,instruction
0x0706,0x0850,movf,"0x50, W",instruction
0x0707,0x1283,bcf,"0x03, 5",instruction
0x0708,0x1703,bsf,"0x03, 6",instruction
0x0709,0x008D,movwf,0x0D,instruction
0x070A,0x1683,bsf,"0x03, 5",instruction
0x070B,0x138C,bcf,"0x0C, 7",instruction
0x070C,0x140C,bsf,"0x0C, 0",instruction
0x070D,0x1283,bcf,"0x03, 5",instruction
0x070E,0x080C,movf,"0x0C, W",instruction
0x070F,0x1683,bsf,"0x03, 5",instruction
0x0710,0x1303,bcf,"0x03, 6",instruction
0x0711,0x07C3,addwf,"0x43, F",instruction
0x0712,0x1803,btfsc,"0x03, 0",instruction
0x0713,0x0AC4,incf,"0x44, F",instruction
0x0714,0x01D1,clrf,0x51,instruction
0x0715,0x1BC4,btfsc,"0x44, 7",instruction
0x0716,0x0AD1,incf,"0x51, F",instruction
0x0717,0x1003,bcf,"0x03, 0",instruction
0x0718,0x0DC3,rlf,"0x43, F",instruction
0x0719,0x0DC4,rlf,"0x44, F",instruction
0x071A,0x0851,movf,"0x51, W",instruction
0x071B,0x07C3,addwf,"0x43, F",instruction
0x071C,0x1803,btfsc,"0x03, 0",instruction
0x071D,0x0AC4,incf,"0x44, F",instruction
0x071E,0x0AD0,incf,"0x50, F",instruction
0x071F,0x2F02,goto,0x702,instruction
0x0720,0x1283,bcf,"0x03, 5",instruction
0x0721,0x3400,retlw,0x00,instruction
0x0722,0x1683,bsf,"0x03, 5",instruction
0x0723,0x1420,bsf,"0x20, 0",instruction
0x0724,0x14A0,bsf,"0x20, 1",instruction
0x0725,0x1520,bsf,"0x20, 2",instruction
0x0726,0x15A0,bsf,"0x20, 3",instruction
0x0727,0x1283,bcf,"0x03, 5",instruction
0x0728,0x1703,bsf,"0x03, 6",instruction
0x0729,0x018D,clrf,0x0D,instruction
0x072A,0x1683,bsf,"0x03, 5",instruction
0x072B,0x138C,bcf,"0x0C, 7",instruction
0x072C,0x140C,bsf,"0x0C, 0",instruction
0x072D,0x1283,bcf,"0x03, 5",instruction
0x072E,0x080C,movf,"0x0C, W",instruction
0x072F,0x1683,bsf,"0x03, 5",instruction
0x0730,0x1303,bcf,"0x03, 6",instruction
0x0731,0x0244,subwf,"0x44, W",instruction
0x0732,0x1903,btfsc,"0x03, 2",instruction
0x0733,0x2F36,goto,0x736,instruction
0x0734,0x1020,bcf,"0x20, 0",instruction
0x0735,0x10A0,bcf,"0x20, 1",instruction
0x0736,0x3001,movlw,0x01,instruction
0x0737,0x1283,bcf,"0x03, 5",instruction
0x0738,0x1703,bsf,"0x03, 6",instruction
0x0739,0x008D,movwf,0x0D,instruction
0x073A,0x1683,bsf,"0x03, 5",instruction
0x073B,0x138C,bcf,"0x0C, 7",instruction
0x073C,0x140C,bsf,"0x0C, 0",instruction
0x073D,0x1283,bcf,"0x03, 5",instruction
0x073E,0x080C,movf,"0x0C, W",instruction
0x073F,0x1683,bsf,"0x03, 5",instruction
0x0740,0x1303,bcf,"0x03, 6",instruction
0x0741,0x0243,subwf,"0x43, W",instruction
0x0742,0x1903,btfsc,"0x03, 2",instruction
0x0743,0x2F46,goto,0x746,instruction
0x0744,0x1020,bcf,"0x20, 0",instruction
0x0745,0x1120,bcf,"0x20, 2",instruction
0x0746,0x3002,movlw,0x02,instruction
0x0747,0x1283,bcf,"0x03, 5",instruction
0x0748,0x1703,bsf,"0x03, 6",instruction
0x0749,0x008D,movwf,0x0D,instruction
0x074A,0x1683,bsf,"0x03, 5",instruction
0x074B,0x138C,bcf,"0x0C, 7",instruction
0x074C,0x140C,bsf,"0x0C, 0",instruction
0x074D,0x1283,bcf,"0x03, 5",instruction
0x074E,0x080C,movf,"0x0C, W",instruction
0x074F,0x3C05,sublw,0x05,instruction
0x0750,0x1903,btfsc,"0x03, 2",instruction
0x0751,0x2F58,goto,0x758,instruction
0x0752,0x1683,bsf,"0x03, 5",instruction
0x0753,0x1303,bcf,"0x03, 6",instruction
0x0754,0x1020,bcf,"0x20, 0",instruction
0x0755,0x11A0,bcf,"0x20, 3",instruction
0x0756,0x1283,bcf,"0x03, 5",instruction
0x0757,0x1703,bsf,"0x03, 6",instruction
0x0758,0x1303,bcf,"0x03, 6",instruction
0x0759,0x3400,retlw,0x00,instruction
0x075A,0x26FD,call,0x6FD,instruction
0x075B,0x2722,call,0x722,instruction
0x075C,0x3400,retlw,0x00,instruction
0x075D,0x275A,call,0x75A,instruction
0x075E,0x1683,bsf,"0x03, 5",instruction
0x075F,0x0820,movf,"0x20, W",instruction
0x0760,0x390F,andlw,0x0F,instruction
0x0761,0x3C0F,sublw,0x0F,instruction
0x0762,0x1903,btfsc,"0x03, 2",instruction
0x0763,0x2F6C,goto,0x76C,instruction
0x0764,0x1283,bcf,"0x03, 5",instruction
0x0765,0x275A,call,0x75A,instruction
0x0766,0x1683,bsf,"0x03, 5",instruction
0x0767,0x0820,movf,"0x20, W",instruction
0x0768,0x390F,andlw,0x0F,instruction
0x0769,0x3C0F,sublw,0x0F,instruction
0x076A,0x1903,btfsc,"0x03, 2",instruction
0x076B,0x2F6C,goto,0x76C,instruction
0x076C,0x1283,bcf,"0x03, 5",instruction
0x076D,0x3400,retlw,0x00,instruction
0x076E,0x1683,bsf,"0x03, 5",instruction
0x076F,0x0856,movf,"0x56, W",instruction
0x0770,0x1283,bcf,"0x03, 5",instruction
0x0771,0x026E,subwf,"0x6E, W",instruction
0x0772,0x1803,btfsc,"0x03, 0",instruction
0x0773,0x2F78,goto,0x778,instruction
0x0774,0x1683,bsf,"0x03, 5",instruction
0x0775,0x0856,movf,"0x56, W",instruction
0x0776,0x1283,bcf,"0x03, 5",instruction
0x0777,0x00EE,movwf,0x6E,instruction
0x0778,0x3400,retlw,0x00,instruction
0x0779,0x13D6,bcf,"0x56, 7",instruction
0x077A,0x1683,bsf,"0x03, 5",instruction
0x077B,0x1C56,btfss,"0x56, 0",instruction
0x077C,0x2F80,goto,0x780,instruction
0x077D,0x1283,bcf,"0x03, 5",instruction
0x077E,0x17D6,bsf,"0x56, 7",instruction
0x077F,0x1683,bsf,"0x03, 5",instruction
0x0780,0x1283,bcf,"0x03, 5",instruction
0x0781,0x21FE,call,0x1FE,instruction
0x0782,0x3400,retlw,0x00,instruction
0x0783,0x3054,movlw,0x54,instruction
0x0784,0x0064,clrwdt,,instruction
0x0785,0x1E0C,btfss,"0x0C, 4",instruction
0x0786,0x2F84,goto,0x784,instruction
0x0787,0x0099,movwf,0x19,instruction
0x0788,0x1683,bsf,"0x03, 5",instruction
0x0789,0x0856,movf,"0x56, W",instruction
0x078A,0x00D8,movwf,0x58,instruction
0x078B,0x1283,bcf,"0x03, 5",instruction
0x078C,0x22D3,call,0x2D3,instruction
0x078D,0x1683,bsf,"0x03, 5",instruction
0x078E,0x0857,movf,"0x57, W",instruction
0x078F,0x00D8,movwf,0x58,instruction
0x0790,0x1283,bcf,"0x03, 5",instruction
0x0791,0x22D3,call,0x2D3,instruction
0x0792,0x300A,movlw,0x0A,instruction
0x0793,0x0064,clrwdt,,instruction
0x0794,0x1E0C,btfss,"0x0C, 4",instruction
0x0795,0x2F93,goto,0x793,instruction
0x0796,0x0099,movwf,0x19,instruction
0x0797,0x3400,retlw,0x00,instruction
0x0798,0x1683,bsf,"0x03, 5",instruction
0x0799,0x1C20,btfss,"0x20, 0",instruction
0x079A,0x2FB9,goto,0x7B9,instruction
0x079B,0x1283,bcf,"0x03, 5",instruction
0x079C,0x1951,btfsc,"0x51, 2",instruction
0x079D,0x2FA2,goto,0x7A2,instruction
0x079E,0x3030,movlw,0x30,instruction
0x079F,0x1683,bsf,"0x03, 5",instruction
0x07A0,0x07D4,addwf,"0x54, F",instruction
0x07A1,0x1283,bcf,"0x03, 5",instruction
0x07A2,0x1683,bsf,"0x03, 5",instruction
0x07A3,0x0854,movf,"0x54, W",instruction
0x07A4,0x1283,bcf,"0x03, 5",instruction
0x07A5,0x1703,bsf,"0x03, 6",instruction
0x07A6,0x008D,movwf,0x0D,instruction
0x07A7,0x1683,bsf,"0x03, 5",instruction
0x07A8,0x138C,bcf,"0x0C, 7",instruction
0x07A9,0x140C,bsf,"0x0C, 0",instruction
0x07AA,0x1283,bcf,"0x03, 5",instruction
0x07AB,0x080C,movf,"0x0C, W",instruction
0x07AC,0x1683,bsf,"0x03, 5",instruction
0x07AD,0x1303,bcf,"0x03, 6",instruction
0x07AE,0x00D5,movwf,0x55,instruction
0x07AF,0x0855,movf,"0x55, W",instruction
0x07B0,0x3C64,sublw,0x64,instruction
0x07B1,0x1803,btfsc,"0x03, 0",instruction
0x07B2,0x2FB5,goto,0x7B5,instruction
0x07B3,0x3064,movlw,0x64,instruction
0x07B4,0x00D5,movwf,0x55,instruction
0x07B5,0x0855,movf,"0x55, W",instruction
0x07B6,0x00F8,movwf,0x78,instruction
0x07B7,0x2FBC,goto,0x7BC,instruction
0x07B8,0x2FBC,goto,0x7BC,instruction
0x07B9,0x3064,movlw,0x64,instruction
0x07BA,0x00F8,movwf,0x78,instruction
0x07BB,0x2FBC,goto,0x7BC,instruction
0x07BC,0x1283,bcf,"0x03, 5",instruction
0x07BD,0x3400,retlw,0x00,instruction
0x07BE,0x3064,movlw,0x64,instruction
0x07BF,0x1683,bsf,"0x03, 5",instruction
0x07C0,0x00D4,movwf,0x54,instruction
0x07C1,0x1283,bcf,"0x03, 5",instruction
0x07C2,0x2798,call,0x798,instruction
0x07C3,0x0878,movf,"0x78, W",instruction
0x07C4,0x1683,bsf,"0x03, 5",instruction
0x07C5,0x00D3,movwf,0x53,instruction
0x07C6,0x01FA,clrf,0x7A,instruction
0x07C7,0x0853,movf,"0x53, W",instruction
0x07C8,0x00D4,movwf,0x54,instruction
0x07C9,0x087A,movf,"0x7A, W",instruction
0x07CA,0x00D5,movwf,0x55,instruction
0x07CB,0x01D7,clrf,0x57,instruction
0x07CC,0x30A0,movlw,0xA0,instruction
0x07CD,0x00D6,movwf,0x56,instruction
0x07CE,0x0855,movf,"0x55, W",instruction
0x07CF,0x00D9,movwf,0x59,instruction
0x07D0,0x0853,movf,"0x53, W",instruction
0x07D1,0x00D8,movwf,0x58,instruction
0x07D2,0x1283,bcf,"0x03, 5",instruction
0x07D3,0x23E8,call,0x3E8,instruction
0x07D4,0x0879,movf,"0x79, W",instruction
0x07D5,0x00FA,movwf,0x7A,instruction
0x07D6,0x0879,movf,"0x79, W",instruction
0x07D7,0x00F9,movwf,0x79,instruction
0x07D8,0x3400,retlw,0x00,instruction
0x07D9,0x1683,bsf,"0x03, 5",instruction
0x07DA,0x0850,movf,"0x50, W",instruction
0x07DB,0x01F8,clrf,0x78,instruction
0x07DC,0x024F,subwf,"0x4F, W",instruction
0x07DD,0x1803,btfsc,"0x03, 0",instruction
0x07DE,0x2FE2,goto,0x7E2,instruction
0x07DF,0x084F,movf,"0x4F, W",instruction
0x07E0,0x00F7,movwf,0x77,instruction
0x07E1,0x2FEE,goto,0x7EE,instruction
0x07E2,0x01F7,clrf,0x77,instruction
0x07E3,0x3008,movlw,0x08,instruction
0x07E4,0x00D1,movwf,0x51,instruction
0x07E5,0x0DCF,rlf,"0x4F, F",instruction
0x07E6,0x0DF7,rlf,"0x77, F",instruction
0x07E7,0x0850,movf,"0x50, W",instruction
0x07E8,0x0277,subwf,"0x77, W",instruction
0x07E9,0x1803,btfsc,"0x03, 0",instruction
0x07EA,0x00F7,movwf,0x77,instruction
0x07EB,0x0DF8,rlf,"0x78, F",instruction
0x07EC,0x0BD1,decfsz,"0x51, F",instruction
0x07ED,0x2FE5,goto,0x7E5,instruction
0x07EE,0x1283,bcf,"0x03, 5",instruction
0x07EF,0x158A,bsf,"0x0A, 3",instruction
0x07F0,0x120A,bcf,"0x0A, 4",instruction
0x07F1,0x2AF7,goto,0x2F7,instruction
0x07F2,0x084C,movf,"0x4C, W",instruction
0x07F3,0x3970,andlw,0x70,instruction
0x07F4,0x3C3F,sublw,0x3F,instruction
0x07F5,0x1803,btfsc,"0x03, 0",instruction
0x07F6,0x2FFE,goto,0x7FE,instruction
0x07F7,0x084C,movf,"0x4C, W",instruction
0x07F8,0x3970,andlw,0x70,instruction
